HPI,Fips,Year,Month
314.86,49,2006,1
328.16,49,2006,4
342.63,49,2006,7
355.65,49,2006,10
366.57,49,2007,1
375.49,49,2007,4
380.16,49,2007,7
383.05,49,2007,10
382.16,49,2008,1
375.97,49,2008,4
364.57,49,2008,7
363.74,49,2008,10
360.83,49,2009,1
347.13,49,2009,4
332.32,49,2009,7
328.47,49,2009,10
323.44,49,2010,1
318.81,49,2010,4
321.52,49,2010,7
319.83,49,2010,10
305.6,49,2011,1
299.08,49,2011,4
304.46,49,2011,7
305.85,49,2011,10
305.14,49,2012,1
303.56,49,2012,4
309.83,49,2012,7
315.21,49,2012,10
318.09,49,2013,1
327.01,49,2013,4
334.63,49,2013,7
338.98,49,2013,10
341.16,49,2014,1
347.45,49,2014,4
351.42,49,2014,7
355.39,49,2014,10
358.85,49,2015,1
364.88,49,2015,4
372.09,49,2015,7
377.15,49,2015,10
382.64,49,2016,1
391.33,49,2016,4
400.27,49,2016,7
405.03,49,2016,10
412.32,49,2017,1
425.99,49,2017,4
435.8,49,2017,7
441.61,49,2017,10
451.06,49,2018,1
465.89,49,2018,4
475.57,49,2018,7
481.57,49,2018,10
489.68,49,2019,1
499.78,49,2019,4
507.66,49,2019,7
515.2,49,2019,10
521.83,49,2020,1
531.54,49,2020,4
544.34,49,2020,7
562.74,49,2020,10
583.91,49,2021,1
640.44,49,2021,4
250.43,50,2000,1
254.43,50,2000,4
259.6,50,2000,7
264.49,50,2000,10
268.86,50,2001,1
274.2,50,2001,4
280.84,50,2001,7
284.19,50,2001,10
290.0,50,2002,1
296.63,50,2002,4
301.76,50,2002,7
304.45,50,2002,10
307.83,50,2003,1
312.91,50,2003,4
321.15,50,2003,7
337.7,50,2003,10
342.28,50,2004,1
352.25,50,2004,4
374.9,50,2004,7
382.58,50,2004,10
394.38,50,2005,1
407.48,50,2005,4
422.03,50,2005,7
430.79,50,2005,10
436.67,50,2006,1
446.77,50,2006,4
448.26,50,2006,7
455.32,50,2006,10
458.6,50,2007,1
458.07,50,2007,4
459.1,50,2007,7
456.98,50,2007,10
463.76,50,2008,1
457.44,50,2008,4
454.66,50,2008,7
453.71,50,2008,10
454.24,50,2009,1
447.81,50,2009,4
445.18,50,2009,7
441.38,50,2009,10
441.01,50,2010,1
439.61,50,2010,4
440.71,50,2010,7
442.15,50,2010,10
439.03,50,2011,1
433.97,50,2011,4
434.61,50,2011,7
440.54,50,2011,10
438.66,50,2012,1
436.73,50,2012,4
438.04,50,2012,7
438.08,50,2012,10
440.07,50,2013,1
436.39,50,2013,4
437.85,50,2013,7
436.61,50,2013,10
433.23,50,2014,1
438.81,50,2014,4
440.23,50,2014,7
438.85,50,2014,10
443.13,50,2015,1
447.85,50,2015,4
447.11,50,2015,7
445.8,50,2015,10
443.97,50,2016,1
452.14,50,2016,4
456.79,50,2016,7
455.47,50,2016,10
456.92,50,2017,1
461.56,50,2017,4
461.67,50,2017,7
470.19,50,2017,10
471.65,50,2018,1
477.86,50,2018,4
479.62,50,2018,7
477.36,50,2018,10
482.74,50,2019,1
492.75,50,2019,4
499.71,50,2019,7
501.78,50,2019,10
508.11,50,2020,1
511.98,50,2020,4
521.58,50,2020,7
537.75,50,2020,10
551.08,50,2021,1
573.89,50,2021,4
229.63,51,2000,1
234.36,51,2000,4
238.53,51,2000,7
242.57,51,2000,10
248.68,51,2001,1
254.46,51,2001,4
260.15,51,2001,7
263.72,51,2001,10
268.91,51,2002,1
276.49,51,2002,4
283.54,51,2002,7
287.45,51,2002,10
291.79,51,2003,1
296.55,51,2003,4
303.64,51,2003,7
315.98,51,2003,10
324.02,51,2004,1
336.52,51,2004,4
357.98,51,2004,7
370.38,51,2004,10
385.15,51,2005,1
407.02,51,2005,4
426.56,51,2005,7
438.43,51,2005,10
448.35,51,2006,1
456.73,51,2006,4
459.56,51,2006,7
466.06,51,2006,10
468.08,51,2007,1
469.28,51,2007,4
463.39,51,2007,7
462.14,51,2007,10
459.81,51,2008,1
446.78,51,2008,4
434.42,51,2008,7
430.88,51,2008,10
432.53,51,2009,1
421.7,51,2009,4
412.25,51,2009,7
409.11,51,2009,10
403.66,51,2010,1
401.03,51,2010,4
405.13,51,2010,7
402.87,51,2010,10
393.45,51,2011,1
388.67,51,2011,4
391.95,51,2011,7
394.7,51,2011,10
390.37,51,2012,1
387.81,51,2012,4
392.61,51,2012,7
394.26,51,2012,10
393.78,51,2013,1
397.66,51,2013,4
398.52,51,2013,7
398.43,51,2013,10
400.1,51,2014,1
406.43,51,2014,4
409.31,51,2014,7
412.65,51,2014,10
414.87,51,2015,1
418.29,51,2015,4
420.02,51,2015,7
422.08,51,2015,10
421.03,51,2016,1
428.53,51,2016,4
432.28,51,2016,7
434.33,51,2016,10
433.68,51,2017,1
442.77,51,2017,4
445.17,51,2017,7
447.06,51,2017,10
452.21,51,2018,1
457.35,51,2018,4
459.88,51,2018,7
460.54,51,2018,10
465.48,51,2019,1
474.66,51,2019,4
479.7,51,2019,7
483.29,51,2019,10
488.23,51,2020,1
493.87,51,2020,4
502.4,51,2020,7
511.38,51,2020,10
521.6,51,2021,1
544.48,51,2021,4
269.83,53,2000,1
272.59,53,2000,4
276.27,53,2000,7
279.79,53,2000,10
286.61,53,2001,1
290.48,53,2001,4
293.42,53,2001,7
295.39,53,2001,10
299.0,53,2002,1
302.63,53,2002,4
306.31,53,2002,7
308.92,53,2002,10
311.46,53,2003,1
314.13,53,2003,4
318.02,53,2003,7
326.1,53,2003,10
331.05,53,2004,1
340.96,53,2004,4
355.17,53,2004,7
363.38,53,2004,10
375.1,53,2005,1
395.01,53,2005,4
412.55,53,2005,7
429.82,53,2005,10
445.15,53,2006,1
460.61,53,2006,4
474.18,53,2006,7
484.35,53,2006,10
493.07,53,2007,1
498.62,53,2007,4
499.89,53,2007,7
502.69,53,2007,10
501.29,53,2008,1
491.46,53,2008,4
476.87,53,2008,7
471.79,53,2008,10
468.1,53,2009,1
448.16,53,2009,4
433.18,53,2009,7
427.44,53,2009,10
419.98,53,2010,1
415.21,53,2010,4
415.06,53,2010,7
407.75,53,2010,10
394.04,53,2011,1
384.06,53,2011,4
385.3,53,2011,7
385.6,53,2011,10
379.38,53,2012,1
376.15,53,2012,4
383.07,53,2012,7
387.62,53,2012,10
390.43,53,2013,1
397.69,53,2013,4
406.25,53,2013,7
410.14,53,2013,10
414.79,53,2014,1
425.72,53,2014,4
434.93,53,2014,7
439.27,53,2014,10
445.18,53,2015,1
458.37,53,2015,4
471.22,53,2015,7
479.02,53,2015,10
488.7,53,2016,1
506.22,53,2016,4
521.38,53,2016,7
528.77,53,2016,10
538.7,53,2017,1
559.78,53,2017,4
576.77,53,2017,7
585.02,53,2017,10
598.96,53,2018,1
620.36,53,2018,4
627.18,53,2018,7
628.92,53,2018,10
637.33,53,2019,1
650.1,53,2019,4
658.33,53,2019,7
665.6,53,2019,10
676.66,53,2020,1
687.39,53,2020,4
702.91,53,2020,7
720.84,53,2020,10
740.94,53,2021,1
796.02,53,2021,4
148.08,54,2000,1
149.16,54,2000,4
150.53,54,2000,7
151.8,54,2000,10
156.14,54,2001,1
157.59,54,2001,4
158.39,54,2001,7
159.94,54,2001,10
160.74,54,2002,1
162.61,54,2002,4
163.96,54,2002,7
166.35,54,2002,10
166.84,54,2003,1
168.48,54,2003,4
170.79,54,2003,7
172.28,54,2003,10
175.22,54,2004,1
178.52,54,2004,4
181.74,54,2004,7
185.19,54,2004,10
189.07,54,2005,1
195.15,54,2005,4
201.85,54,2005,7
204.63,54,2005,10
208.73,54,2006,1
206.75,54,2006,4
209.47,54,2006,7
212.0,54,2006,10
213.33,54,2007,1
212.94,54,2007,4
213.34,54,2007,7
215.07,54,2007,10
215.42,54,2008,1
214.88,54,2008,4
211.33,54,2008,7
209.42,54,2008,10
212.83,54,2009,1
210.19,54,2009,4
206.33,54,2009,7
205.25,54,2009,10
205.06,54,2010,1
204.88,54,2010,4
206.02,54,2010,7
207.59,54,2010,10
202.91,54,2011,1
200.18,54,2011,4
203.42,54,2011,7
204.51,54,2011,10
202.58,54,2012,1
203.24,54,2012,4
204.52,54,2012,7
205.01,54,2012,10
204.45,54,2013,1
205.51,54,2013,4
207.89,54,2013,7
209.38,54,2013,10
208.79,54,2014,1
209.99,54,2014,4
212.27,54,2014,7
212.85,54,2014,10
212.22,54,2015,1
217.67,54,2015,4
216.6,54,2015,7
217.86,54,2015,10
218.77,54,2016,1
219.23,54,2016,4
221.06,54,2016,7
222.37,54,2016,10
219.7,54,2017,1
221.53,54,2017,4
222.72,54,2017,7
226.03,54,2017,10
226.28,54,2018,1
229.42,54,2018,4
228.89,54,2018,7
228.7,54,2018,10
229.42,54,2019,1
232.65,54,2019,4
234.58,54,2019,7
237.55,54,2019,10
239.48,54,2020,1
241.14,54,2020,4
245.72,54,2020,7
249.41,54,2020,10
253.24,54,2021,1
258.88,54,2021,4
227.8,55,2000,1
228.98,55,2000,4
232.35,55,2000,7
235.18,55,2000,10
238.75,55,2001,1
241.99,55,2001,4
245.19,55,2001,7
247.04,55,2001,10
251.1,55,2002,1
254.58,55,2002,4
257.24,55,2002,7
259.11,55,2002,10
261.79,55,2003,1
264.12,55,2003,4
268.11,55,2003,7
276.92,55,2003,10
279.06,55,2004,1
284.73,55,2004,4
295.24,55,2004,7
298.69,55,2004,10
304.16,55,2005,1
309.59,55,2005,4
315.6,55,2005,7
318.62,55,2005,10
321.07,55,2006,1
320.72,55,2006,4
322.21,55,2006,7
326.15,55,2006,10
327.51,55,2007,1
326.92,55,2007,4
325.24,55,2007,7
326.94,55,2007,10
327.72,55,2008,1
322.82,55,2008,4
317.11,55,2008,7
317.77,55,2008,10
319.28,55,2009,1
314.48,55,2009,4
307.48,55,2009,7
306.58,55,2009,10
302.65,55,2010,1
300.93,55,2010,4
304.09,55,2010,7
302.15,55,2010,10
295.5,55,2011,1
290.57,55,2011,4
293.27,55,2011,7
294.35,55,2011,10
291.59,55,2012,1
289.19,55,2012,4
291.91,55,2012,7
291.92,55,2012,10
290.96,55,2013,1
290.85,55,2013,4
291.08,55,2013,7
289.95,55,2013,10
289.37,55,2014,1
293.95,55,2014,4
297.11,55,2014,7
298.61,55,2014,10
300.59,55,2015,1
303.73,55,2015,4
306.24,55,2015,7
308.11,55,2015,10
310.95,55,2016,1
315.35,55,2016,4
319.53,55,2016,7
321.64,55,2016,10
324.72,55,2017,1
332.51,55,2017,4
336.76,55,2017,7
337.2,55,2017,10
342.14,55,2018,1
350.6,55,2018,4
354.89,55,2018,7
356.21,55,2018,10
359.79,55,2019,1
366.18,55,2019,4
370.89,55,2019,7
373.16,55,2019,10
376.27,55,2020,1
378.9,55,2020,4
386.44,55,2020,7
394.15,55,2020,10
398.87,55,2021,1
420.06,55,2021,4
150.2,56,2000,1
151.74,56,2000,4
153.24,56,2000,7
156.62,56,2000,10
157.7,56,2001,1
160.72,56,2001,4
163.15,56,2001,7
165.2,56,2001,10
168.38,56,2002,1
170.72,56,2002,4
173.75,56,2002,7
175.54,56,2002,10
177.58,56,2003,1
181.54,56,2003,4
184.02,56,2003,7
187.5,56,2003,10
191.25,56,2004,1
196.32,56,2004,4
203.62,56,2004,7
207.47,56,2004,10
211.93,56,2005,1
218.41,56,2005,4
226.6,56,2005,7
232.74,56,2005,10
239.24,56,2006,1
246.91,56,2006,4
254.96,56,2006,7
261.66,56,2006,10
267.74,56,2007,1
274.84,56,2007,4
278.38,56,2007,7
279.91,56,2007,10
281.46,56,2008,1
282.22,56,2008,4
280.33,56,2008,7
280.16,56,2008,10
280.26,56,2009,1
279.83,56,2009,4
273.06,56,2009,7
270.77,56,2009,10
266.5,56,2010,1
267.58,56,2010,4
267.36,56,2010,7
267.63,56,2010,10
263.92,56,2011,1
261.1,56,2011,4
264.56,56,2011,7
264.52,56,2011,10
265.1,56,2012,1
265.64,56,2012,4
267.73,56,2012,7
270.0,56,2012,10
271.01,56,2013,1
273.54,56,2013,4
273.68,56,2013,7
274.58,56,2013,10
277.77,56,2014,1
279.27,56,2014,4
283.62,56,2014,7
285.45,56,2014,10
288.11,56,2015,1
289.34,56,2015,4
295.69,56,2015,7
294.57,56,2015,10
294.27,56,2016,1
297.48,56,2016,4
300.0,56,2016,7
300.05,56,2016,10
298.32,56,2017,1
301.72,56,2017,4
302.45,56,2017,7
306.1,56,2017,10
311.38,56,2018,1
309.81,56,2018,4
315.09,56,2018,7
317.38,56,2018,10
316.78,56,2019,1
325.31,56,2019,4
330.08,56,2019,7
334.2,56,2019,10
337.57,56,2020,1
339.72,56,2020,4
344.74,56,2020,7
351.34,56,2020,10
356.87,56,2021,1
371.11,56,2021,4
