geoName,Real Estate,year
Indiana,35,2010-07-31
Iowa,48,2010-07-31
Kansas,69,2010-07-31
Kentucky,57,2010-07-31
Louisiana,60,2010-07-31
Maine,50,2010-07-31
Maryland,59,2010-07-31
Massachusetts,54,2010-07-31
Michigan,58,2010-07-31
Minnesota,55,2010-07-31
Mississippi,55,2010-07-31
Missouri,68,2010-07-31
Montana,98,2010-07-31
Nebraska,61,2010-07-31
Nevada,56,2010-07-31
New Hampshire,69,2010-07-31
New Jersey,57,2010-07-31
New Mexico,66,2010-07-31
New York,65,2010-07-31
North Carolina,53,2010-07-31
North Dakota,88,2010-07-31
Ohio,45,2010-07-31
Oklahoma,58,2010-07-31
Oregon,75,2010-07-31
Pennsylvania,73,2010-07-31
Rhode Island,60,2010-07-31
South Carolina,76,2010-07-31
South Dakota,72,2010-07-31
Tennessee,53,2010-07-31
Texas,41,2010-07-31
Utah,74,2010-07-31
Vermont,44,2010-07-31
Virginia,26,2010-07-31
Washington,65,2010-07-31
West Virginia,44,2010-07-31
Wisconsin,41,2010-07-31
Wyoming,86,2010-07-31
Alabama,51,2010-08-31
Alaska,27,2010-08-31
Arizona,47,2010-08-31
Arkansas,67,2010-08-31
California,24,2010-08-31
Colorado,50,2010-08-31
Connecticut,72,2010-08-31
Delaware,15,2010-08-31
District of Columbia,42,2010-08-31
Florida,36,2010-08-31
Georgia,38,2010-08-31
Hawaii,46,2010-08-31
Idaho,80,2010-08-31
Illinois,41,2010-08-31
Indiana,29,2010-08-31
Iowa,36,2010-08-31
Kansas,46,2010-08-31
Kentucky,36,2010-08-31
Louisiana,54,2010-08-31
Maine,48,2010-08-31
Maryland,42,2010-08-31
Massachusetts,43,2010-08-31
Michigan,38,2010-08-31
Minnesota,35,2010-08-31
Mississippi,25,2010-08-31
Missouri,50,2010-08-31
Montana,100,2010-08-31
Nebraska,58,2010-08-31
Nevada,35,2010-08-31
New Hampshire,52,2010-08-31
New Jersey,47,2010-08-31
New Mexico,28,2010-08-31
New York,51,2010-08-31
North Carolina,45,2010-08-31
North Dakota,52,2010-08-31
Ohio,38,2010-08-31
Oklahoma,49,2010-08-31
Oregon,64,2010-08-31
Pennsylvania,44,2010-08-31
Rhode Island,47,2010-08-31
South Carolina,48,2010-08-31
South Dakota,50,2010-08-31
Tennessee,32,2010-08-31
Texas,30,2010-08-31
Utah,59,2010-08-31
Vermont,46,2010-08-31
Virginia,18,2010-08-31
Washington,53,2010-08-31
West Virginia,21,2010-08-31
Wisconsin,34,2010-08-31
Wyoming,59,2010-08-31
Alabama,26,2010-09-30
Alaska,44,2010-09-30
Arizona,36,2010-09-30
Arkansas,50,2010-09-30
California,18,2010-09-30
Colorado,37,2010-09-30
Connecticut,32,2010-09-30
Delaware,29,2010-09-30
District of Columbia,31,2010-09-30
Florida,28,2010-09-30
Georgia,24,2010-09-30
Hawaii,34,2010-09-30
Idaho,34,2010-09-30
Illinois,30,2010-09-30
Indiana,23,2010-09-30
Iowa,24,2010-09-30
Kansas,41,2010-09-30
Kentucky,26,2010-09-30
Louisiana,25,2010-09-30
Maine,24,2010-09-30
Maryland,28,2010-09-30
Massachusetts,29,2010-09-30
Michigan,29,2010-09-30
Minnesota,30,2010-09-30
Mississippi,13,2010-09-30
Missouri,30,2010-09-30
Montana,100,2010-09-30
Nebraska,46,2010-09-30
Nevada,27,2010-09-30
New Hampshire,30,2010-09-30
New Jersey,31,2010-09-30
New Mexico,37,2010-09-30
New York,37,2010-09-30
North Carolina,36,2010-09-30
North Dakota,31,2010-09-30
Ohio,27,2010-09-30
Oklahoma,23,2010-09-30
Oregon,36,2010-09-30
Pennsylvania,28,2010-09-30
Rhode Island,24,2010-09-30
South Carolina,36,2010-09-30
South Dakota,37,2010-09-30
Tennessee,26,2010-09-30
Texas,21,2010-09-30
Utah,41,2010-09-30
Vermont,25,2010-09-30
Virginia,15,2010-09-30
Washington,36,2010-09-30
West Virginia,30,2010-09-30
Wisconsin,25,2010-09-30
Wyoming,49,2010-09-30
Alabama,39,2010-10-31
Alaska,58,2010-10-31
Arizona,43,2010-10-31
Arkansas,55,2010-10-31
California,22,2010-10-31
Colorado,41,2010-10-31
Connecticut,50,2010-10-31
Delaware,26,2010-10-31
District of Columbia,39,2010-10-31
Florida,31,2010-10-31
Georgia,32,2010-10-31
Hawaii,61,2010-10-31
Idaho,30,2010-10-31
Illinois,34,2010-10-31
Indiana,24,2010-10-31
Iowa,19,2010-10-31
Kansas,47,2010-10-31
Kentucky,28,2010-10-31
Louisiana,49,2010-10-31
Maine,43,2010-10-31
Maryland,39,2010-10-31
Massachusetts,35,2010-10-31
Michigan,30,2010-10-31
Minnesota,37,2010-10-31
Mississippi,32,2010-10-31
Missouri,40,2010-10-31
Montana,100,2010-10-31
Nebraska,45,2010-10-31
Nevada,54,2010-10-31
New Hampshire,42,2010-10-31
New Jersey,42,2010-10-31
New Mexico,47,2010-10-31
New York,44,2010-10-31
North Carolina,37,2010-10-31
North Dakota,52,2010-10-31
Ohio,30,2010-10-31
Oklahoma,32,2010-10-31
Oregon,44,2010-10-31
Pennsylvania,39,2010-10-31
Rhode Island,37,2010-10-31
South Carolina,44,2010-10-31
South Dakota,45,2010-10-31
Tennessee,40,2010-10-31
Texas,27,2010-10-31
Utah,45,2010-10-31
Vermont,31,2010-10-31
Virginia,17,2010-10-31
Washington,40,2010-10-31
West Virginia,24,2010-10-31
Wisconsin,32,2010-10-31
Wyoming,53,2010-10-31
Alabama,37,2010-11-30
Alaska,88,2010-11-30
Arizona,55,2010-11-30
Arkansas,75,2010-11-30
California,27,2010-11-30
Colorado,54,2010-11-30
Connecticut,57,2010-11-30
Delaware,45,2010-11-30
District of Columbia,47,2010-11-30
Florida,43,2010-11-30
Georgia,33,2010-11-30
Hawaii,63,2010-11-30
Idaho,81,2010-11-30
Illinois,43,2010-11-30
Indiana,25,2010-11-30
Iowa,36,2010-11-30
Kansas,62,2010-11-30
Kentucky,34,2010-11-30
Louisiana,44,2010-11-30
Maine,57,2010-11-30
Maryland,42,2010-11-30
Massachusetts,45,2010-11-30
Michigan,50,2010-11-30
Minnesota,40,2010-11-30
Mississippi,29,2010-11-30
Missouri,54,2010-11-30
Montana,100,2010-11-30
Nebraska,35,2010-11-30
Nevada,72,2010-11-30
New Hampshire,51,2010-11-30
New Jersey,49,2010-11-30
New Mexico,28,2010-11-30
New York,51,2010-11-30
North Carolina,43,2010-11-30
North Dakota,70,2010-11-30
Ohio,41,2010-11-30
Oklahoma,39,2010-11-30
Oregon,52,2010-11-30
Pennsylvania,49,2010-11-30
Rhode Island,37,2010-11-30
South Carolina,52,2010-11-30
South Dakota,56,2010-11-30
Tennessee,48,2010-11-30
Texas,35,2010-11-30
Utah,67,2010-11-30
Vermont,44,2010-11-30
Virginia,18,2010-11-30
Washington,47,2010-11-30
West Virginia,31,2010-11-30
Wisconsin,37,2010-11-30
Wyoming,61,2010-11-30
Alabama,37,2010-12-31
Alaska,39,2010-12-31
Arizona,27,2010-12-31
Arkansas,47,2010-12-31
California,24,2010-12-31
Colorado,30,2010-12-31
Connecticut,43,2010-12-31
Delaware,23,2010-12-31
District of Columbia,23,2010-12-31
Florida,26,2010-12-31
Georgia,24,2010-12-31
Hawaii,42,2010-12-31
Idaho,54,2010-12-31
Illinois,22,2010-12-31
Indiana,15,2010-12-31
Iowa,22,2010-12-31
Kansas,29,2010-12-31
Kentucky,25,2010-12-31
Louisiana,33,2010-12-31
Maine,35,2010-12-31
Maryland,27,2010-12-31
Massachusetts,34,2010-12-31
Michigan,26,2010-12-31
Minnesota,24,2010-12-31
Mississippi,18,2010-12-31
Missouri,38,2010-12-31
Montana,74,2010-12-31
Nebraska,38,2010-12-31
Nevada,36,2010-12-31
New Hampshire,33,2010-12-31
New Jersey,26,2010-12-31
New Mexico,35,2010-12-31
New York,28,2010-12-31
North Carolina,30,2010-12-31
North Dakota,35,2010-12-31
Ohio,28,2010-12-31
Oklahoma,24,2010-12-31
Oregon,34,2010-12-31
Pennsylvania,31,2010-12-31
Rhode Island,26,2010-12-31
South Carolina,36,2010-12-31
South Dakota,21,2010-12-31
Tennessee,29,2010-12-31
Texas,22,2010-12-31
Utah,44,2010-12-31
Vermont,46,2010-12-31
Virginia,28,2010-12-31
Washington,35,2010-12-31
West Virginia,19,2010-12-31
Wisconsin,20,2010-12-31
Wyoming,100,2010-12-31
Alabama,38,2011-01-31
Alaska,44,2011-01-31
Arizona,35,2011-01-31
Arkansas,46,2011-01-31
California,26,2011-01-31
Colorado,29,2011-01-31
Connecticut,51,2011-01-31
Delaware,33,2011-01-31
District of Columbia,25,2011-01-31
Florida,30,2011-01-31
Georgia,25,2011-01-31
Hawaii,54,2011-01-31
Idaho,70,2011-01-31
Illinois,26,2011-01-31
Indiana,23,2011-01-31
Iowa,23,2011-01-31
Kansas,39,2011-01-31
Kentucky,29,2011-01-31
Louisiana,28,2011-01-31
Maine,36,2011-01-31
Maryland,32,2011-01-31
Massachusetts,31,2011-01-31
Michigan,28,2011-01-31
Minnesota,32,2011-01-31
Mississippi,38,2011-01-31
Missouri,35,2011-01-31
Montana,64,2011-01-31
Nebraska,37,2011-01-31
Nevada,33,2011-01-31
New Hampshire,32,2011-01-31
New Jersey,31,2011-01-31
New Mexico,31,2011-01-31
New York,32,2011-01-31
North Carolina,32,2011-01-31
North Dakota,47,2011-01-31
Ohio,28,2011-01-31
Oklahoma,35,2011-01-31
Oregon,34,2011-01-31
Pennsylvania,32,2011-01-31
Rhode Island,15,2011-01-31
South Carolina,42,2011-01-31
South Dakota,39,2011-01-31
Tennessee,33,2011-01-31
Texas,20,2011-01-31
Utah,52,2011-01-31
Vermont,53,2011-01-31
Virginia,34,2011-01-31
Washington,42,2011-01-31
West Virginia,20,2011-01-31
Wisconsin,18,2011-01-31
Wyoming,100,2011-01-31
Alabama,45,2011-02-28
Alaska,36,2011-02-28
Arizona,36,2011-02-28
Arkansas,54,2011-02-28
California,28,2011-02-28
Colorado,31,2011-02-28
Connecticut,56,2011-02-28
Delaware,34,2011-02-28
District of Columbia,37,2011-02-28
Florida,31,2011-02-28
Georgia,27,2011-02-28
Hawaii,55,2011-02-28
Idaho,65,2011-02-28
Illinois,30,2011-02-28
Indiana,24,2011-02-28
Iowa,20,2011-02-28
Kansas,42,2011-02-28
Kentucky,25,2011-02-28
Louisiana,42,2011-02-28
Maine,30,2011-02-28
Maryland,37,2011-02-28
Massachusetts,37,2011-02-28
Michigan,34,2011-02-28
Minnesota,31,2011-02-28
Mississippi,40,2011-02-28
Missouri,41,2011-02-28
Montana,93,2011-02-28
Nebraska,46,2011-02-28
Nevada,31,2011-02-28
New Hampshire,43,2011-02-28
New Jersey,34,2011-02-28
New Mexico,39,2011-02-28
New York,34,2011-02-28
North Carolina,36,2011-02-28
North Dakota,51,2011-02-28
Ohio,31,2011-02-28
Oklahoma,42,2011-02-28
Oregon,43,2011-02-28
Pennsylvania,33,2011-02-28
Rhode Island,30,2011-02-28
South Carolina,43,2011-02-28
South Dakota,40,2011-02-28
Tennessee,30,2011-02-28
Texas,25,2011-02-28
Utah,41,2011-02-28
Vermont,73,2011-02-28
Virginia,36,2011-02-28
Washington,40,2011-02-28
West Virginia,34,2011-02-28
Wisconsin,32,2011-02-28
Wyoming,100,2011-02-28
Alabama,35,2011-03-31
Alaska,40,2011-03-31
Arizona,31,2011-03-31
Arkansas,61,2011-03-31
California,26,2011-03-31
Colorado,30,2011-03-31
Connecticut,46,2011-03-31
Delaware,38,2011-03-31
District of Columbia,29,2011-03-31
Florida,29,2011-03-31
Georgia,26,2011-03-31
Hawaii,34,2011-03-31
Idaho,59,2011-03-31
Illinois,29,2011-03-31
Indiana,24,2011-03-31
Iowa,29,2011-03-31
Kansas,36,2011-03-31
Kentucky,25,2011-03-31
Louisiana,32,2011-03-31
Maine,32,2011-03-31
Maryland,36,2011-03-31
Massachusetts,33,2011-03-31
Michigan,29,2011-03-31
Minnesota,29,2011-03-31
Mississippi,39,2011-03-31
Missouri,40,2011-03-31
Montana,62,2011-03-31
Nebraska,39,2011-03-31
Nevada,26,2011-03-31
New Hampshire,42,2011-03-31
New Jersey,29,2011-03-31
New Mexico,27,2011-03-31
New York,32,2011-03-31
North Carolina,32,2011-03-31
North Dakota,64,2011-03-31
Ohio,30,2011-03-31
Oklahoma,30,2011-03-31
Oregon,43,2011-03-31
Pennsylvania,33,2011-03-31
Rhode Island,28,2011-03-31
South Carolina,38,2011-03-31
South Dakota,41,2011-03-31
Tennessee,37,2011-03-31
Texas,22,2011-03-31
Utah,43,2011-03-31
Vermont,62,2011-03-31
Virginia,37,2011-03-31
Washington,40,2011-03-31
West Virginia,34,2011-03-31
Wisconsin,26,2011-03-31
Wyoming,100,2011-03-31
Alabama,42,2011-04-30
Alaska,40,2011-04-30
Arizona,28,2011-04-30
Arkansas,43,2011-04-30
California,23,2011-04-30
Colorado,34,2011-04-30
Connecticut,44,2011-04-30
Delaware,32,2011-04-30
District of Columbia,26,2011-04-30
Florida,24,2011-04-30
Georgia,21,2011-04-30
Hawaii,37,2011-04-30
Idaho,56,2011-04-30
Illinois,24,2011-04-30
Indiana,14,2011-04-30
Iowa,24,2011-04-30
Kansas,35,2011-04-30
Kentucky,30,2011-04-30
Louisiana,37,2011-04-30
Maine,48,2011-04-30
Maryland,28,2011-04-30
Massachusetts,28,2011-04-30
Michigan,27,2011-04-30
Minnesota,27,2011-04-30
Mississippi,38,2011-04-30
Missouri,33,2011-04-30
Montana,86,2011-04-30
Nebraska,34,2011-04-30
Nevada,32,2011-04-30
New Hampshire,24,2011-04-30
New Jersey,27,2011-04-30
New Mexico,31,2011-04-30
New York,28,2011-04-30
North Carolina,31,2011-04-30
North Dakota,42,2011-04-30
Ohio,22,2011-04-30
Oklahoma,31,2011-04-30
Oregon,42,2011-04-30
Pennsylvania,33,2011-04-30
Rhode Island,25,2011-04-30
South Carolina,42,2011-04-30
South Dakota,36,2011-04-30
Tennessee,31,2011-04-30
Texas,21,2011-04-30
Utah,55,2011-04-30
Vermont,69,2011-04-30
Virginia,33,2011-04-30
Washington,34,2011-04-30
West Virginia,28,2011-04-30
Wisconsin,24,2011-04-30
Wyoming,100,2011-04-30
Alabama,44,2011-05-31
Alaska,33,2011-05-31
Arizona,31,2011-05-31
Arkansas,44,2011-05-31
California,23,2011-05-31
Colorado,29,2011-05-31
Connecticut,39,2011-05-31
Delaware,30,2011-05-31
District of Columbia,24,2011-05-31
Florida,25,2011-05-31
Georgia,23,2011-05-31
Hawaii,29,2011-05-31
Idaho,59,2011-05-31
Illinois,22,2011-05-31
Indiana,19,2011-05-31
Iowa,22,2011-05-31
Kansas,38,2011-05-31
Kentucky,24,2011-05-31
Louisiana,36,2011-05-31
Maine,32,2011-05-31
Maryland,28,2011-05-31
Massachusetts,31,2011-05-31
Michigan,28,2011-05-31
Minnesota,25,2011-05-31
Mississippi,34,2011-05-31
Missouri,35,2011-05-31
Montana,100,2011-05-31
Nebraska,39,2011-05-31
Nevada,22,2011-05-31
New Hampshire,37,2011-05-31
New Jersey,30,2011-05-31
New Mexico,33,2011-05-31
New York,29,2011-05-31
North Carolina,34,2011-05-31
North Dakota,50,2011-05-31
Ohio,24,2011-05-31
Oklahoma,34,2011-05-31
Oregon,38,2011-05-31
Pennsylvania,32,2011-05-31
Rhode Island,14,2011-05-31
South Carolina,35,2011-05-31
South Dakota,34,2011-05-31
Tennessee,28,2011-05-31
Texas,21,2011-05-31
Utah,53,2011-05-31
Vermont,91,2011-05-31
Virginia,35,2011-05-31
Washington,28,2011-05-31
West Virginia,30,2011-05-31
Wisconsin,23,2011-05-31
Wyoming,63,2011-05-31
Alabama,41,2011-06-30
Alaska,32,2011-06-30
Arizona,30,2011-06-30
Arkansas,50,2011-06-30
California,24,2011-06-30
Colorado,31,2011-06-30
Connecticut,49,2011-06-30
Delaware,28,2011-06-30
District of Columbia,28,2011-06-30
Florida,26,2011-06-30
Georgia,23,2011-06-30
Hawaii,41,2011-06-30
Idaho,62,2011-06-30
Illinois,25,2011-06-30
Indiana,19,2011-06-30
Iowa,22,2011-06-30
Kansas,41,2011-06-30
Kentucky,25,2011-06-30
Louisiana,38,2011-06-30
Maine,40,2011-06-30
Maryland,28,2011-06-30
Massachusetts,32,2011-06-30
Michigan,32,2011-06-30
Minnesota,26,2011-06-30
Mississippi,40,2011-06-30
Missouri,36,2011-06-30
Montana,100,2011-06-30
Nebraska,50,2011-06-30
Nevada,25,2011-06-30
New Hampshire,36,2011-06-30
New Jersey,31,2011-06-30
New Mexico,40,2011-06-30
New York,31,2011-06-30
North Carolina,30,2011-06-30
North Dakota,60,2011-06-30
Ohio,29,2011-06-30
Oklahoma,27,2011-06-30
Oregon,36,2011-06-30
Pennsylvania,34,2011-06-30
Rhode Island,38,2011-06-30
South Carolina,35,2011-06-30
South Dakota,37,2011-06-30
Tennessee,34,2011-06-30
Texas,22,2011-06-30
Utah,39,2011-06-30
Vermont,68,2011-06-30
Virginia,38,2011-06-30
Washington,31,2011-06-30
West Virginia,34,2011-06-30
Wisconsin,28,2011-06-30
Wyoming,91,2011-06-30
Alabama,38,2011-07-31
Alaska,33,2011-07-31
Arizona,32,2011-07-31
Arkansas,63,2011-07-31
California,28,2011-07-31
Colorado,30,2011-07-31
Connecticut,44,2011-07-31
Delaware,25,2011-07-31
District of Columbia,30,2011-07-31
Florida,25,2011-07-31
Georgia,24,2011-07-31
Hawaii,41,2011-07-31
Idaho,56,2011-07-31
Illinois,27,2011-07-31
Indiana,23,2011-07-31
Iowa,22,2011-07-31
Kansas,40,2011-07-31
Kentucky,29,2011-07-31
Louisiana,39,2011-07-31
Maine,36,2011-07-31
Maryland,34,2011-07-31
Massachusetts,35,2011-07-31
Michigan,31,2011-07-31
Minnesota,27,2011-07-31
Mississippi,33,2011-07-31
Missouri,41,2011-07-31
Montana,100,2011-07-31
Nebraska,37,2011-07-31
Nevada,33,2011-07-31
New Hampshire,26,2011-07-31
New Jersey,30,2011-07-31
New Mexico,35,2011-07-31
New York,32,2011-07-31
North Carolina,33,2011-07-31
North Dakota,71,2011-07-31
Ohio,26,2011-07-31
Oklahoma,36,2011-07-31
Oregon,43,2011-07-31
Pennsylvania,37,2011-07-31
Rhode Island,21,2011-07-31
South Carolina,34,2011-07-31
South Dakota,27,2011-07-31
Tennessee,37,2011-07-31
Texas,25,2011-07-31
Utah,46,2011-07-31
Vermont,76,2011-07-31
Virginia,36,2011-07-31
Washington,38,2011-07-31
West Virginia,23,2011-07-31
Wisconsin,27,2011-07-31
Wyoming,64,2011-07-31
Alabama,52,2011-08-31
Alaska,50,2011-08-31
Arizona,32,2011-08-31
Arkansas,64,2011-08-31
California,31,2011-08-31
Colorado,40,2011-08-31
Connecticut,46,2011-08-31
Delaware,48,2011-08-31
District of Columbia,33,2011-08-31
Florida,28,2011-08-31
Georgia,28,2011-08-31
Hawaii,39,2011-08-31
Idaho,46,2011-08-31
Illinois,28,2011-08-31
Indiana,26,2011-08-31
Iowa,38,2011-08-31
Kansas,35,2011-08-31
Kentucky,28,2011-08-31
Louisiana,37,2011-08-31
Maine,39,2011-08-31
Maryland,33,2011-08-31
Massachusetts,38,2011-08-31
Michigan,34,2011-08-31
Minnesota,34,2011-08-31
Mississippi,32,2011-08-31
Missouri,40,2011-08-31
Montana,82,2011-08-31
Nebraska,47,2011-08-31
Nevada,26,2011-08-31
New Hampshire,29,2011-08-31
New Jersey,36,2011-08-31
New Mexico,38,2011-08-31
New York,36,2011-08-31
North Carolina,32,2011-08-31
North Dakota,62,2011-08-31
Ohio,25,2011-08-31
Oklahoma,44,2011-08-31
Oregon,40,2011-08-31
Pennsylvania,31,2011-08-31
Rhode Island,39,2011-08-31
South Carolina,40,2011-08-31
South Dakota,29,2011-08-31
Tennessee,36,2011-08-31
Texas,26,2011-08-31
Utah,56,2011-08-31
Vermont,88,2011-08-31
Virginia,36,2011-08-31
Washington,38,2011-08-31
West Virginia,17,2011-08-31
Wisconsin,29,2011-08-31
Wyoming,100,2011-08-31
Alabama,34,2011-09-30
Alaska,47,2011-09-30
Arizona,40,2011-09-30
Arkansas,54,2011-09-30
California,31,2011-09-30
Colorado,36,2011-09-30
Connecticut,54,2011-09-30
Delaware,43,2011-09-30
District of Columbia,32,2011-09-30
Florida,31,2011-09-30
Georgia,25,2011-09-30
Hawaii,60,2011-09-30
Idaho,71,2011-09-30
Illinois,29,2011-09-30
Indiana,25,2011-09-30
Iowa,31,2011-09-30
Kansas,43,2011-09-30
Kentucky,30,2011-09-30
Louisiana,34,2011-09-30
Maine,33,2011-09-30
Maryland,33,2011-09-30
Massachusetts,36,2011-09-30
Michigan,35,2011-09-30
Minnesota,36,2011-09-30
Mississippi,34,2011-09-30
Missouri,45,2011-09-30
Montana,77,2011-09-30
Nebraska,40,2011-09-30
Nevada,33,2011-09-30
New Hampshire,36,2011-09-30
New Jersey,31,2011-09-30
New Mexico,45,2011-09-30
New York,38,2011-09-30
North Carolina,35,2011-09-30
North Dakota,66,2011-09-30
Ohio,25,2011-09-30
Oklahoma,40,2011-09-30
Oregon,48,2011-09-30
Pennsylvania,32,2011-09-30
Rhode Island,29,2011-09-30
South Carolina,39,2011-09-30
South Dakota,18,2011-09-30
Tennessee,33,2011-09-30
Texas,24,2011-09-30
Utah,52,2011-09-30
Vermont,100,2011-09-30
Virginia,39,2011-09-30
Washington,39,2011-09-30
West Virginia,35,2011-09-30
Wisconsin,26,2011-09-30
Wyoming,70,2011-09-30
Alabama,31,2011-10-31
Alaska,40,2011-10-31
Arizona,33,2011-10-31
Arkansas,45,2011-10-31
California,30,2011-10-31
Colorado,33,2011-10-31
Connecticut,39,2011-10-31
Delaware,36,2011-10-31
District of Columbia,25,2011-10-31
Florida,32,2011-10-31
Georgia,22,2011-10-31
Hawaii,44,2011-10-31
Idaho,44,2011-10-31
Illinois,26,2011-10-31
Indiana,20,2011-10-31
Iowa,24,2011-10-31
Kansas,38,2011-10-31
Kentucky,27,2011-10-31
Louisiana,39,2011-10-31
Maine,40,2011-10-31
Maryland,29,2011-10-31
Massachusetts,31,2011-10-31
Michigan,31,2011-10-31
Minnesota,33,2011-10-31
Mississippi,24,2011-10-31
Missouri,35,2011-10-31
Montana,100,2011-10-31
Nebraska,34,2011-10-31
Nevada,35,2011-10-31
New Hampshire,39,2011-10-31
New Jersey,29,2011-10-31
New Mexico,37,2011-10-31
New York,36,2011-10-31
North Carolina,34,2011-10-31
North Dakota,55,2011-10-31
Ohio,28,2011-10-31
Oklahoma,38,2011-10-31
Oregon,42,2011-10-31
Pennsylvania,33,2011-10-31
Rhode Island,26,2011-10-31
South Carolina,39,2011-10-31
South Dakota,24,2011-10-31
Tennessee,32,2011-10-31
Texas,24,2011-10-31
Utah,51,2011-10-31
Vermont,63,2011-10-31
Virginia,40,2011-10-31
Washington,39,2011-10-31
West Virginia,15,2011-10-31
Wisconsin,33,2011-10-31
Wyoming,90,2011-10-31
Alabama,32,2011-11-30
Alaska,34,2011-11-30
Arizona,34,2011-11-30
Arkansas,49,2011-11-30
California,26,2011-11-30
Colorado,32,2011-11-30
Connecticut,41,2011-11-30
Delaware,18,2011-11-30
District of Columbia,25,2011-11-30
Florida,26,2011-11-30
Georgia,23,2011-11-30
Hawaii,46,2011-11-30
Idaho,52,2011-11-30
Illinois,23,2011-11-30
Indiana,18,2011-11-30
Iowa,18,2011-11-30
Kansas,27,2011-11-30
Kentucky,23,2011-11-30
Louisiana,28,2011-11-30
Maine,21,2011-11-30
Maryland,29,2011-11-30
Massachusetts,31,2011-11-30
Michigan,29,2011-11-30
Minnesota,30,2011-11-30
Mississippi,23,2011-11-30
Missouri,36,2011-11-30
Montana,64,2011-11-30
Nebraska,30,2011-11-30
Nevada,27,2011-11-30
New Hampshire,46,2011-11-30
New Jersey,25,2011-11-30
New Mexico,48,2011-11-30
New York,30,2011-11-30
North Carolina,31,2011-11-30
North Dakota,65,2011-11-30
Ohio,21,2011-11-30
Oklahoma,27,2011-11-30
Oregon,35,2011-11-30
Pennsylvania,34,2011-11-30
Rhode Island,14,2011-11-30
South Carolina,35,2011-11-30
South Dakota,26,2011-11-30
Tennessee,35,2011-11-30
Texas,21,2011-11-30
Utah,43,2011-11-30
Vermont,57,2011-11-30
Virginia,38,2011-11-30
Washington,34,2011-11-30
West Virginia,18,2011-11-30
Wisconsin,28,2011-11-30
Wyoming,100,2011-11-30
Alabama,53,2011-12-31
Alaska,55,2011-12-31
Arizona,41,2011-12-31
Arkansas,58,2011-12-31
California,29,2011-12-31
Colorado,41,2011-12-31
Connecticut,55,2011-12-31
Delaware,27,2011-12-31
District of Columbia,32,2011-12-31
Florida,35,2011-12-31
Georgia,26,2011-12-31
Hawaii,42,2011-12-31
Idaho,68,2011-12-31
Illinois,29,2011-12-31
Indiana,22,2011-12-31
Iowa,34,2011-12-31
Kansas,59,2011-12-31
Kentucky,29,2011-12-31
Louisiana,43,2011-12-31
Maine,34,2011-12-31
Maryland,33,2011-12-31
Massachusetts,41,2011-12-31
Michigan,38,2011-12-31
Minnesota,35,2011-12-31
Mississippi,43,2011-12-31
Missouri,43,2011-12-31
Montana,100,2011-12-31
Nebraska,47,2011-12-31
Nevada,35,2011-12-31
New Hampshire,40,2011-12-31
New Jersey,36,2011-12-31
New Mexico,42,2011-12-31
New York,41,2011-12-31
North Carolina,36,2011-12-31
North Dakota,84,2011-12-31
Ohio,30,2011-12-31
Oklahoma,48,2011-12-31
Oregon,51,2011-12-31
Pennsylvania,37,2011-12-31
Rhode Island,45,2011-12-31
South Carolina,42,2011-12-31
South Dakota,28,2011-12-31
Tennessee,41,2011-12-31
Texas,27,2011-12-31
Utah,56,2011-12-31
Vermont,97,2011-12-31
Virginia,39,2011-12-31
Washington,37,2011-12-31
West Virginia,25,2011-12-31
Wisconsin,30,2011-12-31
Wyoming,87,2011-12-31
Alabama,39,2012-01-31
Alaska,32,2012-01-31
Arizona,37,2012-01-31
Arkansas,55,2012-01-31
California,30,2012-01-31
Colorado,35,2012-01-31
Connecticut,51,2012-01-31
Delaware,29,2012-01-31
District of Columbia,28,2012-01-31
Florida,28,2012-01-31
Georgia,26,2012-01-31
Hawaii,58,2012-01-31
Idaho,75,2012-01-31
Illinois,28,2012-01-31
Indiana,21,2012-01-31
Iowa,21,2012-01-31
Kansas,39,2012-01-31
Kentucky,25,2012-01-31
Louisiana,28,2012-01-31
Maine,32,2012-01-31
Maryland,34,2012-01-31
Massachusetts,37,2012-01-31
Michigan,32,2012-01-31
Minnesota,30,2012-01-31
Mississippi,32,2012-01-31
Missouri,35,2012-01-31
Montana,100,2012-01-31
