geoName,Real Estate,year
Arkansas,66,2013-04-30
California,27,2013-04-30
Colorado,36,2013-04-30
Connecticut,51,2013-04-30
Delaware,31,2013-04-30
District of Columbia,28,2013-04-30
Florida,26,2013-04-30
Georgia,23,2013-04-30
Hawaii,42,2013-04-30
Idaho,74,2013-04-30
Illinois,26,2013-04-30
Indiana,20,2013-04-30
Iowa,35,2013-04-30
Kansas,45,2013-04-30
Kentucky,30,2013-04-30
Louisiana,38,2013-04-30
Maine,26,2013-04-30
Maryland,26,2013-04-30
Massachusetts,35,2013-04-30
Michigan,31,2013-04-30
Minnesota,37,2013-04-30
Mississippi,29,2013-04-30
Missouri,36,2013-04-30
Montana,100,2013-04-30
Nebraska,58,2013-04-30
Nevada,34,2013-04-30
New Hampshire,44,2013-04-30
New Jersey,27,2013-04-30
New Mexico,39,2013-04-30
New York,36,2013-04-30
North Carolina,34,2013-04-30
North Dakota,61,2013-04-30
Ohio,25,2013-04-30
Oklahoma,29,2013-04-30
Oregon,47,2013-04-30
Pennsylvania,35,2013-04-30
Rhode Island,28,2013-04-30
South Carolina,35,2013-04-30
South Dakota,39,2013-04-30
Tennessee,30,2013-04-30
Texas,23,2013-04-30
Utah,67,2013-04-30
Vermont,99,2013-04-30
Virginia,35,2013-04-30
Washington,41,2013-04-30
West Virginia,27,2013-04-30
Wisconsin,26,2013-04-30
Wyoming,94,2013-04-30
Alabama,30,2013-05-31
Alaska,24,2013-05-31
Arizona,29,2013-05-31
Arkansas,38,2013-05-31
California,22,2013-05-31
Colorado,26,2013-05-31
Connecticut,37,2013-05-31
Delaware,23,2013-05-31
District of Columbia,23,2013-05-31
Florida,19,2013-05-31
Georgia,19,2013-05-31
Hawaii,34,2013-05-31
Idaho,36,2013-05-31
Illinois,19,2013-05-31
Indiana,14,2013-05-31
Iowa,24,2013-05-31
Kansas,35,2013-05-31
Kentucky,19,2013-05-31
Louisiana,36,2013-05-31
Maine,29,2013-05-31
Maryland,21,2013-05-31
Massachusetts,25,2013-05-31
Michigan,26,2013-05-31
Minnesota,26,2013-05-31
Mississippi,26,2013-05-31
Missouri,30,2013-05-31
Montana,79,2013-05-31
Nebraska,34,2013-05-31
Nevada,24,2013-05-31
New Hampshire,35,2013-05-31
New Jersey,23,2013-05-31
New Mexico,26,2013-05-31
New York,26,2013-05-31
North Carolina,28,2013-05-31
North Dakota,44,2013-05-31
Ohio,20,2013-05-31
Oklahoma,23,2013-05-31
Oregon,41,2013-05-31
Pennsylvania,27,2013-05-31
Rhode Island,23,2013-05-31
South Carolina,31,2013-05-31
South Dakota,42,2013-05-31
Tennessee,24,2013-05-31
Texas,20,2013-05-31
Utah,63,2013-05-31
Vermont,100,2013-05-31
Virginia,29,2013-05-31
Washington,30,2013-05-31
West Virginia,17,2013-05-31
Wisconsin,20,2013-05-31
Wyoming,82,2013-05-31
Alabama,38,2013-06-30
Alaska,45,2013-06-30
Arizona,29,2013-06-30
Arkansas,46,2013-06-30
California,24,2013-06-30
Colorado,30,2013-06-30
Connecticut,54,2013-06-30
Delaware,28,2013-06-30
District of Columbia,30,2013-06-30
Florida,25,2013-06-30
Georgia,25,2013-06-30
Hawaii,38,2013-06-30
Idaho,55,2013-06-30
Illinois,25,2013-06-30
Indiana,21,2013-06-30
Iowa,27,2013-06-30
Kansas,37,2013-06-30
Kentucky,26,2013-06-30
Louisiana,31,2013-06-30
Maine,35,2013-06-30
Maryland,30,2013-06-30
Massachusetts,31,2013-06-30
Michigan,25,2013-06-30
Minnesota,29,2013-06-30
Mississippi,21,2013-06-30
Missouri,32,2013-06-30
Montana,100,2013-06-30
Nebraska,35,2013-06-30
Nevada,29,2013-06-30
New Hampshire,31,2013-06-30
New Jersey,26,2013-06-30
New Mexico,38,2013-06-30
New York,33,2013-06-30
North Carolina,32,2013-06-30
North Dakota,50,2013-06-30
Ohio,25,2013-06-30
Oklahoma,34,2013-06-30
Oregon,20,2013-06-30
Pennsylvania,33,2013-06-30
Rhode Island,23,2013-06-30
South Carolina,37,2013-06-30
South Dakota,46,2013-06-30
Tennessee,25,2013-06-30
Texas,24,2013-06-30
Utah,55,2013-06-30
Vermont,63,2013-06-30
Virginia,30,2013-06-30
Washington,32,2013-06-30
West Virginia,20,2013-06-30
Wisconsin,28,2013-06-30
Wyoming,90,2013-06-30
Alabama,28,2013-07-31
Alaska,36,2013-07-31
Arizona,34,2013-07-31
Arkansas,47,2013-07-31
California,24,2013-07-31
Colorado,30,2013-07-31
Connecticut,45,2013-07-31
Delaware,36,2013-07-31
District of Columbia,34,2013-07-31
Florida,25,2013-07-31
Georgia,23,2013-07-31
Hawaii,28,2013-07-31
Idaho,55,2013-07-31
Illinois,23,2013-07-31
Indiana,18,2013-07-31
Iowa,25,2013-07-31
Kansas,28,2013-07-31
Kentucky,25,2013-07-31
Louisiana,30,2013-07-31
Maine,30,2013-07-31
Maryland,31,2013-07-31
Massachusetts,32,2013-07-31
Michigan,27,2013-07-31
Minnesota,27,2013-07-31
Mississippi,23,2013-07-31
Missouri,32,2013-07-31
Montana,88,2013-07-31
Nebraska,31,2013-07-31
Nevada,28,2013-07-31
New Hampshire,32,2013-07-31
New Jersey,26,2013-07-31
New Mexico,24,2013-07-31
New York,30,2013-07-31
North Carolina,28,2013-07-31
North Dakota,56,2013-07-31
Ohio,24,2013-07-31
Oklahoma,32,2013-07-31
Oregon,22,2013-07-31
Pennsylvania,30,2013-07-31
Rhode Island,26,2013-07-31
South Carolina,32,2013-07-31
South Dakota,27,2013-07-31
Tennessee,23,2013-07-31
Texas,22,2013-07-31
Utah,49,2013-07-31
Vermont,100,2013-07-31
Virginia,29,2013-07-31
Washington,34,2013-07-31
West Virginia,27,2013-07-31
Wisconsin,27,2013-07-31
Wyoming,81,2013-07-31
Alabama,28,2013-08-31
Alaska,28,2013-08-31
Arizona,37,2013-08-31
Arkansas,56,2013-08-31
California,28,2013-08-31
Colorado,32,2013-08-31
Connecticut,53,2013-08-31
Delaware,34,2013-08-31
District of Columbia,30,2013-08-31
Florida,25,2013-08-31
Georgia,20,2013-08-31
Hawaii,34,2013-08-31
Idaho,47,2013-08-31
Illinois,24,2013-08-31
Indiana,17,2013-08-31
Iowa,21,2013-08-31
Kansas,26,2013-08-31
Kentucky,25,2013-08-31
Louisiana,35,2013-08-31
Maine,42,2013-08-31
Maryland,28,2013-08-31
Massachusetts,35,2013-08-31
Michigan,30,2013-08-31
Minnesota,31,2013-08-31
Mississippi,25,2013-08-31
Missouri,30,2013-08-31
Montana,100,2013-08-31
Nebraska,37,2013-08-31
Nevada,32,2013-08-31
New Hampshire,38,2013-08-31
New Jersey,28,2013-08-31
New Mexico,40,2013-08-31
New York,36,2013-08-31
North Carolina,30,2013-08-31
North Dakota,57,2013-08-31
Ohio,24,2013-08-31
Oklahoma,26,2013-08-31
Oregon,18,2013-08-31
Pennsylvania,36,2013-08-31
Rhode Island,35,2013-08-31
South Carolina,35,2013-08-31
South Dakota,44,2013-08-31
Tennessee,32,2013-08-31
Texas,22,2013-08-31
Utah,48,2013-08-31
Vermont,72,2013-08-31
Virginia,32,2013-08-31
Washington,35,2013-08-31
West Virginia,19,2013-08-31
Wisconsin,25,2013-08-31
Wyoming,87,2013-08-31
Alabama,27,2013-09-30
Alaska,26,2013-09-30
Arizona,33,2013-09-30
Arkansas,43,2013-09-30
California,24,2013-09-30
Colorado,27,2013-09-30
Connecticut,38,2013-09-30
Delaware,34,2013-09-30
District of Columbia,27,2013-09-30
Florida,25,2013-09-30
Georgia,18,2013-09-30
Hawaii,32,2013-09-30
Idaho,53,2013-09-30
Illinois,23,2013-09-30
Indiana,16,2013-09-30
Iowa,25,2013-09-30
Kansas,29,2013-09-30
Kentucky,18,2013-09-30
Louisiana,31,2013-09-30
Maine,31,2013-09-30
Maryland,25,2013-09-30
Massachusetts,27,2013-09-30
Michigan,24,2013-09-30
Minnesota,25,2013-09-30
Mississippi,18,2013-09-30
Missouri,27,2013-09-30
Montana,70,2013-09-30
Nebraska,32,2013-09-30
Nevada,26,2013-09-30
New Hampshire,28,2013-09-30
New Jersey,24,2013-09-30
New Mexico,29,2013-09-30
New York,29,2013-09-30
North Carolina,25,2013-09-30
North Dakota,40,2013-09-30
Ohio,20,2013-09-30
Oklahoma,25,2013-09-30
Oregon,14,2013-09-30
Pennsylvania,28,2013-09-30
Rhode Island,28,2013-09-30
South Carolina,25,2013-09-30
South Dakota,19,2013-09-30
Tennessee,21,2013-09-30
Texas,19,2013-09-30
Utah,42,2013-09-30
Vermont,74,2013-09-30
Virginia,27,2013-09-30
Washington,31,2013-09-30
West Virginia,26,2013-09-30
Wisconsin,25,2013-09-30
Wyoming,100,2013-09-30
Alabama,33,2013-10-31
Alaska,27,2013-10-31
Arizona,38,2013-10-31
Arkansas,43,2013-10-31
California,29,2013-10-31
Colorado,35,2013-10-31
Connecticut,51,2013-10-31
Delaware,43,2013-10-31
District of Columbia,34,2013-10-31
Florida,31,2013-10-31
Georgia,23,2013-10-31
Hawaii,41,2013-10-31
Idaho,67,2013-10-31
Illinois,23,2013-10-31
Indiana,18,2013-10-31
Iowa,22,2013-10-31
Kansas,28,2013-10-31
Kentucky,25,2013-10-31
Louisiana,35,2013-10-31
Maine,30,2013-10-31
Maryland,28,2013-10-31
Massachusetts,31,2013-10-31
Michigan,32,2013-10-31
Minnesota,28,2013-10-31
Mississippi,18,2013-10-31
Missouri,32,2013-10-31
Montana,100,2013-10-31
Nebraska,39,2013-10-31
Nevada,31,2013-10-31
New Hampshire,29,2013-10-31
New Jersey,27,2013-10-31
New Mexico,40,2013-10-31
New York,34,2013-10-31
North Carolina,32,2013-10-31
North Dakota,48,2013-10-31
Ohio,29,2013-10-31
Oklahoma,26,2013-10-31
Oregon,18,2013-10-31
Pennsylvania,30,2013-10-31
Rhode Island,38,2013-10-31
South Carolina,31,2013-10-31
South Dakota,32,2013-10-31
Tennessee,31,2013-10-31
Texas,23,2013-10-31
Utah,63,2013-10-31
Vermont,88,2013-10-31
Virginia,31,2013-10-31
Washington,33,2013-10-31
West Virginia,20,2013-10-31
Wisconsin,24,2013-10-31
Wyoming,83,2013-10-31
Alabama,28,2013-11-30
Alaska,49,2013-11-30
Arizona,29,2013-11-30
Arkansas,28,2013-11-30
California,28,2013-11-30
Colorado,31,2013-11-30
Connecticut,33,2013-11-30
Delaware,28,2013-11-30
District of Columbia,37,2013-11-30
Florida,31,2013-11-30
Georgia,23,2013-11-30
Hawaii,47,2013-11-30
Idaho,42,2013-11-30
Illinois,24,2013-11-30
Indiana,19,2013-11-30
Iowa,22,2013-11-30
Kansas,27,2013-11-30
Kentucky,23,2013-11-30
Louisiana,29,2013-11-30
Maine,30,2013-11-30
Maryland,28,2013-11-30
Massachusetts,27,2013-11-30
Michigan,24,2013-11-30
Minnesota,27,2013-11-30
Mississippi,28,2013-11-30
Missouri,34,2013-11-30
Montana,91,2013-11-30
Nebraska,38,2013-11-30
Nevada,36,2013-11-30
New Hampshire,41,2013-11-30
New Jersey,25,2013-11-30
New Mexico,26,2013-11-30
New York,30,2013-11-30
North Carolina,32,2013-11-30
North Dakota,51,2013-11-30
Ohio,22,2013-11-30
Oklahoma,28,2013-11-30
Oregon,25,2013-11-30
Pennsylvania,32,2013-11-30
Rhode Island,22,2013-11-30
South Carolina,36,2013-11-30
South Dakota,27,2013-11-30
Tennessee,30,2013-11-30
Texas,23,2013-11-30
Utah,51,2013-11-30
Vermont,69,2013-11-30
Virginia,30,2013-11-30
Washington,37,2013-11-30
West Virginia,24,2013-11-30
Wisconsin,23,2013-11-30
Wyoming,100,2013-11-30
Alabama,30,2013-12-31
Alaska,46,2013-12-31
Arizona,30,2013-12-31
Arkansas,44,2013-12-31
California,25,2013-12-31
Colorado,29,2013-12-31
Connecticut,34,2013-12-31
Delaware,20,2013-12-31
District of Columbia,24,2013-12-31
Florida,29,2013-12-31
Georgia,22,2013-12-31
Hawaii,35,2013-12-31
Idaho,49,2013-12-31
Illinois,23,2013-12-31
Indiana,17,2013-12-31
Iowa,26,2013-12-31
Kansas,27,2013-12-31
Kentucky,24,2013-12-31
Louisiana,31,2013-12-31
Maine,29,2013-12-31
Maryland,26,2013-12-31
Massachusetts,30,2013-12-31
Michigan,23,2013-12-31
Minnesota,26,2013-12-31
Mississippi,21,2013-12-31
Missouri,28,2013-12-31
Montana,87,2013-12-31
Nebraska,35,2013-12-31
Nevada,26,2013-12-31
New Hampshire,34,2013-12-31
New Jersey,24,2013-12-31
New Mexico,23,2013-12-31
New York,30,2013-12-31
North Carolina,27,2013-12-31
North Dakota,42,2013-12-31
Ohio,22,2013-12-31
Oklahoma,31,2013-12-31
Oregon,22,2013-12-31
Pennsylvania,33,2013-12-31
Rhode Island,27,2013-12-31
South Carolina,32,2013-12-31
South Dakota,21,2013-12-31
Tennessee,29,2013-12-31
Texas,22,2013-12-31
Utah,55,2013-12-31
Vermont,65,2013-12-31
Virginia,28,2013-12-31
Washington,33,2013-12-31
West Virginia,18,2013-12-31
Wisconsin,25,2013-12-31
Wyoming,100,2013-12-31
Alabama,38,2014-01-31
Alaska,49,2014-01-31
Arizona,35,2014-01-31
Arkansas,45,2014-01-31
California,31,2014-01-31
Colorado,37,2014-01-31
Connecticut,54,2014-01-31
Delaware,41,2014-01-31
District of Columbia,27,2014-01-31
Florida,34,2014-01-31
Georgia,24,2014-01-31
Hawaii,55,2014-01-31
Idaho,52,2014-01-31
Illinois,31,2014-01-31
Indiana,22,2014-01-31
Iowa,28,2014-01-31
Kansas,32,2014-01-31
Kentucky,25,2014-01-31
Louisiana,43,2014-01-31
Maine,34,2014-01-31
Maryland,34,2014-01-31
Massachusetts,37,2014-01-31
Michigan,30,2014-01-31
Minnesota,32,2014-01-31
Mississippi,29,2014-01-31
Missouri,38,2014-01-31
Montana,81,2014-01-31
Nebraska,42,2014-01-31
Nevada,40,2014-01-31
New Hampshire,45,2014-01-31
New Jersey,32,2014-01-31
New Mexico,34,2014-01-31
New York,36,2014-01-31
North Carolina,32,2014-01-31
North Dakota,51,2014-01-31
Ohio,27,2014-01-31
Oklahoma,29,2014-01-31
Oregon,26,2014-01-31
Pennsylvania,35,2014-01-31
Rhode Island,26,2014-01-31
South Carolina,39,2014-01-31
South Dakota,23,2014-01-31
Tennessee,32,2014-01-31
Texas,25,2014-01-31
Utah,67,2014-01-31
Vermont,100,2014-01-31
Virginia,36,2014-01-31
Washington,38,2014-01-31
West Virginia,33,2014-01-31
Wisconsin,26,2014-01-31
Wyoming,98,2014-01-31
Alabama,40,2014-02-28
Alaska,31,2014-02-28
Arizona,37,2014-02-28
Arkansas,54,2014-02-28
California,27,2014-02-28
Colorado,38,2014-02-28
Connecticut,49,2014-02-28
Delaware,27,2014-02-28
District of Columbia,29,2014-02-28
Florida,29,2014-02-28
Georgia,23,2014-02-28
Hawaii,40,2014-02-28
Idaho,74,2014-02-28
Illinois,29,2014-02-28
Indiana,24,2014-02-28
Iowa,30,2014-02-28
Kansas,35,2014-02-28
Kentucky,30,2014-02-28
Louisiana,37,2014-02-28
Maine,40,2014-02-28
Maryland,36,2014-02-28
Massachusetts,37,2014-02-28
Michigan,29,2014-02-28
Minnesota,36,2014-02-28
Mississippi,31,2014-02-28
Missouri,36,2014-02-28
Montana,100,2014-02-28
Nebraska,45,2014-02-28
Nevada,35,2014-02-28
New Hampshire,50,2014-02-28
New Jersey,31,2014-02-28
New Mexico,45,2014-02-28
New York,40,2014-02-28
North Carolina,31,2014-02-28
North Dakota,56,2014-02-28
Ohio,28,2014-02-28
Oklahoma,34,2014-02-28
Oregon,52,2014-02-28
Pennsylvania,35,2014-02-28
Rhode Island,24,2014-02-28
South Carolina,40,2014-02-28
South Dakota,27,2014-02-28
Tennessee,30,2014-02-28
Texas,25,2014-02-28
Utah,72,2014-02-28
Vermont,96,2014-02-28
Virginia,41,2014-02-28
Washington,44,2014-02-28
West Virginia,33,2014-02-28
Wisconsin,30,2014-02-28
Wyoming,86,2014-02-28
Alabama,35,2014-03-31
Alaska,38,2014-03-31
Arizona,35,2014-03-31
Arkansas,51,2014-03-31
California,30,2014-03-31
Colorado,39,2014-03-31
Connecticut,53,2014-03-31
Delaware,35,2014-03-31
District of Columbia,27,2014-03-31
Florida,33,2014-03-31
Georgia,27,2014-03-31
Hawaii,48,2014-03-31
Idaho,78,2014-03-31
Illinois,32,2014-03-31
Indiana,27,2014-03-31
Iowa,37,2014-03-31
Kansas,39,2014-03-31
Kentucky,28,2014-03-31
Louisiana,39,2014-03-31
Maine,49,2014-03-31
Maryland,39,2014-03-31
Massachusetts,40,2014-03-31
Michigan,31,2014-03-31
Minnesota,38,2014-03-31
Mississippi,28,2014-03-31
Missouri,36,2014-03-31
Montana,94,2014-03-31
Nebraska,41,2014-03-31
Nevada,34,2014-03-31
New Hampshire,51,2014-03-31
New Jersey,34,2014-03-31
New Mexico,40,2014-03-31
New York,39,2014-03-31
North Carolina,36,2014-03-31
North Dakota,59,2014-03-31
Ohio,30,2014-03-31
Oklahoma,36,2014-03-31
Oregon,36,2014-03-31
Pennsylvania,37,2014-03-31
Rhode Island,26,2014-03-31
South Carolina,41,2014-03-31
South Dakota,55,2014-03-31
Tennessee,36,2014-03-31
Texas,28,2014-03-31
Utah,73,2014-03-31
Vermont,100,2014-03-31
Virginia,33,2014-03-31
Washington,42,2014-03-31
West Virginia,24,2014-03-31
Wisconsin,32,2014-03-31
Wyoming,81,2014-03-31
Alabama,34,2014-04-30
Alaska,42,2014-04-30
Arizona,35,2014-04-30
Arkansas,51,2014-04-30
California,27,2014-04-30
Colorado,35,2014-04-30
Connecticut,32,2014-04-30
Delaware,23,2014-04-30
District of Columbia,35,2014-04-30
Florida,30,2014-04-30
Georgia,26,2014-04-30
Hawaii,39,2014-04-30
Idaho,43,2014-04-30
Illinois,27,2014-04-30
Indiana,24,2014-04-30
Iowa,34,2014-04-30
Kansas,34,2014-04-30
Kentucky,24,2014-04-30
Louisiana,37,2014-04-30
Maine,46,2014-04-30
Maryland,31,2014-04-30
Massachusetts,35,2014-04-30
Michigan,30,2014-04-30
Minnesota,32,2014-04-30
Mississippi,21,2014-04-30
Missouri,39,2014-04-30
Montana,100,2014-04-30
Nebraska,51,2014-04-30
Nevada,39,2014-04-30
New Hampshire,36,2014-04-30
New Jersey,27,2014-04-30
New Mexico,25,2014-04-30
New York,37,2014-04-30
North Carolina,34,2014-04-30
North Dakota,47,2014-04-30
Ohio,27,2014-04-30
Oklahoma,30,2014-04-30
Oregon,32,2014-04-30
Pennsylvania,38,2014-04-30
Rhode Island,26,2014-04-30
South Carolina,35,2014-04-30
South Dakota,37,2014-04-30
Tennessee,32,2014-04-30
Texas,24,2014-04-30
Utah,68,2014-04-30
Vermont,99,2014-04-30
Virginia,29,2014-04-30
Washington,40,2014-04-30
West Virginia,35,2014-04-30
Wisconsin,26,2014-04-30
Wyoming,89,2014-04-30
Alabama,30,2014-05-31
Alaska,36,2014-05-31
Arizona,29,2014-05-31
Arkansas,40,2014-05-31
California,23,2014-05-31
Colorado,30,2014-05-31
Connecticut,32,2014-05-31
Delaware,14,2014-05-31
District of Columbia,27,2014-05-31
Florida,21,2014-05-31
Georgia,19,2014-05-31
Hawaii,30,2014-05-31
Idaho,48,2014-05-31
Illinois,23,2014-05-31
Indiana,17,2014-05-31
Iowa,27,2014-05-31
Kansas,30,2014-05-31
Kentucky,23,2014-05-31
Louisiana,32,2014-05-31
Maine,32,2014-05-31
Maryland,28,2014-05-31
Massachusetts,33,2014-05-31
Michigan,29,2014-05-31
Minnesota,25,2014-05-31
Mississippi,24,2014-05-31
Missouri,31,2014-05-31
Montana,100,2014-05-31
Nebraska,39,2014-05-31
Nevada,27,2014-05-31
New Hampshire,29,2014-05-31
New Jersey,24,2014-05-31
New Mexico,31,2014-05-31
New York,32,2014-05-31
North Carolina,34,2014-05-31
North Dakota,47,2014-05-31
Ohio,24,2014-05-31
Oklahoma,21,2014-05-31
Oregon,24,2014-05-31
Pennsylvania,32,2014-05-31
Rhode Island,23,2014-05-31
South Carolina,32,2014-05-31
South Dakota,34,2014-05-31
Tennessee,26,2014-05-31
Texas,20,2014-05-31
Utah,57,2014-05-31
Vermont,77,2014-05-31
Virginia,24,2014-05-31
Washington,32,2014-05-31
West Virginia,30,2014-05-31
Wisconsin,22,2014-05-31
Wyoming,97,2014-05-31
Alabama,36,2014-06-30
Alaska,44,2014-06-30
Arizona,25,2014-06-30
Arkansas,43,2014-06-30
California,26,2014-06-30
Colorado,31,2014-06-30
Connecticut,39,2014-06-30
Delaware,37,2014-06-30
District of Columbia,24,2014-06-30
Florida,25,2014-06-30
Georgia,21,2014-06-30
Hawaii,27,2014-06-30
Idaho,58,2014-06-30
Illinois,24,2014-06-30
Indiana,20,2014-06-30
Iowa,26,2014-06-30
Kansas,25,2014-06-30
Kentucky,22,2014-06-30
Louisiana,28,2014-06-30
Maine,37,2014-06-30
Maryland,24,2014-06-30
Massachusetts,32,2014-06-30
Michigan,26,2014-06-30
Minnesota,26,2014-06-30
Mississippi,30,2014-06-30
Missouri,31,2014-06-30
Montana,93,2014-06-30
Nebraska,40,2014-06-30
Nevada,28,2014-06-30
New Hampshire,25,2014-06-30
New Jersey,25,2014-06-30
New Mexico,27,2014-06-30
New York,30,2014-06-30
North Carolina,30,2014-06-30
North Dakota,49,2014-06-30
Ohio,22,2014-06-30
Oklahoma,27,2014-06-30
Oregon,23,2014-06-30
Pennsylvania,30,2014-06-30
Rhode Island,22,2014-06-30
South Carolina,30,2014-06-30
South Dakota,34,2014-06-30
Tennessee,24,2014-06-30
Texas,23,2014-06-30
Utah,50,2014-06-30
Vermont,100,2014-06-30
Virginia,22,2014-06-30
Washington,30,2014-06-30
West Virginia,25,2014-06-30
Wisconsin,25,2014-06-30
Wyoming,96,2014-06-30
Alabama,31,2014-07-31
Alaska,29,2014-07-31
Arizona,31,2014-07-31
Arkansas,45,2014-07-31
California,28,2014-07-31
Colorado,34,2014-07-31
Connecticut,38,2014-07-31
Delaware,33,2014-07-31
District of Columbia,32,2014-07-31
Florida,23,2014-07-31
Georgia,21,2014-07-31
Hawaii,31,2014-07-31
Idaho,64,2014-07-31
Illinois,29,2014-07-31
Indiana,16,2014-07-31
Iowa,25,2014-07-31
Kansas,27,2014-07-31
Kentucky,24,2014-07-31
Louisiana,31,2014-07-31
Maine,33,2014-07-31
Maryland,34,2014-07-31
Massachusetts,33,2014-07-31
Michigan,28,2014-07-31
Minnesota,31,2014-07-31
Mississippi,32,2014-07-31
Missouri,35,2014-07-31
Montana,84,2014-07-31
Nebraska,42,2014-07-31
Nevada,28,2014-07-31
New Hampshire,40,2014-07-31
New Jersey,28,2014-07-31
New Mexico,29,2014-07-31
New York,34,2014-07-31
North Carolina,31,2014-07-31
North Dakota,43,2014-07-31
Ohio,23,2014-07-31
Oklahoma,26,2014-07-31
Oregon,28,2014-07-31
Pennsylvania,29,2014-07-31
Rhode Island,29,2014-07-31
South Carolina,36,2014-07-31
South Dakota,28,2014-07-31
Tennessee,28,2014-07-31
Texas,24,2014-07-31
Utah,55,2014-07-31
Vermont,86,2014-07-31
Virginia,17,2014-07-31
Washington,38,2014-07-31
West Virginia,29,2014-07-31
Wisconsin,28,2014-07-31
Wyoming,100,2014-07-31
Alabama,38,2014-08-31
Alaska,37,2014-08-31
Arizona,34,2014-08-31
Arkansas,51,2014-08-31
California,29,2014-08-31
Colorado,35,2014-08-31
Connecticut,45,2014-08-31
Delaware,40,2014-08-31
District of Columbia,30,2014-08-31
Florida,30,2014-08-31
Georgia,24,2014-08-31
Hawaii,32,2014-08-31
Idaho,62,2014-08-31
Illinois,24,2014-08-31
Indiana,20,2014-08-31
Iowa,28,2014-08-31
Kansas,28,2014-08-31
Kentucky,26,2014-08-31
Louisiana,37,2014-08-31
Maine,28,2014-08-31
Maryland,36,2014-08-31
Massachusetts,35,2014-08-31
Michigan,24,2014-08-31
Minnesota,30,2014-08-31
Mississippi,26,2014-08-31
Missouri,38,2014-08-31
Montana,96,2014-08-31
Nebraska,42,2014-08-31
Nevada,32,2014-08-31
New Hampshire,43,2014-08-31
New Jersey,31,2014-08-31
New Mexico,35,2014-08-31
New York,37,2014-08-31
North Carolina,32,2014-08-31
North Dakota,55,2014-08-31
Ohio,27,2014-08-31
Oklahoma,32,2014-08-31
Oregon,24,2014-08-31
Pennsylvania,33,2014-08-31
Rhode Island,28,2014-08-31
South Carolina,33,2014-08-31
South Dakota,38,2014-08-31
Tennessee,35,2014-08-31
Texas,26,2014-08-31
Utah,58,2014-08-31
Vermont,62,2014-08-31
Virginia,20,2014-08-31
Washington,34,2014-08-31
West Virginia,28,2014-08-31
Wisconsin,27,2014-08-31
Wyoming,100,2014-08-31
Alabama,35,2014-09-30
Alaska,38,2014-09-30
Arizona,36,2014-09-30
Arkansas,51,2014-09-30
California,33,2014-09-30
Colorado,40,2014-09-30
Connecticut,46,2014-09-30
Delaware,33,2014-09-30
District of Columbia,30,2014-09-30
Florida,31,2014-09-30
Georgia,23,2014-09-30
Hawaii,39,2014-09-30
Idaho,49,2014-09-30
Illinois,27,2014-09-30
Indiana,21,2014-09-30
Iowa,26,2014-09-30
Kansas,28,2014-09-30
Kentucky,26,2014-09-30
Louisiana,30,2014-09-30
Maine,42,2014-09-30
Maryland,30,2014-09-30
Massachusetts,37,2014-09-30
Michigan,28,2014-09-30
Minnesota,31,2014-09-30
Mississippi,25,2014-09-30
Missouri,30,2014-09-30
Montana,85,2014-09-30
Nebraska,39,2014-09-30
Nevada,33,2014-09-30
New Hampshire,58,2014-09-30
New Jersey,33,2014-09-30
New Mexico,33,2014-09-30
New York,39,2014-09-30
North Carolina,33,2014-09-30
North Dakota,63,2014-09-30
Ohio,27,2014-09-30
Oklahoma,26,2014-09-30
Oregon,21,2014-09-30
Pennsylvania,38,2014-09-30
Rhode Island,16,2014-09-30
South Carolina,31,2014-09-30
South Dakota,22,2014-09-30
Tennessee,36,2014-09-30
Texas,25,2014-09-30
Utah,71,2014-09-30
Vermont,76,2014-09-30
Virginia,18,2014-09-30
Washington,33,2014-09-30
West Virginia,25,2014-09-30
Wisconsin,29,2014-09-30
Wyoming,100,2014-09-30
Alabama,26,2014-10-31
Alaska,36,2014-10-31
Arizona,33,2014-10-31
Arkansas,40,2014-10-31
California,27,2014-10-31
Colorado,27,2014-10-31
Connecticut,38,2014-10-31
Delaware,25,2014-10-31
District of Columbia,27,2014-10-31
Florida,27,2014-10-31
Georgia,25,2014-10-31
Hawaii,33,2014-10-31
Idaho,59,2014-10-31
Illinois,25,2014-10-31
Indiana,20,2014-10-31
Iowa,31,2014-10-31
Kansas,36,2014-10-31
Kentucky,22,2014-10-31
Louisiana,26,2014-10-31
Maine,32,2014-10-31
Maryland,28,2014-10-31
Massachusetts,30,2014-10-31
Michigan,27,2014-10-31
Minnesota,28,2014-10-31
Mississippi,23,2014-10-31
Missouri,37,2014-10-31
Montana,95,2014-10-31
Nebraska,35,2014-10-31
Nevada,24,2014-10-31
New Hampshire,43,2014-10-31
New Jersey,24,2014-10-31
New Mexico,30,2014-10-31
New York,34,2014-10-31
North Carolina,27,2014-10-31
North Dakota,33,2014-10-31
Ohio,22,2014-10-31
Oklahoma,22,2014-10-31
Oregon,18,2014-10-31
Pennsylvania,29,2014-10-31
Rhode Island,27,2014-10-31
South Carolina,30,2014-10-31
South Dakota,25,2014-10-31
Tennessee,26,2014-10-31
Texas,23,2014-10-31
Utah,56,2014-10-31
Vermont,52,2014-10-31
Virginia,17,2014-10-31
Washington,33,2014-10-31
West Virginia,22,2014-10-31
Wisconsin,25,2014-10-31
Wyoming,100,2014-10-31
Alabama,27,2014-11-30
Alaska,44,2014-11-30
Arizona,31,2014-11-30
Arkansas,45,2014-11-30
