geoName,Mortgage,year
Maine,71,2016-12-31
Maryland,28,2016-12-31
Massachusetts,26,2016-12-31
Michigan,17,2016-12-31
Minnesota,21,2016-12-31
Mississippi,26,2016-12-31
Missouri,49,2016-12-31
Montana,62,2016-12-31
Nebraska,35,2016-12-31
Nevada,27,2016-12-31
New Hampshire,25,2016-12-31
New Jersey,35,2016-12-31
New Mexico,64,2016-12-31
New York,50,2016-12-31
North Carolina,28,2016-12-31
North Dakota,52,2016-12-31
Ohio,29,2016-12-31
Oklahoma,40,2016-12-31
Oregon,47,2016-12-31
Pennsylvania,32,2016-12-31
Rhode Island,56,2016-12-31
South Carolina,39,2016-12-31
South Dakota,0,2016-12-31
Tennessee,27,2016-12-31
Texas,23,2016-12-31
Utah,34,2016-12-31
Vermont,28,2016-12-31
Virginia,30,2016-12-31
Washington,27,2016-12-31
West Virginia,40,2016-12-31
Wisconsin,13,2016-12-31
Wyoming,0,2016-12-31
Alabama,47,2017-01-31
Alaska,0,2017-01-31
Arizona,31,2017-01-31
Arkansas,38,2017-01-31
California,31,2017-01-31
Colorado,59,2017-01-31
Connecticut,10,2017-01-31
Delaware,24,2017-01-31
District of Columbia,19,2017-01-31
Florida,41,2017-01-31
Georgia,23,2017-01-31
Hawaii,43,2017-01-31
Idaho,14,2017-01-31
Illinois,33,2017-01-31
Indiana,21,2017-01-31
Iowa,23,2017-01-31
Kansas,52,2017-01-31
Kentucky,11,2017-01-31
Louisiana,22,2017-01-31
Maine,52,2017-01-31
Maryland,39,2017-01-31
Massachusetts,33,2017-01-31
Michigan,46,2017-01-31
Minnesota,43,2017-01-31
Mississippi,41,2017-01-31
Missouri,24,2017-01-31
Montana,100,2017-01-31
Nebraska,31,2017-01-31
Nevada,40,2017-01-31
New Hampshire,47,2017-01-31
New Jersey,39,2017-01-31
New Mexico,26,2017-01-31
New York,48,2017-01-31
North Carolina,36,2017-01-31
North Dakota,0,2017-01-31
Ohio,21,2017-01-31
Oklahoma,28,2017-01-31
Oregon,43,2017-01-31
Pennsylvania,27,2017-01-31
Rhode Island,66,2017-01-31
South Carolina,28,2017-01-31
South Dakota,0,2017-01-31
Tennessee,39,2017-01-31
Texas,21,2017-01-31
Utah,34,2017-01-31
Vermont,34,2017-01-31
Virginia,45,2017-01-31
Washington,44,2017-01-31
West Virginia,0,2017-01-31
Wisconsin,26,2017-01-31
Wyoming,0,2017-01-31
Alabama,36,2017-02-28
Alaska,34,2017-02-28
Arizona,46,2017-02-28
Arkansas,47,2017-02-28
California,28,2017-02-28
Colorado,42,2017-02-28
Connecticut,36,2017-02-28
Delaware,0,2017-02-28
District of Columbia,75,2017-02-28
Florida,43,2017-02-28
Georgia,39,2017-02-28
Hawaii,72,2017-02-28
Idaho,28,2017-02-28
Illinois,46,2017-02-28
Indiana,24,2017-02-28
Iowa,15,2017-02-28
Kansas,37,2017-02-28
Kentucky,22,2017-02-28
Louisiana,48,2017-02-28
Maine,16,2017-02-28
Maryland,38,2017-02-28
Massachusetts,40,2017-02-28
Michigan,38,2017-02-28
Minnesota,49,2017-02-28
Mississippi,20,2017-02-28
Missouri,45,2017-02-28
Montana,50,2017-02-28
Nebraska,10,2017-02-28
Nevada,33,2017-02-28
New Hampshire,31,2017-02-28
New Jersey,67,2017-02-28
New Mexico,40,2017-02-28
New York,44,2017-02-28
North Carolina,31,2017-02-28
North Dakota,0,2017-02-28
Ohio,39,2017-02-28
Oklahoma,27,2017-02-28
Oregon,52,2017-02-28
Pennsylvania,38,2017-02-28
Rhode Island,64,2017-02-28
South Carolina,28,2017-02-28
South Dakota,30,2017-02-28
Tennessee,19,2017-02-28
Texas,35,2017-02-28
Utah,66,2017-02-28
Vermont,100,2017-02-28
Virginia,44,2017-02-28
Washington,45,2017-02-28
West Virginia,49,2017-02-28
Wisconsin,70,2017-02-28
Wyoming,0,2017-02-28
Alabama,50,2017-03-31
Alaska,27,2017-03-31
Arizona,25,2017-03-31
Arkansas,0,2017-03-31
California,25,2017-03-31
Colorado,31,2017-03-31
Connecticut,29,2017-03-31
Delaware,76,2017-03-31
District of Columbia,19,2017-03-31
Florida,23,2017-03-31
Georgia,29,2017-03-31
Hawaii,34,2017-03-31
Idaho,57,2017-03-31
Illinois,16,2017-03-31
Indiana,23,2017-03-31
Iowa,18,2017-03-31
Kansas,12,2017-03-31
Kentucky,33,2017-03-31
Louisiana,27,2017-03-31
Maine,28,2017-03-31
Maryland,29,2017-03-31
Massachusetts,22,2017-03-31
Michigan,35,2017-03-31
Minnesota,28,2017-03-31
Mississippi,25,2017-03-31
Missouri,39,2017-03-31
Montana,61,2017-03-31
Nebraska,17,2017-03-31
Nevada,36,2017-03-31
New Hampshire,12,2017-03-31
New Jersey,31,2017-03-31
New Mexico,31,2017-03-31
New York,35,2017-03-31
North Carolina,21,2017-03-31
North Dakota,100,2017-03-31
Ohio,14,2017-03-31
Oklahoma,33,2017-03-31
Oregon,42,2017-03-31
Pennsylvania,22,2017-03-31
Rhode Island,54,2017-03-31
South Carolina,23,2017-03-31
South Dakota,25,2017-03-31
Tennessee,34,2017-03-31
Texas,25,2017-03-31
Utah,43,2017-03-31
Vermont,28,2017-03-31
Virginia,38,2017-03-31
Washington,21,2017-03-31
West Virginia,0,2017-03-31
Wisconsin,34,2017-03-31
Wyoming,74,2017-03-31
Alabama,18,2017-04-30
Alaska,61,2017-04-30
Arizona,75,2017-04-30
Arkansas,84,2017-04-30
California,50,2017-04-30
Colorado,79,2017-04-30
Connecticut,63,2017-04-30
Delaware,0,2017-04-30
District of Columbia,50,2017-04-30
Florida,59,2017-04-30
Georgia,53,2017-04-30
Hawaii,77,2017-04-30
Idaho,51,2017-04-30
Illinois,67,2017-04-30
Indiana,43,2017-04-30
Iowa,54,2017-04-30
Kansas,40,2017-04-30
Kentucky,61,2017-04-30
Louisiana,58,2017-04-30
Maine,58,2017-04-30
Maryland,45,2017-04-30
Massachusetts,56,2017-04-30
Michigan,42,2017-04-30
Minnesota,67,2017-04-30
Mississippi,0,2017-04-30
Missouri,31,2017-04-30
Montana,46,2017-04-30
Nebraska,90,2017-04-30
Nevada,45,2017-04-30
New Hampshire,53,2017-04-30
New Jersey,67,2017-04-30
New Mexico,46,2017-04-30
New York,72,2017-04-30
North Carolina,54,2017-04-30
North Dakota,0,2017-04-30
Ohio,65,2017-04-30
Oklahoma,86,2017-04-30
Oregon,45,2017-04-30
Pennsylvania,57,2017-04-30
Rhode Island,29,2017-04-30
South Carolina,67,2017-04-30
South Dakota,56,2017-04-30
Tennessee,57,2017-04-30
Texas,50,2017-04-30
Utah,97,2017-04-30
Vermont,0,2017-04-30
Virginia,100,2017-04-30
Washington,40,2017-04-30
West Virginia,30,2017-04-30
Wisconsin,66,2017-04-30
Wyoming,78,2017-04-30
Alabama,70,2017-05-31
Alaska,54,2017-05-31
Arizona,53,2017-05-31
Arkansas,93,2017-05-31
California,41,2017-05-31
Colorado,64,2017-05-31
Connecticut,48,2017-05-31
Delaware,72,2017-05-31
District of Columbia,56,2017-05-31
Florida,46,2017-05-31
Georgia,57,2017-05-31
Hawaii,0,2017-05-31
Idaho,44,2017-05-31
Illinois,32,2017-05-31
Indiana,52,2017-05-31
Iowa,38,2017-05-31
Kansas,71,2017-05-31
Kentucky,45,2017-05-31
Louisiana,76,2017-05-31
Maine,0,2017-05-31
Maryland,75,2017-05-31
Massachusetts,25,2017-05-31
Michigan,43,2017-05-31
Minnesota,76,2017-05-31
Mississippi,79,2017-05-31
Missouri,44,2017-05-31
Montana,40,2017-05-31
Nebraska,80,2017-05-31
Nevada,9,2017-05-31
New Hampshire,70,2017-05-31
New Jersey,39,2017-05-31
New Mexico,40,2017-05-31
New York,71,2017-05-31
North Carolina,75,2017-05-31
North Dakota,51,2017-05-31
Ohio,50,2017-05-31
Oklahoma,76,2017-05-31
Oregon,26,2017-05-31
Pennsylvania,26,2017-05-31
Rhode Island,26,2017-05-31
South Carolina,14,2017-05-31
South Dakota,100,2017-05-31
Tennessee,39,2017-05-31
Texas,42,2017-05-31
Utah,75,2017-05-31
Vermont,0,2017-05-31
Virginia,98,2017-05-31
Washington,41,2017-05-31
West Virginia,27,2017-05-31
Wisconsin,30,2017-05-31
Wyoming,0,2017-05-31
Alabama,52,2017-06-30
Alaska,34,2017-06-30
Arizona,22,2017-06-30
Arkansas,10,2017-06-30
California,25,2017-06-30
Colorado,35,2017-06-30
Connecticut,48,2017-06-30
Delaware,22,2017-06-30
District of Columbia,19,2017-06-30
Florida,34,2017-06-30
Georgia,30,2017-06-30
Hawaii,29,2017-06-30
Idaho,14,2017-06-30
Illinois,34,2017-06-30
Indiana,22,2017-06-30
Iowa,16,2017-06-30
Kansas,35,2017-06-30
Kentucky,17,2017-06-30
Louisiana,50,2017-06-30
Maine,63,2017-06-30
Maryland,29,2017-06-30
Massachusetts,45,2017-06-30
Michigan,29,2017-06-30
Minnesota,46,2017-06-30
Mississippi,10,2017-06-30
Missouri,25,2017-06-30
Montana,50,2017-06-30
Nebraska,82,2017-06-30
Nevada,18,2017-06-30
New Hampshire,30,2017-06-30
New Jersey,37,2017-06-30
New Mexico,25,2017-06-30
New York,53,2017-06-30
North Carolina,30,2017-06-30
North Dakota,100,2017-06-30
Ohio,32,2017-06-30
Oklahoma,69,2017-06-30
Oregon,30,2017-06-30
Pennsylvania,31,2017-06-30
Rhode Island,33,2017-06-30
South Carolina,32,2017-06-30
South Dakota,31,2017-06-30
Tennessee,27,2017-06-30
Texas,29,2017-06-30
Utah,40,2017-06-30
Vermont,0,2017-06-30
Virginia,71,2017-06-30
Washington,58,2017-06-30
West Virginia,34,2017-06-30
Wisconsin,8,2017-06-30
Wyoming,42,2017-06-30
Alabama,29,2017-07-31
Alaska,28,2017-07-31
Arizona,32,2017-07-31
Arkansas,24,2017-07-31
California,26,2017-07-31
Colorado,36,2017-07-31
Connecticut,18,2017-07-31
Delaware,0,2017-07-31
District of Columbia,25,2017-07-31
Florida,29,2017-07-31
Georgia,25,2017-07-31
Hawaii,36,2017-07-31
Idaho,24,2017-07-31
Illinois,14,2017-07-31
Indiana,11,2017-07-31
Iowa,32,2017-07-31
Kansas,16,2017-07-31
Kentucky,0,2017-07-31
Louisiana,22,2017-07-31
Maine,26,2017-07-31
Maryland,22,2017-07-31
Massachusetts,20,2017-07-31
Michigan,18,2017-07-31
Minnesota,20,2017-07-31
Mississippi,16,2017-07-31
Missouri,14,2017-07-31
Montana,100,2017-07-31
Nebraska,33,2017-07-31
Nevada,26,2017-07-31
New Hampshire,75,2017-07-31
New Jersey,25,2017-07-31
New Mexico,10,2017-07-31
New York,32,2017-07-31
North Carolina,27,2017-07-31
North Dakota,0,2017-07-31
Ohio,14,2017-07-31
Oklahoma,56,2017-07-31
Oregon,31,2017-07-31
Pennsylvania,26,2017-07-31
Rhode Island,27,2017-07-31
South Carolina,26,2017-07-31
South Dakota,50,2017-07-31
Tennessee,20,2017-07-31
Texas,22,2017-07-31
Utah,28,2017-07-31
Vermont,0,2017-07-31
Virginia,32,2017-07-31
Washington,32,2017-07-31
West Virginia,0,2017-07-31
Wisconsin,22,2017-07-31
Wyoming,35,2017-07-31
Alabama,5,2017-08-31
Alaska,100,2017-08-31
Arizona,23,2017-08-31
Arkansas,36,2017-08-31
California,26,2017-08-31
Colorado,27,2017-08-31
Connecticut,31,2017-08-31
Delaware,0,2017-08-31
District of Columbia,24,2017-08-31
Florida,22,2017-08-31
Georgia,26,2017-08-31
Hawaii,69,2017-08-31
Idaho,0,2017-08-31
Illinois,14,2017-08-31
Indiana,13,2017-08-31
Iowa,50,2017-08-31
Kansas,41,2017-08-31
Kentucky,11,2017-08-31
Louisiana,27,2017-08-31
Maine,0,2017-08-31
Maryland,38,2017-08-31
Massachusetts,18,2017-08-31
Michigan,31,2017-08-31
Minnesota,27,2017-08-31
Mississippi,19,2017-08-31
Missouri,33,2017-08-31
Montana,0,2017-08-31
Nebraska,19,2017-08-31
Nevada,32,2017-08-31
New Hampshire,43,2017-08-31
New Jersey,17,2017-08-31
New Mexico,12,2017-08-31
New York,32,2017-08-31
North Carolina,17,2017-08-31
North Dakota,60,2017-08-31
Ohio,23,2017-08-31
Oklahoma,32,2017-08-31
Oregon,32,2017-08-31
Pennsylvania,30,2017-08-31
Rhode Island,15,2017-08-31
South Carolina,9,2017-08-31
South Dakota,0,2017-08-31
Tennessee,38,2017-08-31
Texas,27,2017-08-31
Utah,39,2017-08-31
Vermont,33,2017-08-31
Virginia,31,2017-08-31
Washington,19,2017-08-31
West Virginia,63,2017-08-31
Wisconsin,18,2017-08-31
Wyoming,0,2017-08-31
Alabama,45,2017-09-30
Alaska,52,2017-09-30
Arizona,36,2017-09-30
Arkansas,97,2017-09-30
California,47,2017-09-30
Colorado,71,2017-09-30
Connecticut,46,2017-09-30
Delaware,100,2017-09-30
District of Columbia,58,2017-09-30
Florida,40,2017-09-30
Georgia,52,2017-09-30
Hawaii,65,2017-09-30
Idaho,82,2017-09-30
Illinois,49,2017-09-30
Indiana,36,2017-09-30
Iowa,44,2017-09-30
Kansas,18,2017-09-30
Kentucky,25,2017-09-30
Louisiana,49,2017-09-30
Maine,49,2017-09-30
Maryland,38,2017-09-30
Massachusetts,65,2017-09-30
Michigan,53,2017-09-30
Minnesota,49,2017-09-30
Mississippi,30,2017-09-30
Missouri,36,2017-09-30
Montana,37,2017-09-30
Nebraska,30,2017-09-30
Nevada,28,2017-09-30
New Hampshire,66,2017-09-30
New Jersey,71,2017-09-30
New Mexico,0,2017-09-30
New York,54,2017-09-30
North Carolina,41,2017-09-30
North Dakota,0,2017-09-30
Ohio,33,2017-09-30
Oklahoma,98,2017-09-30
Oregon,30,2017-09-30
Pennsylvania,26,2017-09-30
Rhode Island,47,2017-09-30
South Carolina,40,2017-09-30
South Dakota,0,2017-09-30
Tennessee,36,2017-09-30
Texas,42,2017-09-30
Utah,70,2017-09-30
Vermont,0,2017-09-30
Virginia,63,2017-09-30
Washington,38,2017-09-30
West Virginia,72,2017-09-30
Wisconsin,38,2017-09-30
Wyoming,65,2017-09-30
Alabama,53,2017-10-31
Alaska,54,2017-10-31
Arizona,73,2017-10-31
Arkansas,0,2017-10-31
California,38,2017-10-31
Colorado,70,2017-10-31
Connecticut,62,2017-10-31
Delaware,69,2017-10-31
District of Columbia,36,2017-10-31
Florida,43,2017-10-31
Georgia,38,2017-10-31
Hawaii,23,2017-10-31
Idaho,42,2017-10-31
Illinois,39,2017-10-31
Indiana,31,2017-10-31
Iowa,22,2017-10-31
Kansas,33,2017-10-31
Kentucky,41,2017-10-31
Louisiana,33,2017-10-31
Maine,25,2017-10-31
Maryland,55,2017-10-31
Massachusetts,40,2017-10-31
Michigan,34,2017-10-31
Minnesota,30,2017-10-31
Mississippi,30,2017-10-31
Missouri,42,2017-10-31
Montana,0,2017-10-31
Nebraska,15,2017-10-31
Nevada,100,2017-10-31
New Hampshire,46,2017-10-31
New Jersey,81,2017-10-31
New Mexico,36,2017-10-31
New York,42,2017-10-31
North Carolina,42,2017-10-31
North Dakota,0,2017-10-31
Ohio,34,2017-10-31
Oklahoma,59,2017-10-31
Oregon,74,2017-10-31
Pennsylvania,28,2017-10-31
Rhode Island,52,2017-10-31
South Carolina,28,2017-10-31
South Dakota,0,2017-10-31
Tennessee,24,2017-10-31
Texas,30,2017-10-31
Utah,71,2017-10-31
Vermont,51,2017-10-31
Virginia,62,2017-10-31
Washington,64,2017-10-31
West Virginia,49,2017-10-31
Wisconsin,32,2017-10-31
Wyoming,68,2017-10-31
Alabama,47,2017-11-30
Alaska,0,2017-11-30
Arizona,26,2017-11-30
Arkansas,11,2017-11-30
California,28,2017-11-30
Colorado,31,2017-11-30
Connecticut,29,2017-11-30
Delaware,26,2017-11-30
District of Columbia,62,2017-11-30
Florida,54,2017-11-30
Georgia,24,2017-11-30
Hawaii,89,2017-11-30
Idaho,100,2017-11-30
Illinois,37,2017-11-30
Indiana,29,2017-11-30
Iowa,26,2017-11-30
Kansas,38,2017-11-30
Kentucky,46,2017-11-30
Louisiana,45,2017-11-30
Maine,19,2017-11-30
Maryland,55,2017-11-30
Massachusetts,40,2017-11-30
Michigan,35,2017-11-30
Minnesota,12,2017-11-30
Mississippi,60,2017-11-30
Missouri,24,2017-11-30
Montana,29,2017-11-30
Nebraska,35,2017-11-30
Nevada,31,2017-11-30
New Hampshire,88,2017-11-30
New Jersey,25,2017-11-30
New Mexico,27,2017-11-30
New York,45,2017-11-30
North Carolina,26,2017-11-30
North Dakota,0,2017-11-30
Ohio,27,2017-11-30
Oklahoma,31,2017-11-30
Oregon,92,2017-11-30
Pennsylvania,27,2017-11-30
Rhode Island,21,2017-11-30
South Carolina,44,2017-11-30
South Dakota,0,2017-11-30
Tennessee,22,2017-11-30
Texas,29,2017-11-30
Utah,32,2017-11-30
Vermont,0,2017-11-30
Virginia,33,2017-11-30
Washington,58,2017-11-30
West Virginia,19,2017-11-30
Wisconsin,17,2017-11-30
Wyoming,0,2017-11-30
Alabama,47,2017-12-31
Alaska,68,2017-12-31
Arizona,47,2017-12-31
Arkansas,60,2017-12-31
California,36,2017-12-31
Colorado,45,2017-12-31
Connecticut,25,2017-12-31
Delaware,0,2017-12-31
District of Columbia,100,2017-12-31
Florida,48,2017-12-31
Georgia,34,2017-12-31
Hawaii,74,2017-12-31
Idaho,54,2017-12-31
Illinois,34,2017-12-31
Indiana,27,2017-12-31
Iowa,28,2017-12-31
Kansas,39,2017-12-31
Kentucky,37,2017-12-31
Louisiana,16,2017-12-31
Maine,0,2017-12-31
Maryland,57,2017-12-31
Massachusetts,47,2017-12-31
Michigan,40,2017-12-31
Minnesota,46,2017-12-31
Mississippi,29,2017-12-31
Missouri,41,2017-12-31
Montana,23,2017-12-31
Nebraska,0,2017-12-31
Nevada,52,2017-12-31
New Hampshire,14,2017-12-31
New Jersey,45,2017-12-31
New Mexico,45,2017-12-31
New York,52,2017-12-31
North Carolina,43,2017-12-31
North Dakota,29,2017-12-31
Ohio,27,2017-12-31
Oklahoma,44,2017-12-31
Oregon,72,2017-12-31
Pennsylvania,36,2017-12-31
Rhode Island,35,2017-12-31
South Carolina,49,2017-12-31
South Dakota,0,2017-12-31
Tennessee,30,2017-12-31
Texas,26,2017-12-31
Utah,45,2017-12-31
Vermont,93,2017-12-31
Virginia,51,2017-12-31
Washington,38,2017-12-31
West Virginia,15,2017-12-31
Wisconsin,17,2017-12-31
Wyoming,44,2017-12-31
Alabama,48,2018-01-31
Alaska,0,2018-01-31
Arizona,52,2018-01-31
Arkansas,87,2018-01-31
California,37,2018-01-31
Colorado,62,2018-01-31
Connecticut,57,2018-01-31
Delaware,85,2018-01-31
District of Columbia,39,2018-01-31
Florida,55,2018-01-31
Georgia,43,2018-01-31
Hawaii,74,2018-01-31
Idaho,52,2018-01-31
Illinois,44,2018-01-31
Indiana,13,2018-01-31
Iowa,37,2018-01-31
Kansas,20,2018-01-31
Kentucky,34,2018-01-31
Louisiana,74,2018-01-31
Maine,0,2018-01-31
Maryland,74,2018-01-31
Massachusetts,49,2018-01-31
Michigan,45,2018-01-31
Minnesota,74,2018-01-31
Mississippi,48,2018-01-31
Missouri,35,2018-01-31
Montana,88,2018-01-31
Nebraska,38,2018-01-31
Nevada,49,2018-01-31
New Hampshire,56,2018-01-31
New Jersey,37,2018-01-31
New Mexico,29,2018-01-31
New York,55,2018-01-31
North Carolina,48,2018-01-31
North Dakota,37,2018-01-31
Ohio,43,2018-01-31
Oklahoma,40,2018-01-31
Oregon,78,2018-01-31
Pennsylvania,61,2018-01-31
Rhode Island,88,2018-01-31
South Carolina,11,2018-01-31
South Dakota,0,2018-01-31
Tennessee,31,2018-01-31
Texas,35,2018-01-31
Utah,100,2018-01-31
Vermont,0,2018-01-31
Virginia,38,2018-01-31
Washington,50,2018-01-31
West Virginia,0,2018-01-31
Wisconsin,18,2018-01-31
Wyoming,56,2018-01-31
Alabama,35,2018-02-28
Alaska,70,2018-02-28
Arizona,42,2018-02-28
Arkansas,18,2018-02-28
California,41,2018-02-28
Colorado,47,2018-02-28
Connecticut,61,2018-02-28
Delaware,92,2018-02-28
District of Columbia,75,2018-02-28
Florida,42,2018-02-28
Georgia,41,2018-02-28
Hawaii,77,2018-02-28
Idaho,0,2018-02-28
Illinois,44,2018-02-28
Indiana,31,2018-02-28
Iowa,31,2018-02-28
Kansas,41,2018-02-28
Kentucky,16,2018-02-28
Louisiana,38,2018-02-28
Maine,0,2018-02-28
Maryland,51,2018-02-28
Massachusetts,27,2018-02-28
Michigan,56,2018-02-28
Minnesota,46,2018-02-28
Mississippi,20,2018-02-28
Missouri,42,2018-02-28
Montana,49,2018-02-28
Nebraska,41,2018-02-28
Nevada,66,2018-02-28
New Hampshire,15,2018-02-28
New Jersey,39,2018-02-28
New Mexico,58,2018-02-28
New York,54,2018-02-28
North Carolina,36,2018-02-28
North Dakota,0,2018-02-28
Ohio,40,2018-02-28
Oklahoma,46,2018-02-28
Oregon,77,2018-02-28
Pennsylvania,31,2018-02-28
Rhode Island,0,2018-02-28
South Carolina,46,2018-02-28
South Dakota,30,2018-02-28
Tennessee,61,2018-02-28
Texas,41,2018-02-28
Utah,40,2018-02-28
Vermont,100,2018-02-28
Virginia,57,2018-02-28
Washington,40,2018-02-28
West Virginia,16,2018-02-28
Wisconsin,18,2018-02-28
Wyoming,46,2018-02-28
Alabama,46,2018-03-31
Alaska,36,2018-03-31
Arizona,30,2018-03-31
Arkansas,45,2018-03-31
California,33,2018-03-31
Colorado,50,2018-03-31
Connecticut,57,2018-03-31
Delaware,24,2018-03-31
District of Columbia,45,2018-03-31
Florida,54,2018-03-31
Georgia,36,2018-03-31
Hawaii,45,2018-03-31
Idaho,58,2018-03-31
Illinois,22,2018-03-31
Indiana,31,2018-03-31
Iowa,61,2018-03-31
Kansas,16,2018-03-31
Kentucky,11,2018-03-31
Louisiana,50,2018-03-31
Maine,51,2018-03-31
Maryland,50,2018-03-31
Massachusetts,34,2018-03-31
Michigan,35,2018-03-31
Minnesota,74,2018-03-31
Mississippi,20,2018-03-31
Missouri,21,2018-03-31
Montana,99,2018-03-31
Nebraska,30,2018-03-31
Nevada,40,2018-03-31
New Hampshire,46,2018-03-31
New Jersey,40,2018-03-31
New Mexico,23,2018-03-31
New York,40,2018-03-31
North Carolina,39,2018-03-31
North Dakota,0,2018-03-31
Ohio,17,2018-03-31
Oklahoma,33,2018-03-31
Oregon,56,2018-03-31
Pennsylvania,56,2018-03-31
Rhode Island,18,2018-03-31
South Carolina,24,2018-03-31
South Dakota,62,2018-03-31
Tennessee,19,2018-03-31
Texas,31,2018-03-31
Utah,100,2018-03-31
Vermont,69,2018-03-31
Virginia,37,2018-03-31
Washington,34,2018-03-31
West Virginia,33,2018-03-31
Wisconsin,40,2018-03-31
Wyoming,48,2018-03-31
Alabama,36,2018-04-30
Alaska,50,2018-04-30
Arizona,35,2018-04-30
Arkansas,13,2018-04-30
California,51,2018-04-30
Colorado,75,2018-04-30
Connecticut,21,2018-04-30
Delaware,0,2018-04-30
District of Columbia,21,2018-04-30
Florida,59,2018-04-30
Georgia,61,2018-04-30
Hawaii,21,2018-04-30
Idaho,100,2018-04-30
Illinois,58,2018-04-30
Indiana,64,2018-04-30
Iowa,22,2018-04-30
Kansas,12,2018-04-30
Kentucky,63,2018-04-30
Louisiana,54,2018-04-30
Maine,0,2018-04-30
Maryland,55,2018-04-30
Massachusetts,31,2018-04-30
Michigan,49,2018-04-30
Minnesota,60,2018-04-30
Mississippi,44,2018-04-30
Missouri,21,2018-04-30
Montana,70,2018-04-30
Nebraska,44,2018-04-30
Nevada,74,2018-04-30
New Hampshire,43,2018-04-30
New Jersey,35,2018-04-30
New Mexico,100,2018-04-30
New York,46,2018-04-30
North Carolina,53,2018-04-30
North Dakota,46,2018-04-30
Ohio,46,2018-04-30
Oklahoma,47,2018-04-30
Oregon,78,2018-04-30
Pennsylvania,33,2018-04-30
Rhode Island,25,2018-04-30
South Carolina,51,2018-04-30
South Dakota,45,2018-04-30
Tennessee,63,2018-04-30
Texas,40,2018-04-30
Utah,28,2018-04-30
Vermont,49,2018-04-30
Virginia,71,2018-04-30
Washington,71,2018-04-30
West Virginia,46,2018-04-30
Wisconsin,51,2018-04-30
Wyoming,0,2018-04-30
Alabama,28,2018-05-31
Alaska,0,2018-05-31
Arizona,32,2018-05-31
Arkansas,7,2018-05-31
California,24,2018-05-31
Colorado,41,2018-05-31
Connecticut,20,2018-05-31
Delaware,36,2018-05-31
District of Columbia,12,2018-05-31
Florida,26,2018-05-31
Georgia,34,2018-05-31
Hawaii,37,2018-05-31
Idaho,58,2018-05-31
Illinois,27,2018-05-31
Indiana,34,2018-05-31
Iowa,31,2018-05-31
Kansas,20,2018-05-31
Kentucky,27,2018-05-31
Louisiana,30,2018-05-31
Maine,25,2018-05-31
Maryland,37,2018-05-31
Massachusetts,28,2018-05-31
Michigan,37,2018-05-31
Minnesota,37,2018-05-31
Mississippi,16,2018-05-31
Missouri,41,2018-05-31
Montana,19,2018-05-31
Nebraska,25,2018-05-31
Nevada,32,2018-05-31
New Hampshire,12,2018-05-31
New Jersey,32,2018-05-31
New Mexico,36,2018-05-31
New York,25,2018-05-31
North Carolina,33,2018-05-31
North Dakota,52,2018-05-31
Ohio,31,2018-05-31
Oklahoma,42,2018-05-31
Oregon,62,2018-05-31
Pennsylvania,25,2018-05-31
Rhode Island,0,2018-05-31
South Carolina,37,2018-05-31
South Dakota,100,2018-05-31
Tennessee,22,2018-05-31
Texas,31,2018-05-31
Utah,42,2018-05-31
Vermont,28,2018-05-31
Virginia,24,2018-05-31
Washington,20,2018-05-31
West Virginia,13,2018-05-31
Wisconsin,41,2018-05-31
Wyoming,0,2018-05-31
Alabama,66,2018-06-30
Alaska,43,2018-06-30
Arizona,32,2018-06-30
Arkansas,36,2018-06-30
California,38,2018-06-30
Colorado,66,2018-06-30
Connecticut,47,2018-06-30
Delaware,0,2018-06-30
District of Columbia,40,2018-06-30
Florida,53,2018-06-30
Georgia,24,2018-06-30
Hawaii,39,2018-06-30
Idaho,18,2018-06-30
Illinois,67,2018-06-30
Indiana,32,2018-06-30
Iowa,0,2018-06-30
Kansas,22,2018-06-30
Kentucky,29,2018-06-30
Louisiana,83,2018-06-30
Maine,39,2018-06-30
Maryland,54,2018-06-30
Massachusetts,51,2018-06-30
Michigan,61,2018-06-30
Minnesota,79,2018-06-30
Mississippi,78,2018-06-30
Missouri,18,2018-06-30
Montana,31,2018-06-30
Nebraska,0,2018-06-30
Nevada,42,2018-06-30
New Hampshire,38,2018-06-30
New Jersey,48,2018-06-30
New Mexico,58,2018-06-30
New York,52,2018-06-30
North Carolina,71,2018-06-30
North Dakota,85,2018-06-30
Ohio,43,2018-06-30
Oklahoma,58,2018-06-30
Oregon,28,2018-06-30
Pennsylvania,49,2018-06-30
Rhode Island,47,2018-06-30
South Carolina,58,2018-06-30
South Dakota,0,2018-06-30
Tennessee,28,2018-06-30
Texas,46,2018-06-30
Utah,100,2018-06-30
Vermont,45,2018-06-30
Virginia,58,2018-06-30
Washington,13,2018-06-30
West Virginia,42,2018-06-30
Wisconsin,28,2018-06-30
Wyoming,0,2018-06-30
Alabama,50,2018-07-31
Alaska,0,2018-07-31
Arizona,33,2018-07-31
Arkansas,34,2018-07-31
California,21,2018-07-31
Colorado,32,2018-07-31
Connecticut,29,2018-07-31
Delaware,21,2018-07-31
District of Columbia,58,2018-07-31
Florida,40,2018-07-31
Georgia,31,2018-07-31
Hawaii,13,2018-07-31
Idaho,39,2018-07-31
Illinois,35,2018-07-31
Indiana,31,2018-07-31
Iowa,36,2018-07-31
Kansas,15,2018-07-31
Kentucky,31,2018-07-31
Louisiana,20,2018-07-31
Maine,100,2018-07-31
