geoName,Home,year
Ohio,55,2014-03-31
Oklahoma,61,2014-03-31
Oregon,38,2014-03-31
Pennsylvania,47,2014-03-31
Rhode Island,29,2014-03-31
South Carolina,76,2014-03-31
South Dakota,62,2014-03-31
Tennessee,80,2014-03-31
Texas,56,2014-03-31
Utah,70,2014-03-31
Vermont,78,2014-03-31
Virginia,45,2014-03-31
Washington,60,2014-03-31
West Virginia,67,2014-03-31
Wisconsin,51,2014-03-31
Wyoming,100,2014-03-31
Alabama,73,2014-04-30
Alaska,30,2014-04-30
Arizona,70,2014-04-30
Arkansas,97,2014-04-30
California,51,2014-04-30
Colorado,54,2014-04-30
Connecticut,42,2014-04-30
Delaware,87,2014-04-30
District of Columbia,46,2014-04-30
Florida,74,2014-04-30
Georgia,70,2014-04-30
Hawaii,45,2014-04-30
Idaho,72,2014-04-30
Illinois,50,2014-04-30
Indiana,49,2014-04-30
Iowa,61,2014-04-30
Kansas,66,2014-04-30
Kentucky,78,2014-04-30
Louisiana,71,2014-04-30
Maine,71,2014-04-30
Maryland,54,2014-04-30
Massachusetts,39,2014-04-30
Michigan,61,2014-04-30
Minnesota,54,2014-04-30
Mississippi,87,2014-04-30
Missouri,81,2014-04-30
Montana,100,2014-04-30
Nebraska,73,2014-04-30
Nevada,64,2014-04-30
New Hampshire,71,2014-04-30
New Jersey,43,2014-04-30
New Mexico,76,2014-04-30
New York,41,2014-04-30
North Carolina,77,2014-04-30
North Dakota,61,2014-04-30
Ohio,67,2014-04-30
Oklahoma,81,2014-04-30
Oregon,37,2014-04-30
Pennsylvania,53,2014-04-30
Rhode Island,35,2014-04-30
South Carolina,73,2014-04-30
South Dakota,56,2014-04-30
Tennessee,78,2014-04-30
Texas,59,2014-04-30
Utah,70,2014-04-30
Vermont,86,2014-04-30
Virginia,54,2014-04-30
Washington,58,2014-04-30
West Virginia,71,2014-04-30
Wisconsin,53,2014-04-30
Wyoming,44,2014-04-30
Alabama,77,2014-05-31
Alaska,25,2014-05-31
Arizona,67,2014-05-31
Arkansas,91,2014-05-31
California,58,2014-05-31
Colorado,68,2014-05-31
Connecticut,44,2014-05-31
Delaware,84,2014-05-31
District of Columbia,43,2014-05-31
Florida,71,2014-05-31
Georgia,73,2014-05-31
Hawaii,44,2014-05-31
Idaho,85,2014-05-31
Illinois,55,2014-05-31
Indiana,60,2014-05-31
Iowa,70,2014-05-31
Kansas,70,2014-05-31
Kentucky,48,2014-05-31
Louisiana,82,2014-05-31
Maine,52,2014-05-31
Maryland,70,2014-05-31
Massachusetts,34,2014-05-31
Michigan,67,2014-05-31
Minnesota,58,2014-05-31
Mississippi,100,2014-05-31
Missouri,57,2014-05-31
Montana,89,2014-05-31
Nebraska,64,2014-05-31
Nevada,61,2014-05-31
New Hampshire,51,2014-05-31
New Jersey,51,2014-05-31
New Mexico,77,2014-05-31
New York,45,2014-05-31
North Carolina,81,2014-05-31
North Dakota,51,2014-05-31
Ohio,61,2014-05-31
Oklahoma,76,2014-05-31
Oregon,41,2014-05-31
Pennsylvania,58,2014-05-31
Rhode Island,52,2014-05-31
South Carolina,84,2014-05-31
South Dakota,66,2014-05-31
Tennessee,70,2014-05-31
Texas,68,2014-05-31
Utah,81,2014-05-31
Vermont,64,2014-05-31
Virginia,54,2014-05-31
Washington,65,2014-05-31
West Virginia,85,2014-05-31
Wisconsin,70,2014-05-31
Wyoming,55,2014-05-31
Alabama,70,2014-06-30
Alaska,25,2014-06-30
Arizona,63,2014-06-30
Arkansas,95,2014-06-30
California,55,2014-06-30
Colorado,62,2014-06-30
Connecticut,64,2014-06-30
Delaware,81,2014-06-30
District of Columbia,58,2014-06-30
Florida,74,2014-06-30
Georgia,80,2014-06-30
Hawaii,36,2014-06-30
Idaho,82,2014-06-30
Illinois,50,2014-06-30
Indiana,57,2014-06-30
Iowa,70,2014-06-30
Kansas,60,2014-06-30
Kentucky,58,2014-06-30
Louisiana,76,2014-06-30
Maine,63,2014-06-30
Maryland,57,2014-06-30
Massachusetts,46,2014-06-30
Michigan,65,2014-06-30
Minnesota,59,2014-06-30
Mississippi,100,2014-06-30
Missouri,61,2014-06-30
Montana,59,2014-06-30
Nebraska,67,2014-06-30
Nevada,67,2014-06-30
New Hampshire,47,2014-06-30
New Jersey,50,2014-06-30
New Mexico,58,2014-06-30
New York,43,2014-06-30
North Carolina,81,2014-06-30
North Dakota,87,2014-06-30
Ohio,55,2014-06-30
Oklahoma,79,2014-06-30
Oregon,37,2014-06-30
Pennsylvania,51,2014-06-30
Rhode Island,51,2014-06-30
South Carolina,89,2014-06-30
South Dakota,60,2014-06-30
Tennessee,69,2014-06-30
Texas,58,2014-06-30
Utah,68,2014-06-30
Vermont,91,2014-06-30
Virginia,35,2014-06-30
Washington,65,2014-06-30
West Virginia,69,2014-06-30
Wisconsin,59,2014-06-30
Wyoming,81,2014-06-30
Alabama,69,2014-07-31
Alaska,62,2014-07-31
Arizona,74,2014-07-31
Arkansas,84,2014-07-31
California,63,2014-07-31
Colorado,67,2014-07-31
Connecticut,59,2014-07-31
Delaware,89,2014-07-31
District of Columbia,52,2014-07-31
Florida,75,2014-07-31
Georgia,74,2014-07-31
Hawaii,48,2014-07-31
Idaho,90,2014-07-31
Illinois,57,2014-07-31
Indiana,76,2014-07-31
Iowa,59,2014-07-31
Kansas,47,2014-07-31
Kentucky,69,2014-07-31
Louisiana,85,2014-07-31
Maine,65,2014-07-31
Maryland,73,2014-07-31
Massachusetts,48,2014-07-31
Michigan,67,2014-07-31
Minnesota,62,2014-07-31
Mississippi,83,2014-07-31
Missouri,58,2014-07-31
Montana,57,2014-07-31
Nebraska,51,2014-07-31
Nevada,73,2014-07-31
New Hampshire,82,2014-07-31
New Jersey,52,2014-07-31
New Mexico,61,2014-07-31
New York,45,2014-07-31
North Carolina,82,2014-07-31
North Dakota,13,2014-07-31
Ohio,55,2014-07-31
Oklahoma,85,2014-07-31
Oregon,49,2014-07-31
Pennsylvania,54,2014-07-31
Rhode Island,47,2014-07-31
South Carolina,77,2014-07-31
South Dakota,79,2014-07-31
Tennessee,75,2014-07-31
Texas,62,2014-07-31
Utah,68,2014-07-31
Vermont,87,2014-07-31
Virginia,36,2014-07-31
Washington,72,2014-07-31
West Virginia,90,2014-07-31
Wisconsin,64,2014-07-31
Wyoming,100,2014-07-31
Alabama,79,2014-08-31
Alaska,59,2014-08-31
Arizona,85,2014-08-31
Arkansas,80,2014-08-31
California,53,2014-08-31
Colorado,63,2014-08-31
Connecticut,50,2014-08-31
Delaware,82,2014-08-31
District of Columbia,37,2014-08-31
Florida,71,2014-08-31
Georgia,69,2014-08-31
Hawaii,50,2014-08-31
Idaho,91,2014-08-31
Illinois,49,2014-08-31
Indiana,57,2014-08-31
Iowa,46,2014-08-31
Kansas,61,2014-08-31
Kentucky,77,2014-08-31
Louisiana,60,2014-08-31
Maine,49,2014-08-31
Maryland,51,2014-08-31
Massachusetts,46,2014-08-31
Michigan,66,2014-08-31
Minnesota,63,2014-08-31
Mississippi,84,2014-08-31
Missouri,56,2014-08-31
Montana,34,2014-08-31
Nebraska,48,2014-08-31
Nevada,70,2014-08-31
New Hampshire,82,2014-08-31
New Jersey,44,2014-08-31
New Mexico,87,2014-08-31
New York,38,2014-08-31
North Carolina,85,2014-08-31
North Dakota,59,2014-08-31
Ohio,56,2014-08-31
Oklahoma,59,2014-08-31
Oregon,50,2014-08-31
Pennsylvania,54,2014-08-31
Rhode Island,43,2014-08-31
South Carolina,63,2014-08-31
South Dakota,65,2014-08-31
Tennessee,77,2014-08-31
Texas,58,2014-08-31
Utah,74,2014-08-31
Vermont,58,2014-08-31
Virginia,35,2014-08-31
Washington,56,2014-08-31
West Virginia,80,2014-08-31
Wisconsin,50,2014-08-31
Wyoming,100,2014-08-31
Alabama,77,2014-09-30
Alaska,43,2014-09-30
Arizona,79,2014-09-30
Arkansas,74,2014-09-30
California,57,2014-09-30
Colorado,55,2014-09-30
Connecticut,47,2014-09-30
Delaware,98,2014-09-30
District of Columbia,42,2014-09-30
Florida,73,2014-09-30
Georgia,77,2014-09-30
Hawaii,50,2014-09-30
Idaho,67,2014-09-30
Illinois,50,2014-09-30
Indiana,59,2014-09-30
Iowa,36,2014-09-30
Kansas,47,2014-09-30
Kentucky,52,2014-09-30
Louisiana,55,2014-09-30
Maine,54,2014-09-30
Maryland,52,2014-09-30
Massachusetts,48,2014-09-30
Michigan,64,2014-09-30
Minnesota,63,2014-09-30
Mississippi,79,2014-09-30
Missouri,54,2014-09-30
Montana,81,2014-09-30
Nebraska,73,2014-09-30
Nevada,50,2014-09-30
New Hampshire,45,2014-09-30
New Jersey,47,2014-09-30
New Mexico,93,2014-09-30
New York,42,2014-09-30
North Carolina,81,2014-09-30
North Dakota,51,2014-09-30
Ohio,54,2014-09-30
Oklahoma,50,2014-09-30
Oregon,30,2014-09-30
Pennsylvania,41,2014-09-30
Rhode Island,32,2014-09-30
South Carolina,74,2014-09-30
South Dakota,52,2014-09-30
Tennessee,60,2014-09-30
Texas,59,2014-09-30
Utah,48,2014-09-30
Vermont,49,2014-09-30
Virginia,37,2014-09-30
Washington,54,2014-09-30
West Virginia,67,2014-09-30
Wisconsin,53,2014-09-30
Wyoming,100,2014-09-30
Alabama,84,2014-10-31
Alaska,43,2014-10-31
Arizona,76,2014-10-31
Arkansas,100,2014-10-31
California,67,2014-10-31
Colorado,82,2014-10-31
Connecticut,63,2014-10-31
Delaware,80,2014-10-31
District of Columbia,59,2014-10-31
Florida,84,2014-10-31
Georgia,97,2014-10-31
Hawaii,29,2014-10-31
Idaho,63,2014-10-31
Illinois,57,2014-10-31
Indiana,55,2014-10-31
Iowa,80,2014-10-31
Kansas,64,2014-10-31
Kentucky,75,2014-10-31
Louisiana,97,2014-10-31
Maine,59,2014-10-31
Maryland,81,2014-10-31
Massachusetts,52,2014-10-31
Michigan,68,2014-10-31
Minnesota,73,2014-10-31
Mississippi,58,2014-10-31
Missouri,69,2014-10-31
Montana,69,2014-10-31
Nebraska,31,2014-10-31
Nevada,68,2014-10-31
New Hampshire,55,2014-10-31
New Jersey,60,2014-10-31
New Mexico,87,2014-10-31
New York,55,2014-10-31
North Carolina,87,2014-10-31
North Dakota,67,2014-10-31
Ohio,55,2014-10-31
Oklahoma,73,2014-10-31
Oregon,38,2014-10-31
Pennsylvania,56,2014-10-31
Rhode Island,51,2014-10-31
South Carolina,79,2014-10-31
South Dakota,83,2014-10-31
Tennessee,76,2014-10-31
Texas,73,2014-10-31
Utah,75,2014-10-31
Vermont,73,2014-10-31
Virginia,46,2014-10-31
Washington,69,2014-10-31
West Virginia,54,2014-10-31
Wisconsin,47,2014-10-31
Wyoming,70,2014-10-31
Alabama,44,2014-11-30
Alaska,22,2014-11-30
Arizona,52,2014-11-30
Arkansas,45,2014-11-30
California,44,2014-11-30
Colorado,47,2014-11-30
Connecticut,37,2014-11-30
Delaware,81,2014-11-30
District of Columbia,43,2014-11-30
Florida,55,2014-11-30
Georgia,51,2014-11-30
Hawaii,40,2014-11-30
Idaho,33,2014-11-30
Illinois,46,2014-11-30
Indiana,37,2014-11-30
Iowa,41,2014-11-30
Kansas,45,2014-11-30
Kentucky,42,2014-11-30
Louisiana,54,2014-11-30
Maine,44,2014-11-30
Maryland,43,2014-11-30
Massachusetts,28,2014-11-30
Michigan,44,2014-11-30
Minnesota,41,2014-11-30
Mississippi,44,2014-11-30
Missouri,54,2014-11-30
Montana,55,2014-11-30
Nebraska,47,2014-11-30
Nevada,50,2014-11-30
New Hampshire,38,2014-11-30
New Jersey,32,2014-11-30
New Mexico,44,2014-11-30
New York,35,2014-11-30
North Carolina,60,2014-11-30
North Dakota,68,2014-11-30
Ohio,44,2014-11-30
Oklahoma,50,2014-11-30
Oregon,23,2014-11-30
Pennsylvania,40,2014-11-30
Rhode Island,10,2014-11-30
South Carolina,55,2014-11-30
South Dakota,41,2014-11-30
Tennessee,49,2014-11-30
Texas,45,2014-11-30
Utah,44,2014-11-30
Vermont,51,2014-11-30
Virginia,22,2014-11-30
Washington,40,2014-11-30
West Virginia,46,2014-11-30
Wisconsin,31,2014-11-30
Wyoming,100,2014-11-30
Alabama,82,2014-12-31
Alaska,48,2014-12-31
Arizona,76,2014-12-31
Arkansas,91,2014-12-31
California,59,2014-12-31
Colorado,69,2014-12-31
Connecticut,47,2014-12-31
Delaware,68,2014-12-31
District of Columbia,48,2014-12-31
Florida,80,2014-12-31
Georgia,71,2014-12-31
Hawaii,52,2014-12-31
Idaho,100,2014-12-31
Illinois,52,2014-12-31
Indiana,55,2014-12-31
Iowa,44,2014-12-31
Kansas,50,2014-12-31
Kentucky,60,2014-12-31
Louisiana,70,2014-12-31
Maine,47,2014-12-31
Maryland,54,2014-12-31
Massachusetts,43,2014-12-31
Michigan,63,2014-12-31
Minnesota,50,2014-12-31
Mississippi,90,2014-12-31
Missouri,72,2014-12-31
Montana,66,2014-12-31
Nebraska,55,2014-12-31
Nevada,87,2014-12-31
New Hampshire,82,2014-12-31
New Jersey,39,2014-12-31
New Mexico,85,2014-12-31
New York,53,2014-12-31
North Carolina,80,2014-12-31
North Dakota,63,2014-12-31
Ohio,57,2014-12-31
Oklahoma,65,2014-12-31
Oregon,45,2014-12-31
Pennsylvania,59,2014-12-31
Rhode Island,34,2014-12-31
South Carolina,73,2014-12-31
South Dakota,66,2014-12-31
Tennessee,68,2014-12-31
Texas,57,2014-12-31
Utah,59,2014-12-31
Vermont,35,2014-12-31
Virginia,33,2014-12-31
Washington,58,2014-12-31
West Virginia,73,2014-12-31
Wisconsin,51,2014-12-31
Wyoming,83,2014-12-31
Alabama,64,2015-01-31
Alaska,24,2015-01-31
Arizona,60,2015-01-31
Arkansas,75,2015-01-31
California,47,2015-01-31
Colorado,56,2015-01-31
Connecticut,26,2015-01-31
Delaware,59,2015-01-31
District of Columbia,38,2015-01-31
Florida,63,2015-01-31
Georgia,66,2015-01-31
Hawaii,45,2015-01-31
Idaho,70,2015-01-31
Illinois,38,2015-01-31
Indiana,35,2015-01-31
Iowa,34,2015-01-31
Kansas,43,2015-01-31
Kentucky,36,2015-01-31
Louisiana,56,2015-01-31
Maine,35,2015-01-31
Maryland,44,2015-01-31
Massachusetts,29,2015-01-31
Michigan,59,2015-01-31
Minnesota,49,2015-01-31
Mississippi,46,2015-01-31
Missouri,48,2015-01-31
Montana,75,2015-01-31
Nebraska,45,2015-01-31
Nevada,48,2015-01-31
New Hampshire,34,2015-01-31
New Jersey,33,2015-01-31
New Mexico,32,2015-01-31
New York,34,2015-01-31
North Carolina,56,2015-01-31
North Dakota,67,2015-01-31
Ohio,40,2015-01-31
Oklahoma,49,2015-01-31
Oregon,36,2015-01-31
Pennsylvania,35,2015-01-31
Rhode Island,39,2015-01-31
South Carolina,54,2015-01-31
South Dakota,59,2015-01-31
Tennessee,53,2015-01-31
Texas,44,2015-01-31
Utah,58,2015-01-31
Vermont,38,2015-01-31
Virginia,27,2015-01-31
Washington,47,2015-01-31
West Virginia,67,2015-01-31
Wisconsin,42,2015-01-31
Wyoming,100,2015-01-31
Alabama,59,2015-02-28
Alaska,63,2015-02-28
Arizona,39,2015-02-28
Arkansas,48,2015-02-28
California,40,2015-02-28
Colorado,42,2015-02-28
Connecticut,40,2015-02-28
Delaware,58,2015-02-28
District of Columbia,31,2015-02-28
Florida,56,2015-02-28
Georgia,54,2015-02-28
Hawaii,27,2015-02-28
Idaho,100,2015-02-28
Illinois,33,2015-02-28
Indiana,39,2015-02-28
Iowa,21,2015-02-28
Kansas,50,2015-02-28
Kentucky,42,2015-02-28
Louisiana,58,2015-02-28
Maine,52,2015-02-28
Maryland,51,2015-02-28
Massachusetts,31,2015-02-28
Michigan,47,2015-02-28
Minnesota,39,2015-02-28
Mississippi,49,2015-02-28
Missouri,45,2015-02-28
Montana,59,2015-02-28
Nebraska,42,2015-02-28
Nevada,55,2015-02-28
New Hampshire,35,2015-02-28
New Jersey,31,2015-02-28
New Mexico,50,2015-02-28
New York,35,2015-02-28
North Carolina,51,2015-02-28
North Dakota,48,2015-02-28
Ohio,39,2015-02-28
Oklahoma,50,2015-02-28
Oregon,28,2015-02-28
Pennsylvania,42,2015-02-28
Rhode Island,29,2015-02-28
South Carolina,45,2015-02-28
South Dakota,42,2015-02-28
Tennessee,51,2015-02-28
Texas,40,2015-02-28
Utah,44,2015-02-28
Vermont,60,2015-02-28
Virginia,19,2015-02-28
Washington,40,2015-02-28
West Virginia,39,2015-02-28
Wisconsin,33,2015-02-28
Wyoming,54,2015-02-28
Alabama,84,2015-03-31
Alaska,66,2015-03-31
Arizona,83,2015-03-31
Arkansas,84,2015-03-31
California,63,2015-03-31
Colorado,77,2015-03-31
Connecticut,45,2015-03-31
Delaware,93,2015-03-31
District of Columbia,54,2015-03-31
Florida,81,2015-03-31
Georgia,80,2015-03-31
Hawaii,47,2015-03-31
Idaho,98,2015-03-31
Illinois,61,2015-03-31
Indiana,51,2015-03-31
Iowa,70,2015-03-31
Kansas,73,2015-03-31
Kentucky,73,2015-03-31
Louisiana,75,2015-03-31
Maine,82,2015-03-31
Maryland,59,2015-03-31
Massachusetts,54,2015-03-31
Michigan,70,2015-03-31
Minnesota,79,2015-03-31
Mississippi,61,2015-03-31
Missouri,72,2015-03-31
Montana,65,2015-03-31
Nebraska,57,2015-03-31
Nevada,98,2015-03-31
New Hampshire,72,2015-03-31
New Jersey,51,2015-03-31
New Mexico,100,2015-03-31
New York,49,2015-03-31
North Carolina,75,2015-03-31
North Dakota,50,2015-03-31
Ohio,56,2015-03-31
Oklahoma,77,2015-03-31
Oregon,51,2015-03-31
Pennsylvania,57,2015-03-31
Rhode Island,26,2015-03-31
South Carolina,76,2015-03-31
South Dakota,32,2015-03-31
Tennessee,87,2015-03-31
Texas,67,2015-03-31
Utah,74,2015-03-31
Vermont,68,2015-03-31
Virginia,30,2015-03-31
Washington,69,2015-03-31
West Virginia,62,2015-03-31
Wisconsin,64,2015-03-31
Wyoming,75,2015-03-31
Alabama,54,2015-04-30
Alaska,48,2015-04-30
Arizona,53,2015-04-30
Arkansas,55,2015-04-30
California,52,2015-04-30
Colorado,53,2015-04-30
Connecticut,37,2015-04-30
Delaware,72,2015-04-30
District of Columbia,36,2015-04-30
Florida,63,2015-04-30
Georgia,70,2015-04-30
Hawaii,37,2015-04-30
Idaho,85,2015-04-30
Illinois,40,2015-04-30
Indiana,49,2015-04-30
Iowa,49,2015-04-30
Kansas,42,2015-04-30
Kentucky,46,2015-04-30
Louisiana,56,2015-04-30
Maine,54,2015-04-30
Maryland,54,2015-04-30
Massachusetts,42,2015-04-30
Michigan,53,2015-04-30
Minnesota,62,2015-04-30
Mississippi,100,2015-04-30
Missouri,45,2015-04-30
Montana,72,2015-04-30
Nebraska,62,2015-04-30
Nevada,53,2015-04-30
New Hampshire,47,2015-04-30
New Jersey,42,2015-04-30
New Mexico,70,2015-04-30
New York,37,2015-04-30
North Carolina,58,2015-04-30
North Dakota,65,2015-04-30
Ohio,52,2015-04-30
Oklahoma,66,2015-04-30
Oregon,45,2015-04-30
Pennsylvania,43,2015-04-30
Rhode Island,42,2015-04-30
South Carolina,71,2015-04-30
South Dakota,50,2015-04-30
Tennessee,48,2015-04-30
Texas,55,2015-04-30
Utah,45,2015-04-30
Vermont,62,2015-04-30
Virginia,22,2015-04-30
Washington,49,2015-04-30
West Virginia,61,2015-04-30
Wisconsin,45,2015-04-30
Wyoming,60,2015-04-30
Alabama,88,2015-05-31
Alaska,62,2015-05-31
Arizona,73,2015-05-31
Arkansas,99,2015-05-31
California,65,2015-05-31
Colorado,79,2015-05-31
Connecticut,48,2015-05-31
Delaware,71,2015-05-31
District of Columbia,52,2015-05-31
Florida,82,2015-05-31
Georgia,89,2015-05-31
Hawaii,49,2015-05-31
Idaho,95,2015-05-31
Illinois,55,2015-05-31
Indiana,44,2015-05-31
Iowa,49,2015-05-31
Kansas,59,2015-05-31
Kentucky,70,2015-05-31
Louisiana,100,2015-05-31
Maine,69,2015-05-31
Maryland,72,2015-05-31
Massachusetts,50,2015-05-31
Michigan,72,2015-05-31
Minnesota,62,2015-05-31
Mississippi,85,2015-05-31
Missouri,76,2015-05-31
Montana,73,2015-05-31
Nebraska,63,2015-05-31
Nevada,64,2015-05-31
New Hampshire,82,2015-05-31
New Jersey,52,2015-05-31
New Mexico,67,2015-05-31
New York,51,2015-05-31
North Carolina,98,2015-05-31
North Dakota,69,2015-05-31
Ohio,57,2015-05-31
Oklahoma,81,2015-05-31
Oregon,74,2015-05-31
Pennsylvania,61,2015-05-31
Rhode Island,53,2015-05-31
South Carolina,87,2015-05-31
South Dakota,79,2015-05-31
Tennessee,69,2015-05-31
Texas,72,2015-05-31
Utah,89,2015-05-31
Vermont,49,2015-05-31
Virginia,34,2015-05-31
Washington,57,2015-05-31
West Virginia,81,2015-05-31
Wisconsin,72,2015-05-31
Wyoming,77,2015-05-31
Alabama,70,2015-06-30
Alaska,28,2015-06-30
Arizona,61,2015-06-30
Arkansas,82,2015-06-30
California,51,2015-06-30
Colorado,57,2015-06-30
Connecticut,42,2015-06-30
Delaware,89,2015-06-30
District of Columbia,46,2015-06-30
Florida,63,2015-06-30
Georgia,64,2015-06-30
Hawaii,37,2015-06-30
Idaho,71,2015-06-30
Illinois,49,2015-06-30
Indiana,45,2015-06-30
Iowa,56,2015-06-30
Kansas,51,2015-06-30
Kentucky,65,2015-06-30
Louisiana,73,2015-06-30
Maine,63,2015-06-30
Maryland,45,2015-06-30
Massachusetts,38,2015-06-30
Michigan,60,2015-06-30
Minnesota,60,2015-06-30
Mississippi,53,2015-06-30
Missouri,61,2015-06-30
Montana,72,2015-06-30
Nebraska,54,2015-06-30
Nevada,50,2015-06-30
New Hampshire,58,2015-06-30
New Jersey,43,2015-06-30
New Mexico,100,2015-06-30
New York,37,2015-06-30
North Carolina,83,2015-06-30
North Dakota,73,2015-06-30
Ohio,53,2015-06-30
Oklahoma,79,2015-06-30
Oregon,69,2015-06-30
Pennsylvania,52,2015-06-30
Rhode Island,45,2015-06-30
South Carolina,76,2015-06-30
South Dakota,56,2015-06-30
Tennessee,63,2015-06-30
Texas,61,2015-06-30
Utah,79,2015-06-30
Vermont,65,2015-06-30
Virginia,53,2015-06-30
Washington,58,2015-06-30
West Virginia,84,2015-06-30
Wisconsin,46,2015-06-30
Wyoming,59,2015-06-30
Alabama,87,2015-07-31
Alaska,42,2015-07-31
Arizona,81,2015-07-31
Arkansas,72,2015-07-31
California,59,2015-07-31
Colorado,77,2015-07-31
Connecticut,46,2015-07-31
Delaware,50,2015-07-31
District of Columbia,57,2015-07-31
Florida,76,2015-07-31
Georgia,79,2015-07-31
Hawaii,58,2015-07-31
Idaho,80,2015-07-31
Illinois,54,2015-07-31
Indiana,51,2015-07-31
Iowa,41,2015-07-31
Kansas,60,2015-07-31
Kentucky,60,2015-07-31
Louisiana,88,2015-07-31
Maine,86,2015-07-31
Maryland,61,2015-07-31
Massachusetts,51,2015-07-31
Michigan,76,2015-07-31
Minnesota,66,2015-07-31
Mississippi,46,2015-07-31
Missouri,71,2015-07-31
Montana,67,2015-07-31
Nebraska,77,2015-07-31
Nevada,76,2015-07-31
New Hampshire,76,2015-07-31
New Jersey,43,2015-07-31
New Mexico,100,2015-07-31
New York,43,2015-07-31
North Carolina,88,2015-07-31
North Dakota,71,2015-07-31
Ohio,60,2015-07-31
Oklahoma,73,2015-07-31
Oregon,71,2015-07-31
Pennsylvania,45,2015-07-31
Rhode Island,45,2015-07-31
South Carolina,90,2015-07-31
South Dakota,45,2015-07-31
Tennessee,77,2015-07-31
Texas,66,2015-07-31
Utah,85,2015-07-31
Vermont,40,2015-07-31
Virginia,64,2015-07-31
Washington,63,2015-07-31
West Virginia,41,2015-07-31
Wisconsin,58,2015-07-31
Wyoming,68,2015-07-31
Alabama,73,2015-08-31
Alaska,74,2015-08-31
Arizona,76,2015-08-31
Arkansas,88,2015-08-31
California,66,2015-08-31
Colorado,64,2015-08-31
Connecticut,50,2015-08-31
Delaware,100,2015-08-31
District of Columbia,55,2015-08-31
Florida,74,2015-08-31
Georgia,77,2015-08-31
Hawaii,45,2015-08-31
Idaho,88,2015-08-31
Illinois,53,2015-08-31
Indiana,48,2015-08-31
Iowa,48,2015-08-31
Kansas,66,2015-08-31
Kentucky,76,2015-08-31
Louisiana,59,2015-08-31
Maine,68,2015-08-31
Maryland,51,2015-08-31
Massachusetts,53,2015-08-31
Michigan,72,2015-08-31
Minnesota,68,2015-08-31
Mississippi,61,2015-08-31
Missouri,69,2015-08-31
Montana,57,2015-08-31
Nebraska,76,2015-08-31
Nevada,79,2015-08-31
New Hampshire,64,2015-08-31
New Jersey,52,2015-08-31
New Mexico,65,2015-08-31
New York,48,2015-08-31
North Carolina,80,2015-08-31
North Dakota,70,2015-08-31
Ohio,61,2015-08-31
Oklahoma,83,2015-08-31
Oregon,89,2015-08-31
Pennsylvania,50,2015-08-31
Rhode Island,56,2015-08-31
South Carolina,93,2015-08-31
South Dakota,65,2015-08-31
Tennessee,70,2015-08-31
Texas,66,2015-08-31
Utah,89,2015-08-31
Vermont,59,2015-08-31
Virginia,59,2015-08-31
Washington,63,2015-08-31
West Virginia,67,2015-08-31
Wisconsin,59,2015-08-31
Wyoming,65,2015-08-31
Alabama,74,2015-09-30
Alaska,76,2015-09-30
Arizona,89,2015-09-30
Arkansas,84,2015-09-30
California,70,2015-09-30
Colorado,84,2015-09-30
Connecticut,57,2015-09-30
Delaware,77,2015-09-30
District of Columbia,52,2015-09-30
Florida,81,2015-09-30
Georgia,77,2015-09-30
Hawaii,49,2015-09-30
Idaho,83,2015-09-30
Illinois,51,2015-09-30
Indiana,53,2015-09-30
Iowa,45,2015-09-30
Kansas,49,2015-09-30
Kentucky,49,2015-09-30
Louisiana,81,2015-09-30
Maine,84,2015-09-30
Maryland,71,2015-09-30
Massachusetts,43,2015-09-30
Michigan,61,2015-09-30
Minnesota,66,2015-09-30
Mississippi,100,2015-09-30
Missouri,66,2015-09-30
Montana,80,2015-09-30
Nebraska,85,2015-09-30
Nevada,62,2015-09-30
New Hampshire,68,2015-09-30
New Jersey,50,2015-09-30
New Mexico,47,2015-09-30
New York,47,2015-09-30
North Carolina,77,2015-09-30
North Dakota,76,2015-09-30
Ohio,48,2015-09-30
Oklahoma,71,2015-09-30
Oregon,84,2015-09-30
Pennsylvania,57,2015-09-30
Rhode Island,34,2015-09-30
South Carolina,72,2015-09-30
South Dakota,66,2015-09-30
Tennessee,73,2015-09-30
Texas,67,2015-09-30
Utah,59,2015-09-30
Vermont,44,2015-09-30
Virginia,57,2015-09-30
