geoName,Investment,year
Iowa,23,2013-06-30
Kansas,54,2013-06-30
Kentucky,0,2013-06-30
Louisiana,53,2013-06-30
Maine,0,2013-06-30
Maryland,25,2013-06-30
Massachusetts,36,2013-06-30
Michigan,29,2013-06-30
Minnesota,59,2013-06-30
Mississippi,0,2013-06-30
Missouri,71,2013-06-30
Montana,0,2013-06-30
Nebraska,31,2013-06-30
Nevada,18,2013-06-30
New Hampshire,77,2013-06-30
New Jersey,62,2013-06-30
New Mexico,0,2013-06-30
New York,59,2013-06-30
North Carolina,53,2013-06-30
North Dakota,0,2013-06-30
Ohio,21,2013-06-30
Oklahoma,16,2013-06-30
Oregon,59,2013-06-30
Pennsylvania,46,2013-06-30
Rhode Island,50,2013-06-30
South Carolina,16,2013-06-30
South Dakota,100,2013-06-30
Tennessee,19,2013-06-30
Texas,40,2013-06-30
Utah,83,2013-06-30
Vermont,87,2013-06-30
Virginia,55,2013-06-30
Washington,51,2013-06-30
West Virginia,0,2013-06-30
Wisconsin,54,2013-06-30
Wyoming,0,2013-06-30
Alabama,0,2013-07-31
Alaska,57,2013-07-31
Arizona,24,2013-07-31
Arkansas,0,2013-07-31
California,48,2013-07-31
Colorado,19,2013-07-31
Connecticut,21,2013-07-31
Delaware,0,2013-07-31
District of Columbia,62,2013-07-31
Florida,32,2013-07-31
Georgia,19,2013-07-31
Hawaii,77,2013-07-31
Idaho,35,2013-07-31
Illinois,39,2013-07-31
Indiana,17,2013-07-31
Iowa,0,2013-07-31
Kansas,47,2013-07-31
Kentucky,13,2013-07-31
Louisiana,0,2013-07-31
Maine,100,2013-07-31
Maryland,40,2013-07-31
Massachusetts,39,2013-07-31
Michigan,34,2013-07-31
Minnesota,35,2013-07-31
Mississippi,18,2013-07-31
Missouri,42,2013-07-31
Montana,0,2013-07-31
Nebraska,48,2013-07-31
Nevada,12,2013-07-31
New Hampshire,0,2013-07-31
New Jersey,22,2013-07-31
New Mexico,87,2013-07-31
New York,45,2013-07-31
North Carolina,29,2013-07-31
North Dakota,0,2013-07-31
Ohio,24,2013-07-31
Oklahoma,19,2013-07-31
Oregon,5,2013-07-31
Pennsylvania,31,2013-07-31
Rhode Island,39,2013-07-31
South Carolina,25,2013-07-31
South Dakota,0,2013-07-31
Tennessee,41,2013-07-31
Texas,38,2013-07-31
Utah,11,2013-07-31
Vermont,66,2013-07-31
Virginia,28,2013-07-31
Washington,34,2013-07-31
West Virginia,0,2013-07-31
Wisconsin,43,2013-07-31
Wyoming,0,2013-07-31
Alabama,31,2013-08-31
Alaska,0,2013-08-31
Arizona,38,2013-08-31
Arkansas,0,2013-08-31
California,44,2013-08-31
Colorado,56,2013-08-31
Connecticut,25,2013-08-31
Delaware,72,2013-08-31
District of Columbia,100,2013-08-31
Florida,40,2013-08-31
Georgia,25,2013-08-31
Hawaii,32,2013-08-31
Idaho,79,2013-08-31
Illinois,23,2013-08-31
Indiana,60,2013-08-31
Iowa,20,2013-08-31
Kansas,12,2013-08-31
Kentucky,21,2013-08-31
Louisiana,70,2013-08-31
Maine,37,2013-08-31
Maryland,33,2013-08-31
Massachusetts,41,2013-08-31
Michigan,33,2013-08-31
Minnesota,38,2013-08-31
Mississippi,56,2013-08-31
Missouri,45,2013-08-31
Montana,0,2013-08-31
Nebraska,82,2013-08-31
Nevada,56,2013-08-31
New Hampshire,0,2013-08-31
New Jersey,22,2013-08-31
New Mexico,35,2013-08-31
New York,54,2013-08-31
North Carolina,42,2013-08-31
North Dakota,0,2013-08-31
Ohio,32,2013-08-31
Oklahoma,0,2013-08-31
Oregon,25,2013-08-31
Pennsylvania,12,2013-08-31
Rhode Island,44,2013-08-31
South Carolina,29,2013-08-31
South Dakota,0,2013-08-31
Tennessee,0,2013-08-31
Texas,32,2013-08-31
Utah,62,2013-08-31
Vermont,0,2013-08-31
Virginia,45,2013-08-31
Washington,43,2013-08-31
West Virginia,45,2013-08-31
Wisconsin,17,2013-08-31
Wyoming,0,2013-08-31
Alabama,8,2013-09-30
Alaska,34,2013-09-30
Arizona,23,2013-09-30
Arkansas,0,2013-09-30
California,28,2013-09-30
Colorado,8,2013-09-30
Connecticut,19,2013-09-30
Delaware,36,2013-09-30
District of Columbia,32,2013-09-30
Florida,29,2013-09-30
Georgia,21,2013-09-30
Hawaii,33,2013-09-30
Idaho,100,2013-09-30
Illinois,23,2013-09-30
Indiana,21,2013-09-30
Iowa,0,2013-09-30
Kansas,15,2013-09-30
Kentucky,11,2013-09-30
Louisiana,7,2013-09-30
Maine,0,2013-09-30
Maryland,4,2013-09-30
Massachusetts,21,2013-09-30
Michigan,11,2013-09-30
Minnesota,3,2013-09-30
Mississippi,0,2013-09-30
Missouri,19,2013-09-30
Montana,0,2013-09-30
Nebraska,41,2013-09-30
Nevada,62,2013-09-30
New Hampshire,18,2013-09-30
New Jersey,16,2013-09-30
New Mexico,69,2013-09-30
New York,30,2013-09-30
North Carolina,29,2013-09-30
North Dakota,81,2013-09-30
Ohio,5,2013-09-30
Oklahoma,6,2013-09-30
Oregon,26,2013-09-30
Pennsylvania,16,2013-09-30
Rhode Island,0,2013-09-30
South Carolina,15,2013-09-30
South Dakota,41,2013-09-30
Tennessee,4,2013-09-30
Texas,15,2013-09-30
Utah,22,2013-09-30
Vermont,0,2013-09-30
Virginia,30,2013-09-30
Washington,5,2013-09-30
West Virginia,44,2013-09-30
Wisconsin,23,2013-09-30
Wyoming,64,2013-09-30
Alabama,0,2013-10-31
Alaska,89,2013-10-31
Arizona,78,2013-10-31
Arkansas,0,2013-10-31
California,55,2013-10-31
Colorado,51,2013-10-31
Connecticut,33,2013-10-31
Delaware,0,2013-10-31
District of Columbia,57,2013-10-31
Florida,38,2013-10-31
Georgia,34,2013-10-31
Hawaii,40,2013-10-31
Idaho,99,2013-10-31
Illinois,35,2013-10-31
Indiana,64,2013-10-31
Iowa,78,2013-10-31
Kansas,22,2013-10-31
Kentucky,92,2013-10-31
Louisiana,77,2013-10-31
Maine,0,2013-10-31
Maryland,21,2013-10-31
Massachusetts,55,2013-10-31
Michigan,21,2013-10-31
Minnesota,25,2013-10-31
Mississippi,40,2013-10-31
Missouri,39,2013-10-31
Montana,0,2013-10-31
Nebraska,0,2013-10-31
Nevada,19,2013-10-31
New Hampshire,44,2013-10-31
New Jersey,48,2013-10-31
New Mexico,44,2013-10-31
New York,82,2013-10-31
North Carolina,50,2013-10-31
North Dakota,100,2013-10-31
Ohio,61,2013-10-31
Oklahoma,47,2013-10-31
Oregon,35,2013-10-31
Pennsylvania,19,2013-10-31
Rhode Island,0,2013-10-31
South Carolina,38,2013-10-31
South Dakota,0,2013-10-31
Tennessee,31,2013-10-31
Texas,32,2013-10-31
Utah,40,2013-10-31
Vermont,0,2013-10-31
Virginia,39,2013-10-31
Washington,28,2013-10-31
West Virginia,48,2013-10-31
Wisconsin,10,2013-10-31
Wyoming,0,2013-10-31
Alabama,20,2013-11-30
Alaska,0,2013-11-30
Arizona,57,2013-11-30
Arkansas,39,2013-11-30
California,55,2013-11-30
Colorado,37,2013-11-30
Connecticut,33,2013-11-30
Delaware,71,2013-11-30
District of Columbia,0,2013-11-30
Florida,73,2013-11-30
Georgia,20,2013-11-30
Hawaii,43,2013-11-30
Idaho,100,2013-11-30
Illinois,59,2013-11-30
Indiana,53,2013-11-30
Iowa,0,2013-11-30
Kansas,69,2013-11-30
Kentucky,0,2013-11-30
Louisiana,20,2013-11-30
Maine,0,2013-11-30
Maryland,31,2013-11-30
Massachusetts,25,2013-11-30
Michigan,13,2013-11-30
Minnesota,95,2013-11-30
Mississippi,0,2013-11-30
Missouri,67,2013-11-30
Montana,0,2013-11-30
Nebraska,38,2013-11-30
Nevada,0,2013-11-30
New Hampshire,88,2013-11-30
New Jersey,49,2013-11-30
New Mexico,0,2013-11-30
New York,39,2013-11-30
North Carolina,46,2013-11-30
North Dakota,0,2013-11-30
Ohio,60,2013-11-30
Oklahoma,17,2013-11-30
Oregon,58,2013-11-30
Pennsylvania,44,2013-11-30
Rhode Island,57,2013-11-30
South Carolina,19,2013-11-30
South Dakota,0,2013-11-30
Tennessee,12,2013-11-30
Texas,45,2013-11-30
Utah,72,2013-11-30
Vermont,0,2013-11-30
Virginia,34,2013-11-30
Washington,23,2013-11-30
West Virginia,0,2013-11-30
Wisconsin,25,2013-11-30
Wyoming,0,2013-11-30
Alabama,17,2013-12-31
Alaska,0,2013-12-31
Arizona,33,2013-12-31
Arkansas,34,2013-12-31
California,29,2013-12-31
Colorado,17,2013-12-31
Connecticut,43,2013-12-31
Delaware,0,2013-12-31
District of Columbia,23,2013-12-31
Florida,36,2013-12-31
Georgia,30,2013-12-31
Hawaii,35,2013-12-31
Idaho,22,2013-12-31
Illinois,25,2013-12-31
Indiana,23,2013-12-31
Iowa,38,2013-12-31
Kansas,7,2013-12-31
Kentucky,0,2013-12-31
Louisiana,0,2013-12-31
Maine,0,2013-12-31
Maryland,28,2013-12-31
Massachusetts,26,2013-12-31
Michigan,23,2013-12-31
Minnesota,40,2013-12-31
Mississippi,11,2013-12-31
Missouri,50,2013-12-31
Montana,0,2013-12-31
Nebraska,16,2013-12-31
Nevada,0,2013-12-31
New Hampshire,38,2013-12-31
New Jersey,34,2013-12-31
New Mexico,100,2013-12-31
New York,34,2013-12-31
North Carolina,20,2013-12-31
North Dakota,44,2013-12-31
Ohio,11,2013-12-31
Oklahoma,32,2013-12-31
Oregon,27,2013-12-31
Pennsylvania,26,2013-12-31
Rhode Island,76,2013-12-31
South Carolina,0,2013-12-31
South Dakota,0,2013-12-31
Tennessee,27,2013-12-31
Texas,21,2013-12-31
Utah,41,2013-12-31
Vermont,0,2013-12-31
Virginia,13,2013-12-31
Washington,24,2013-12-31
West Virginia,0,2013-12-31
Wisconsin,11,2013-12-31
Wyoming,0,2013-12-31
Alabama,21,2014-01-31
Alaska,0,2014-01-31
Arizona,10,2014-01-31
Arkansas,13,2014-01-31
California,25,2014-01-31
Colorado,3,2014-01-31
Connecticut,12,2014-01-31
Delaware,0,2014-01-31
District of Columbia,43,2014-01-31
Florida,23,2014-01-31
Georgia,13,2014-01-31
Hawaii,100,2014-01-31
Idaho,0,2014-01-31
Illinois,24,2014-01-31
Indiana,9,2014-01-31
Iowa,23,2014-01-31
Kansas,0,2014-01-31
Kentucky,32,2014-01-31
Louisiana,27,2014-01-31
Maine,0,2014-01-31
Maryland,37,2014-01-31
Massachusetts,16,2014-01-31
Michigan,9,2014-01-31
Minnesota,21,2014-01-31
Mississippi,10,2014-01-31
Missouri,35,2014-01-31
Montana,0,2014-01-31
Nebraska,13,2014-01-31
Nevada,31,2014-01-31
New Hampshire,16,2014-01-31
New Jersey,21,2014-01-31
New Mexico,0,2014-01-31
New York,20,2014-01-31
North Carolina,18,2014-01-31
North Dakota,0,2014-01-31
Ohio,17,2014-01-31
Oklahoma,31,2014-01-31
Oregon,21,2014-01-31
Pennsylvania,22,2014-01-31
Rhode Island,20,2014-01-31
South Carolina,13,2014-01-31
South Dakota,0,2014-01-31
Tennessee,4,2014-01-31
Texas,20,2014-01-31
Utah,26,2014-01-31
Vermont,0,2014-01-31
Virginia,15,2014-01-31
Washington,22,2014-01-31
West Virginia,0,2014-01-31
Wisconsin,16,2014-01-31
Wyoming,57,2014-01-31
Alabama,7,2014-02-28
Alaska,57,2014-02-28
Arizona,15,2014-02-28
Arkansas,11,2014-02-28
California,25,2014-02-28
Colorado,25,2014-02-28
Connecticut,21,2014-02-28
Delaware,52,2014-02-28
District of Columbia,28,2014-02-28
Florida,22,2014-02-28
Georgia,24,2014-02-28
Hawaii,14,2014-02-28
Idaho,31,2014-02-28
Illinois,21,2014-02-28
Indiana,4,2014-02-28
Iowa,20,2014-02-28
Kansas,6,2014-02-28
Kentucky,6,2014-02-28
Louisiana,0,2014-02-28
Maine,0,2014-02-28
Maryland,26,2014-02-28
Massachusetts,18,2014-02-28
Michigan,14,2014-02-28
Minnesota,6,2014-02-28
Mississippi,10,2014-02-28
Missouri,28,2014-02-28
Montana,0,2014-02-28
Nebraska,21,2014-02-28
Nevada,12,2014-02-28
New Hampshire,0,2014-02-28
New Jersey,23,2014-02-28
New Mexico,15,2014-02-28
New York,26,2014-02-28
North Carolina,10,2014-02-28
North Dakota,0,2014-02-28
Ohio,21,2014-02-28
Oklahoma,17,2014-02-28
Oregon,13,2014-02-28
Pennsylvania,21,2014-02-28
Rhode Island,17,2014-02-28
South Carolina,6,2014-02-28
South Dakota,0,2014-02-28
Tennessee,15,2014-02-28
Texas,17,2014-02-28
Utah,45,2014-02-28
Vermont,0,2014-02-28
Virginia,27,2014-02-28
Washington,10,2014-02-28
West Virginia,0,2014-02-28
Wisconsin,14,2014-02-28
Wyoming,100,2014-02-28
Alabama,11,2014-03-31
Alaska,0,2014-03-31
Arizona,48,2014-03-31
Arkansas,0,2014-03-31
California,53,2014-03-31
Colorado,43,2014-03-31
Connecticut,21,2014-03-31
Delaware,0,2014-03-31
District of Columbia,36,2014-03-31
Florida,46,2014-03-31
Georgia,15,2014-03-31
Hawaii,54,2014-03-31
Idaho,30,2014-03-31
Illinois,31,2014-03-31
Indiana,23,2014-03-31
Iowa,30,2014-03-31
Kansas,32,2014-03-31
Kentucky,11,2014-03-31
Louisiana,29,2014-03-31
Maine,32,2014-03-31
Maryland,59,2014-03-31
Massachusetts,47,2014-03-31
Michigan,27,2014-03-31
Minnesota,34,2014-03-31
Mississippi,36,2014-03-31
Missouri,77,2014-03-31
Montana,100,2014-03-31
Nebraska,40,2014-03-31
Nevada,45,2014-03-31
New Hampshire,0,2014-03-31
New Jersey,70,2014-03-31
New Mexico,0,2014-03-31
New York,40,2014-03-31
North Carolina,45,2014-03-31
North Dakota,58,2014-03-31
Ohio,38,2014-03-31
Oklahoma,0,2014-03-31
Oregon,6,2014-03-31
Pennsylvania,53,2014-03-31
Rhode Island,33,2014-03-31
South Carolina,31,2014-03-31
South Dakota,0,2014-03-31
Tennessee,31,2014-03-31
Texas,40,2014-03-31
Utah,14,2014-03-31
Vermont,59,2014-03-31
Virginia,28,2014-03-31
Washington,28,2014-03-31
West Virginia,34,2014-03-31
Wisconsin,32,2014-03-31
Wyoming,0,2014-03-31
Alabama,12,2014-04-30
Alaska,0,2014-04-30
Arizona,31,2014-04-30
Arkansas,44,2014-04-30
California,35,2014-04-30
Colorado,36,2014-04-30
Connecticut,32,2014-04-30
Delaware,100,2014-04-30
District of Columbia,0,2014-04-30
Florida,41,2014-04-30
Georgia,27,2014-04-30
Hawaii,0,2014-04-30
Idaho,0,2014-04-30
Illinois,30,2014-04-30
Indiana,24,2014-04-30
Iowa,16,2014-04-30
Kansas,9,2014-04-30
Kentucky,39,2014-04-30
Louisiana,9,2014-04-30
Maine,0,2014-04-30
Maryland,76,2014-04-30
Massachusetts,20,2014-04-30
Michigan,23,2014-04-30
Minnesota,12,2014-04-30
Mississippi,0,2014-04-30
Missouri,52,2014-04-30
Montana,53,2014-04-30
Nebraska,41,2014-04-30
Nevada,89,2014-04-30
New Hampshire,27,2014-04-30
New Jersey,38,2014-04-30
New Mexico,0,2014-04-30
New York,31,2014-04-30
North Carolina,34,2014-04-30
North Dakota,60,2014-04-30
Ohio,23,2014-04-30
Oklahoma,38,2014-04-30
Oregon,17,2014-04-30
Pennsylvania,36,2014-04-30
Rhode Island,69,2014-04-30
South Carolina,42,2014-04-30
South Dakota,0,2014-04-30
Tennessee,34,2014-04-30
Texas,30,2014-04-30
Utah,43,2014-04-30
Vermont,0,2014-04-30
Virginia,17,2014-04-30
Washington,9,2014-04-30
West Virginia,0,2014-04-30
Wisconsin,51,2014-04-30
Wyoming,95,2014-04-30
Alabama,31,2014-05-31
Alaska,0,2014-05-31
Arizona,42,2014-05-31
Arkansas,30,2014-05-31
California,45,2014-05-31
Colorado,14,2014-05-31
Connecticut,11,2014-05-31
Delaware,0,2014-05-31
District of Columbia,100,2014-05-31
Florida,33,2014-05-31
Georgia,34,2014-05-31
Hawaii,33,2014-05-31
Idaho,79,2014-05-31
Illinois,31,2014-05-31
Indiana,22,2014-05-31
Iowa,0,2014-05-31
Kansas,0,2014-05-31
Kentucky,14,2014-05-31
Louisiana,12,2014-05-31
Maine,0,2014-05-31
Maryland,58,2014-05-31
Massachusetts,50,2014-05-31
Michigan,10,2014-05-31
Minnesota,15,2014-05-31
Mississippi,0,2014-05-31
Missouri,22,2014-05-31
Montana,67,2014-05-31
Nebraska,0,2014-05-31
Nevada,15,2014-05-31
New Hampshire,36,2014-05-31
New Jersey,23,2014-05-31
New Mexico,73,2014-05-31
New York,44,2014-05-31
North Carolina,26,2014-05-31
North Dakota,0,2014-05-31
Ohio,56,2014-05-31
Oklahoma,51,2014-05-31
Oregon,34,2014-05-31
Pennsylvania,37,2014-05-31
Rhode Island,92,2014-05-31
South Carolina,11,2014-05-31
South Dakota,0,2014-05-31
Tennessee,34,2014-05-31
Texas,36,2014-05-31
Utah,19,2014-05-31
Vermont,0,2014-05-31
Virginia,22,2014-05-31
Washington,36,2014-05-31
West Virginia,45,2014-05-31
Wisconsin,17,2014-05-31
Wyoming,0,2014-05-31
Alabama,81,2014-06-30
Alaska,80,2014-06-30
Arizona,8,2014-06-30
Arkansas,0,2014-06-30
California,38,2014-06-30
Colorado,70,2014-06-30
Connecticut,31,2014-06-30
Delaware,0,2014-06-30
District of Columbia,39,2014-06-30
Florida,63,2014-06-30
Georgia,68,2014-06-30
Hawaii,35,2014-06-30
Idaho,90,2014-06-30
Illinois,60,2014-06-30
Indiana,50,2014-06-30
Iowa,24,2014-06-30
Kansas,15,2014-06-30
Kentucky,16,2014-06-30
Louisiana,0,2014-06-30
Maine,0,2014-06-30
Maryland,45,2014-06-30
Massachusetts,63,2014-06-30
Michigan,11,2014-06-30
Minnesota,60,2014-06-30
Mississippi,0,2014-06-30
Missouri,53,2014-06-30
Montana,72,2014-06-30
Nebraska,30,2014-06-30
Nevada,16,2014-06-30
New Hampshire,0,2014-06-30
New Jersey,38,2014-06-30
New Mexico,39,2014-06-30
New York,39,2014-06-30
North Carolina,47,2014-06-30
North Dakota,0,2014-06-30
Ohio,34,2014-06-30
Oklahoma,19,2014-06-30
Oregon,53,2014-06-30
Pennsylvania,40,2014-06-30
Rhode Island,100,2014-06-30
South Carolina,49,2014-06-30
South Dakota,0,2014-06-30
Tennessee,47,2014-06-30
Texas,54,2014-06-30
Utah,62,2014-06-30
Vermont,0,2014-06-30
Virginia,38,2014-06-30
Washington,33,2014-06-30
West Virginia,49,2014-06-30
Wisconsin,37,2014-06-30
Wyoming,0,2014-06-30
Alabama,72,2014-07-31
Alaska,0,2014-07-31
Arizona,21,2014-07-31
Arkansas,0,2014-07-31
California,41,2014-07-31
Colorado,7,2014-07-31
Connecticut,32,2014-07-31
Delaware,0,2014-07-31
District of Columbia,15,2014-07-31
Florida,46,2014-07-31
Georgia,28,2014-07-31
Hawaii,51,2014-07-31
Idaho,79,2014-07-31
Illinois,47,2014-07-31
Indiana,42,2014-07-31
Iowa,0,2014-07-31
Kansas,25,2014-07-31
Kentucky,33,2014-07-31
Louisiana,25,2014-07-31
Maine,0,2014-07-31
Maryland,33,2014-07-31
Massachusetts,36,2014-07-31
Michigan,20,2014-07-31
Minnesota,15,2014-07-31
Mississippi,0,2014-07-31
Missouri,46,2014-07-31
Montana,64,2014-07-31
Nebraska,0,2014-07-31
Nevada,57,2014-07-31
New Hampshire,0,2014-07-31
New Jersey,100,2014-07-31
New Mexico,0,2014-07-31
New York,53,2014-07-31
North Carolina,61,2014-07-31
North Dakota,0,2014-07-31
Ohio,35,2014-07-31
Oklahoma,33,2014-07-31
Oregon,20,2014-07-31
Pennsylvania,35,2014-07-31
Rhode Island,45,2014-07-31
South Carolina,0,2014-07-31
South Dakota,0,2014-07-31
Tennessee,34,2014-07-31
Texas,37,2014-07-31
Utah,55,2014-07-31
Vermont,0,2014-07-31
Virginia,28,2014-07-31
Washington,22,2014-07-31
West Virginia,43,2014-07-31
Wisconsin,25,2014-07-31
Wyoming,0,2014-07-31
Alabama,0,2014-08-31
Alaska,78,2014-08-31
Arizona,47,2014-08-31
Arkansas,31,2014-08-31
California,44,2014-08-31
Colorado,46,2014-08-31
Connecticut,71,2014-08-31
Delaware,70,2014-08-31
District of Columbia,68,2014-08-31
Florida,55,2014-08-31
Georgia,50,2014-08-31
Hawaii,0,2014-08-31
Idaho,43,2014-08-31
Illinois,34,2014-08-31
Indiana,23,2014-08-31
Iowa,44,2014-08-31
Kansas,45,2014-08-31
Kentucky,12,2014-08-31
Louisiana,30,2014-08-31
Maine,0,2014-08-31
Maryland,46,2014-08-31
Massachusetts,40,2014-08-31
Michigan,22,2014-08-31
Minnesota,34,2014-08-31
Mississippi,33,2014-08-31
Missouri,79,2014-08-31
Montana,0,2014-08-31
Nebraska,0,2014-08-31
Nevada,82,2014-08-31
New Hampshire,42,2014-08-31
New Jersey,84,2014-08-31
New Mexico,0,2014-08-31
New York,55,2014-08-31
North Carolina,67,2014-08-31
North Dakota,0,2014-08-31
Ohio,5,2014-08-31
Oklahoma,35,2014-08-31
Oregon,54,2014-08-31
Pennsylvania,44,2014-08-31
Rhode Island,0,2014-08-31
South Carolina,38,2014-08-31
South Dakota,86,2014-08-31
Tennessee,30,2014-08-31
Texas,45,2014-08-31
Utah,100,2014-08-31
Vermont,0,2014-08-31
Virginia,17,2014-08-31
Washington,35,2014-08-31
West Virginia,0,2014-08-31
Wisconsin,18,2014-08-31
Wyoming,0,2014-08-31
Alabama,46,2014-09-30
Alaska,0,2014-09-30
Arizona,28,2014-09-30
Arkansas,27,2014-09-30
California,50,2014-09-30
Colorado,27,2014-09-30
Connecticut,31,2014-09-30
Delaware,0,2014-09-30
District of Columbia,18,2014-09-30
Florida,51,2014-09-30
Georgia,19,2014-09-30
Hawaii,50,2014-09-30
Idaho,0,2014-09-30
Illinois,53,2014-09-30
Indiana,30,2014-09-30
Iowa,19,2014-09-30
Kansas,40,2014-09-30
Kentucky,37,2014-09-30
Louisiana,39,2014-09-30
Maine,0,2014-09-30
Maryland,72,2014-09-30
Massachusetts,66,2014-09-30
Michigan,33,2014-09-30
Minnesota,14,2014-09-30
Mississippi,0,2014-09-30
Missouri,54,2014-09-30
Montana,0,2014-09-30
Nebraska,25,2014-09-30
Nevada,49,2014-09-30
New Hampshire,0,2014-09-30
New Jersey,58,2014-09-30
New Mexico,100,2014-09-30
New York,52,2014-09-30
North Carolina,54,2014-09-30
North Dakota,0,2014-09-30
Ohio,19,2014-09-30
Oklahoma,17,2014-09-30
Oregon,27,2014-09-30
Pennsylvania,31,2014-09-30
Rhode Island,0,2014-09-30
South Carolina,0,2014-09-30
South Dakota,0,2014-09-30
Tennessee,17,2014-09-30
Texas,38,2014-09-30
Utah,17,2014-09-30
Vermont,0,2014-09-30
Virginia,29,2014-09-30
Washington,43,2014-09-30
West Virginia,0,2014-09-30
Wisconsin,31,2014-09-30
Wyoming,0,2014-09-30
Alabama,22,2014-10-31
Alaska,0,2014-10-31
Arizona,38,2014-10-31
Arkansas,0,2014-10-31
California,44,2014-10-31
Colorado,50,2014-10-31
Connecticut,83,2014-10-31
Delaware,0,2014-10-31
District of Columbia,55,2014-10-31
Florida,55,2014-10-31
Georgia,25,2014-10-31
Hawaii,56,2014-10-31
Idaho,0,2014-10-31
Illinois,48,2014-10-31
Indiana,13,2014-10-31
Iowa,25,2014-10-31
Kansas,0,2014-10-31
Kentucky,50,2014-10-31
Louisiana,72,2014-10-31
Maine,0,2014-10-31
Maryland,43,2014-10-31
Massachusetts,13,2014-10-31
Michigan,28,2014-10-31
Minnesota,30,2014-10-31
Mississippi,0,2014-10-31
Missouri,100,2014-10-31
Montana,0,2014-10-31
Nebraska,33,2014-10-31
Nevada,24,2014-10-31
New Hampshire,99,2014-10-31
New Jersey,53,2014-10-31
New Mexico,46,2014-10-31
New York,46,2014-10-31
North Carolina,26,2014-10-31
North Dakota,95,2014-10-31
Ohio,76,2014-10-31
Oklahoma,57,2014-10-31
Oregon,29,2014-10-31
Pennsylvania,35,2014-10-31
Rhode Island,54,2014-10-31
South Carolina,77,2014-10-31
South Dakota,0,2014-10-31
Tennessee,31,2014-10-31
Texas,40,2014-10-31
Utah,43,2014-10-31
Vermont,0,2014-10-31
Virginia,26,2014-10-31
Washington,15,2014-10-31
West Virginia,0,2014-10-31
Wisconsin,43,2014-10-31
Wyoming,0,2014-10-31
Alabama,0,2014-11-30
Alaska,0,2014-11-30
Arizona,91,2014-11-30
Arkansas,38,2014-11-30
California,51,2014-11-30
Colorado,61,2014-11-30
Connecticut,67,2014-11-30
Delaware,0,2014-11-30
District of Columbia,39,2014-11-30
Florida,44,2014-11-30
Georgia,44,2014-11-30
Hawaii,30,2014-11-30
Idaho,0,2014-11-30
Illinois,28,2014-11-30
Indiana,0,2014-11-30
Iowa,0,2014-11-30
Kansas,43,2014-11-30
Kentucky,27,2014-11-30
Louisiana,0,2014-11-30
Maine,0,2014-11-30
Maryland,47,2014-11-30
Massachusetts,72,2014-11-30
Michigan,52,2014-11-30
Minnesota,21,2014-11-30
Mississippi,0,2014-11-30
Missouri,47,2014-11-30
Montana,0,2014-11-30
Nebraska,35,2014-11-30
Nevada,73,2014-11-30
New Hampshire,52,2014-11-30
New Jersey,78,2014-11-30
New Mexico,0,2014-11-30
New York,51,2014-11-30
North Carolina,63,2014-11-30
North Dakota,0,2014-11-30
Ohio,48,2014-11-30
Oklahoma,75,2014-11-30
Oregon,32,2014-11-30
Pennsylvania,45,2014-11-30
Rhode Island,0,2014-11-30
South Carolina,17,2014-11-30
South Dakota,100,2014-11-30
Tennessee,77,2014-11-30
Texas,36,2014-11-30
Utah,22,2014-11-30
Vermont,92,2014-11-30
Virginia,47,2014-11-30
Washington,51,2014-11-30
West Virginia,59,2014-11-30
Wisconsin,11,2014-11-30
Wyoming,0,2014-11-30
Alabama,23,2014-12-31
Alaska,0,2014-12-31
Arizona,59,2014-12-31
Arkansas,19,2014-12-31
California,30,2014-12-31
Colorado,38,2014-12-31
Connecticut,11,2014-12-31
Delaware,47,2014-12-31
District of Columbia,59,2014-12-31
Florida,47,2014-12-31
Georgia,25,2014-12-31
Hawaii,15,2014-12-31
Idaho,76,2014-12-31
Illinois,20,2014-12-31
Indiana,38,2014-12-31
Iowa,26,2014-12-31
Kansas,22,2014-12-31
Kentucky,7,2014-12-31
Louisiana,20,2014-12-31
Maine,81,2014-12-31
Maryland,48,2014-12-31
Massachusetts,18,2014-12-31
Michigan,15,2014-12-31
Minnesota,16,2014-12-31
Mississippi,40,2014-12-31
Missouri,41,2014-12-31
Montana,85,2014-12-31
Nebraska,34,2014-12-31
Nevada,36,2014-12-31
New Hampshire,27,2014-12-31
New Jersey,40,2014-12-31
New Mexico,25,2014-12-31
New York,39,2014-12-31
North Carolina,31,2014-12-31
North Dakota,100,2014-12-31
Ohio,34,2014-12-31
Oklahoma,21,2014-12-31
Oregon,12,2014-12-31
Pennsylvania,35,2014-12-31
Rhode Island,29,2014-12-31
South Carolina,17,2014-12-31
South Dakota,0,2014-12-31
Tennessee,23,2014-12-31
Texas,31,2014-12-31
Utah,22,2014-12-31
Vermont,45,2014-12-31
Virginia,10,2014-12-31
Washington,7,2014-12-31
West Virginia,0,2014-12-31
Wisconsin,29,2014-12-31
Wyoming,78,2014-12-31
Alabama,11,2015-01-31
Alaska,48,2015-01-31
Arizona,20,2015-01-31
Arkansas,56,2015-01-31
California,29,2015-01-31
Colorado,21,2015-01-31
Connecticut,55,2015-01-31
Delaware,0,2015-01-31
District of Columbia,47,2015-01-31
Florida,31,2015-01-31
Georgia,19,2015-01-31
Hawaii,0,2015-01-31
Idaho,0,2015-01-31
Illinois,31,2015-01-31
Indiana,15,2015-01-31
Iowa,13,2015-01-31
