geoName,Investment,year
Wyoming,0,2006-07-31
Alabama,0,2006-08-31
Alaska,0,2006-08-31
Arizona,26,2006-08-31
Arkansas,0,2006-08-31
California,18,2006-08-31
Colorado,0,2006-08-31
Connecticut,14,2006-08-31
Delaware,0,2006-08-31
District of Columbia,32,2006-08-31
Florida,20,2006-08-31
Georgia,15,2006-08-31
Hawaii,35,2006-08-31
Idaho,100,2006-08-31
Illinois,4,2006-08-31
Indiana,0,2006-08-31
Iowa,0,2006-08-31
Kansas,0,2006-08-31
Kentucky,34,2006-08-31
Louisiana,22,2006-08-31
Maine,0,2006-08-31
Maryland,38,2006-08-31
Massachusetts,21,2006-08-31
Michigan,7,2006-08-31
Minnesota,38,2006-08-31
Mississippi,0,2006-08-31
Missouri,9,2006-08-31
Montana,0,2006-08-31
Nebraska,0,2006-08-31
Nevada,0,2006-08-31
New Hampshire,0,2006-08-31
New Jersey,0,2006-08-31
New Mexico,0,2006-08-31
New York,7,2006-08-31
North Carolina,7,2006-08-31
North Dakota,0,2006-08-31
Ohio,17,2006-08-31
Oklahoma,0,2006-08-31
Oregon,24,2006-08-31
Pennsylvania,22,2006-08-31
Rhode Island,38,2006-08-31
South Carolina,21,2006-08-31
South Dakota,0,2006-08-31
Tennessee,39,2006-08-31
Texas,21,2006-08-31
Utah,44,2006-08-31
Vermont,0,2006-08-31
Virginia,0,2006-08-31
Washington,20,2006-08-31
West Virginia,0,2006-08-31
Wisconsin,20,2006-08-31
Wyoming,0,2006-08-31
Alabama,0,2006-09-30
Alaska,0,2006-09-30
Arizona,0,2006-09-30
Arkansas,0,2006-09-30
California,19,2006-09-30
Colorado,24,2006-09-30
Connecticut,34,2006-09-30
Delaware,0,2006-09-30
District of Columbia,0,2006-09-30
Florida,35,2006-09-30
Georgia,26,2006-09-30
Hawaii,0,2006-09-30
Idaho,0,2006-09-30
Illinois,10,2006-09-30
Indiana,18,2006-09-30
Iowa,0,2006-09-30
Kansas,0,2006-09-30
Kentucky,22,2006-09-30
Louisiana,29,2006-09-30
Maine,0,2006-09-30
Maryland,24,2006-09-30
Massachusetts,7,2006-09-30
Michigan,0,2006-09-30
Minnesota,24,2006-09-30
Mississippi,0,2006-09-30
Missouri,23,2006-09-30
Montana,100,2006-09-30
Nebraska,0,2006-09-30
Nevada,71,2006-09-30
New Hampshire,0,2006-09-30
New Jersey,36,2006-09-30
New Mexico,56,2006-09-30
New York,25,2006-09-30
North Carolina,18,2006-09-30
North Dakota,0,2006-09-30
Ohio,7,2006-09-30
Oklahoma,0,2006-09-30
Oregon,31,2006-09-30
Pennsylvania,22,2006-09-30
Rhode Island,0,2006-09-30
South Carolina,0,2006-09-30
South Dakota,0,2006-09-30
Tennessee,17,2006-09-30
Texas,21,2006-09-30
Utah,28,2006-09-30
Vermont,0,2006-09-30
Virginia,0,2006-09-30
Washington,41,2006-09-30
West Virginia,0,2006-09-30
Wisconsin,13,2006-09-30
Wyoming,0,2006-09-30
Alabama,0,2006-10-31
Alaska,0,2006-10-31
Arizona,28,2006-10-31
Arkansas,0,2006-10-31
California,39,2006-10-31
Colorado,72,2006-10-31
Connecticut,20,2006-10-31
Delaware,0,2006-10-31
District of Columbia,100,2006-10-31
Florida,27,2006-10-31
Georgia,24,2006-10-31
Hawaii,0,2006-10-31
Idaho,75,2006-10-31
Illinois,36,2006-10-31
Indiana,22,2006-10-31
Iowa,40,2006-10-31
Kansas,0,2006-10-31
Kentucky,0,2006-10-31
Louisiana,34,2006-10-31
Maine,0,2006-10-31
Maryland,45,2006-10-31
Massachusetts,8,2006-10-31
Michigan,0,2006-10-31
Minnesota,55,2006-10-31
Mississippi,56,2006-10-31
Missouri,42,2006-10-31
Montana,0,2006-10-31
Nebraska,0,2006-10-31
Nevada,0,2006-10-31
New Hampshire,0,2006-10-31
New Jersey,26,2006-10-31
New Mexico,66,2006-10-31
New York,24,2006-10-31
North Carolina,22,2006-10-31
North Dakota,0,2006-10-31
Ohio,17,2006-10-31
Oklahoma,0,2006-10-31
Oregon,54,2006-10-31
Pennsylvania,13,2006-10-31
Rhode Island,0,2006-10-31
South Carolina,32,2006-10-31
South Dakota,0,2006-10-31
Tennessee,20,2006-10-31
Texas,22,2006-10-31
Utah,0,2006-10-31
Vermont,0,2006-10-31
Virginia,18,2006-10-31
Washington,10,2006-10-31
West Virginia,0,2006-10-31
Wisconsin,16,2006-10-31
Wyoming,0,2006-10-31
Alabama,0,2006-11-30
Alaska,0,2006-11-30
Arizona,23,2006-11-30
Arkansas,0,2006-11-30
California,29,2006-11-30
Colorado,35,2006-11-30
Connecticut,0,2006-11-30
Delaware,0,2006-11-30
District of Columbia,27,2006-11-30
Florida,26,2006-11-30
Georgia,13,2006-11-30
Hawaii,0,2006-11-30
Idaho,0,2006-11-30
Illinois,10,2006-11-30
Indiana,76,2006-11-30
Iowa,0,2006-11-30
Kansas,0,2006-11-30
Kentucky,0,2006-11-30
Louisiana,55,2006-11-30
Maine,0,2006-11-30
Maryland,48,2006-11-30
Massachusetts,33,2006-11-30
Michigan,8,2006-11-30
Minnesota,11,2006-11-30
Mississippi,0,2006-11-30
Missouri,23,2006-11-30
Montana,0,2006-11-30
Nebraska,0,2006-11-30
Nevada,0,2006-11-30
New Hampshire,0,2006-11-30
New Jersey,13,2006-11-30
New Mexico,55,2006-11-30
New York,17,2006-11-30
North Carolina,45,2006-11-30
North Dakota,0,2006-11-30
Ohio,0,2006-11-30
Oklahoma,0,2006-11-30
Oregon,16,2006-11-30
Pennsylvania,11,2006-11-30
Rhode Island,100,2006-11-30
South Carolina,0,2006-11-30
South Dakota,0,2006-11-30
Tennessee,35,2006-11-30
Texas,32,2006-11-30
Utah,28,2006-11-30
Vermont,0,2006-11-30
Virginia,16,2006-11-30
Washington,8,2006-11-30
West Virginia,0,2006-11-30
Wisconsin,0,2006-11-30
Wyoming,0,2006-11-30
Alabama,0,2006-12-31
Alaska,0,2006-12-31
Arizona,23,2006-12-31
Arkansas,0,2006-12-31
California,29,2006-12-31
Colorado,35,2006-12-31
Connecticut,0,2006-12-31
Delaware,0,2006-12-31
District of Columbia,27,2006-12-31
Florida,26,2006-12-31
Georgia,13,2006-12-31
Hawaii,0,2006-12-31
Idaho,0,2006-12-31
Illinois,10,2006-12-31
Indiana,76,2006-12-31
Iowa,0,2006-12-31
Kansas,0,2006-12-31
Kentucky,0,2006-12-31
Louisiana,55,2006-12-31
Maine,0,2006-12-31
Maryland,48,2006-12-31
Massachusetts,33,2006-12-31
Michigan,8,2006-12-31
Minnesota,11,2006-12-31
Mississippi,0,2006-12-31
Missouri,23,2006-12-31
Montana,0,2006-12-31
Nebraska,0,2006-12-31
Nevada,0,2006-12-31
New Hampshire,0,2006-12-31
New Jersey,13,2006-12-31
New Mexico,55,2006-12-31
New York,17,2006-12-31
North Carolina,45,2006-12-31
North Dakota,0,2006-12-31
Ohio,0,2006-12-31
Oklahoma,0,2006-12-31
Oregon,16,2006-12-31
Pennsylvania,11,2006-12-31
Rhode Island,100,2006-12-31
South Carolina,0,2006-12-31
South Dakota,0,2006-12-31
Tennessee,35,2006-12-31
Texas,32,2006-12-31
Utah,28,2006-12-31
Vermont,0,2006-12-31
Virginia,16,2006-12-31
Washington,8,2006-12-31
West Virginia,0,2006-12-31
Wisconsin,0,2006-12-31
Wyoming,0,2006-12-31
Alabama,0,2007-01-31
Alaska,0,2007-01-31
Arizona,29,2007-01-31
Arkansas,0,2007-01-31
California,25,2007-01-31
Colorado,0,2007-01-31
Connecticut,0,2007-01-31
Delaware,70,2007-01-31
District of Columbia,25,2007-01-31
Florida,22,2007-01-31
Georgia,38,2007-01-31
Hawaii,30,2007-01-31
Idaho,0,2007-01-31
Illinois,19,2007-01-31
Indiana,0,2007-01-31
Iowa,0,2007-01-31
Kansas,0,2007-01-31
Kentucky,0,2007-01-31
Louisiana,0,2007-01-31
Maine,0,2007-01-31
Maryland,24,2007-01-31
Massachusetts,22,2007-01-31
Michigan,5,2007-01-31
Minnesota,15,2007-01-31
Mississippi,0,2007-01-31
Missouri,15,2007-01-31
Montana,61,2007-01-31
Nebraska,0,2007-01-31
Nevada,67,2007-01-31
New Hampshire,32,2007-01-31
New Jersey,18,2007-01-31
New Mexico,0,2007-01-31
New York,15,2007-01-31
North Carolina,22,2007-01-31
North Dakota,0,2007-01-31
Ohio,13,2007-01-31
Oklahoma,0,2007-01-31
Oregon,38,2007-01-31
Pennsylvania,17,2007-01-31
Rhode Island,0,2007-01-31
South Carolina,17,2007-01-31
South Dakota,0,2007-01-31
Tennessee,0,2007-01-31
Texas,27,2007-01-31
Utah,0,2007-01-31
Vermont,0,2007-01-31
Virginia,10,2007-01-31
Washington,5,2007-01-31
West Virginia,0,2007-01-31
Wisconsin,9,2007-01-31
Wyoming,100,2007-01-31
Alabama,26,2007-02-28
Alaska,81,2007-02-28
Arizona,21,2007-02-28
Arkansas,0,2007-02-28
California,38,2007-02-28
Colorado,34,2007-02-28
Connecticut,0,2007-02-28
Delaware,0,2007-02-28
District of Columbia,36,2007-02-28
Florida,25,2007-02-28
Georgia,25,2007-02-28
Hawaii,43,2007-02-28
Idaho,59,2007-02-28
Illinois,38,2007-02-28
Indiana,0,2007-02-28
Iowa,0,2007-02-28
Kansas,0,2007-02-28
Kentucky,40,2007-02-28
Louisiana,25,2007-02-28
Maine,0,2007-02-28
Maryland,11,2007-02-28
Massachusetts,25,2007-02-28
Michigan,16,2007-02-28
Minnesota,11,2007-02-28
Mississippi,90,2007-02-28
Missouri,22,2007-02-28
Montana,0,2007-02-28
Nebraska,0,2007-02-28
Nevada,94,2007-02-28
New Hampshire,0,2007-02-28
New Jersey,6,2007-02-28
New Mexico,0,2007-02-28
New York,21,2007-02-28
North Carolina,33,2007-02-28
North Dakota,0,2007-02-28
Ohio,19,2007-02-28
Oklahoma,57,2007-02-28
Oregon,28,2007-02-28
Pennsylvania,10,2007-02-28
Rhode Island,0,2007-02-28
South Carolina,99,2007-02-28
South Dakota,0,2007-02-28
Tennessee,33,2007-02-28
Texas,29,2007-02-28
Utah,100,2007-02-28
Vermont,0,2007-02-28
Virginia,38,2007-02-28
Washington,23,2007-02-28
West Virginia,0,2007-02-28
Wisconsin,37,2007-02-28
Wyoming,0,2007-02-28
Alabama,14,2007-03-31
Alaska,0,2007-03-31
Arizona,29,2007-03-31
Arkansas,28,2007-03-31
California,20,2007-03-31
Colorado,6,2007-03-31
Connecticut,17,2007-03-31
Delaware,63,2007-03-31
District of Columbia,14,2007-03-31
Florida,25,2007-03-31
Georgia,7,2007-03-31
Hawaii,49,2007-03-31
Idaho,100,2007-03-31
Illinois,19,2007-03-31
Indiana,9,2007-03-31
Iowa,0,2007-03-31
Kansas,46,2007-03-31
Kentucky,0,2007-03-31
Louisiana,30,2007-03-31
Maine,28,2007-03-31
Maryland,33,2007-03-31
Massachusetts,22,2007-03-31
Michigan,22,2007-03-31
Minnesota,6,2007-03-31
Mississippi,0,2007-03-31
Missouri,25,2007-03-31
Montana,0,2007-03-31
Nebraska,0,2007-03-31
Nevada,0,2007-03-31
New Hampshire,27,2007-03-31
New Jersey,0,2007-03-31
New Mexico,0,2007-03-31
New York,17,2007-03-31
North Carolina,19,2007-03-31
North Dakota,0,2007-03-31
Ohio,11,2007-03-31
Oklahoma,47,2007-03-31
Oregon,8,2007-03-31
Pennsylvania,26,2007-03-31
Rhode Island,0,2007-03-31
South Carolina,0,2007-03-31
South Dakota,0,2007-03-31
Tennessee,0,2007-03-31
Texas,21,2007-03-31
Utah,29,2007-03-31
Vermont,0,2007-03-31
Virginia,26,2007-03-31
Washington,18,2007-03-31
West Virginia,0,2007-03-31
Wisconsin,7,2007-03-31
Wyoming,0,2007-03-31
Alabama,0,2007-04-30
Alaska,0,2007-04-30
Arizona,42,2007-04-30
Arkansas,0,2007-04-30
California,32,2007-04-30
Colorado,18,2007-04-30
Connecticut,12,2007-04-30
Delaware,0,2007-04-30
District of Columbia,38,2007-04-30
Florida,29,2007-04-30
Georgia,40,2007-04-30
Hawaii,0,2007-04-30
Idaho,96,2007-04-30
Illinois,16,2007-04-30
Indiana,29,2007-04-30
Iowa,0,2007-04-30
Kansas,0,2007-04-30
Kentucky,0,2007-04-30
Louisiana,83,2007-04-30
Maine,0,2007-04-30
Maryland,28,2007-04-30
Massachusetts,10,2007-04-30
Michigan,20,2007-04-30
Minnesota,9,2007-04-30
Mississippi,0,2007-04-30
Missouri,18,2007-04-30
Montana,0,2007-04-30
Nebraska,32,2007-04-30
Nevada,75,2007-04-30
New Hampshire,0,2007-04-30
New Jersey,15,2007-04-30
New Mexico,43,2007-04-30
New York,13,2007-04-30
North Carolina,20,2007-04-30
North Dakota,0,2007-04-30
Ohio,5,2007-04-30
Oklahoma,0,2007-04-30
Oregon,23,2007-04-30
Pennsylvania,17,2007-04-30
Rhode Island,0,2007-04-30
South Carolina,21,2007-04-30
South Dakota,0,2007-04-30
Tennessee,27,2007-04-30
Texas,17,2007-04-30
Utah,43,2007-04-30
Vermont,0,2007-04-30
Virginia,29,2007-04-30
Washington,12,2007-04-30
West Virginia,100,2007-04-30
Wisconsin,30,2007-04-30
Wyoming,0,2007-04-30
Alabama,77,2007-05-31
Alaska,0,2007-05-31
Arizona,46,2007-05-31
Arkansas,0,2007-05-31
California,43,2007-05-31
Colorado,66,2007-05-31
Connecticut,24,2007-05-31
Delaware,0,2007-05-31
District of Columbia,34,2007-05-31
Florida,24,2007-05-31
Georgia,9,2007-05-31
Hawaii,64,2007-05-31
Idaho,0,2007-05-31
Illinois,15,2007-05-31
Indiana,28,2007-05-31
Iowa,0,2007-05-31
Kansas,0,2007-05-31
Kentucky,0,2007-05-31
Louisiana,76,2007-05-31
Maine,0,2007-05-31
Maryland,17,2007-05-31
Massachusetts,40,2007-05-31
Michigan,12,2007-05-31
Minnesota,49,2007-05-31
Mississippi,69,2007-05-31
Missouri,16,2007-05-31
Montana,0,2007-05-31
Nebraska,0,2007-05-31
Nevada,45,2007-05-31
New Hampshire,0,2007-05-31
New Jersey,27,2007-05-31
New Mexico,0,2007-05-31
New York,25,2007-05-31
North Carolina,100,2007-05-31
North Dakota,0,2007-05-31
Ohio,30,2007-05-31
Oklahoma,42,2007-05-31
Oregon,21,2007-05-31
Pennsylvania,50,2007-05-31
Rhode Island,81,2007-05-31
South Carolina,39,2007-05-31
South Dakota,0,2007-05-31
Tennessee,74,2007-05-31
Texas,35,2007-05-31
Utah,39,2007-05-31
Vermont,0,2007-05-31
Virginia,54,2007-05-31
Washington,65,2007-05-31
West Virginia,0,2007-05-31
Wisconsin,38,2007-05-31
Wyoming,0,2007-05-31
Alabama,16,2007-06-30
Alaska,0,2007-06-30
Arizona,26,2007-06-30
Arkansas,0,2007-06-30
California,17,2007-06-30
Colorado,13,2007-06-30
Connecticut,29,2007-06-30
Delaware,0,2007-06-30
District of Columbia,13,2007-06-30
Florida,29,2007-06-30
Georgia,15,2007-06-30
Hawaii,0,2007-06-30
Idaho,0,2007-06-30
Illinois,19,2007-06-30
Indiana,0,2007-06-30
Iowa,0,2007-06-30
Kansas,0,2007-06-30
Kentucky,0,2007-06-30
Louisiana,16,2007-06-30
Maine,35,2007-06-30
Maryland,22,2007-06-30
Massachusetts,8,2007-06-30
Michigan,0,2007-06-30
Minnesota,28,2007-06-30
Mississippi,0,2007-06-30
Missouri,47,2007-06-30
Montana,60,2007-06-30
Nebraska,26,2007-06-30
Nevada,39,2007-06-30
New Hampshire,33,2007-06-30
New Jersey,15,2007-06-30
New Mexico,100,2007-06-30
New York,7,2007-06-30
North Carolina,15,2007-06-30
North Dakota,87,2007-06-30
Ohio,8,2007-06-30
Oklahoma,70,2007-06-30
Oregon,18,2007-06-30
Pennsylvania,7,2007-06-30
Rhode Island,0,2007-06-30
South Carolina,32,2007-06-30
South Dakota,0,2007-06-30
Tennessee,31,2007-06-30
Texas,16,2007-06-30
Utah,17,2007-06-30
Vermont,0,2007-06-30
Virginia,17,2007-06-30
Washington,9,2007-06-30
West Virginia,0,2007-06-30
Wisconsin,24,2007-06-30
Wyoming,0,2007-06-30
Alabama,79,2007-07-31
Alaska,0,2007-07-31
Arizona,32,2007-07-31
Arkansas,0,2007-07-31
California,45,2007-07-31
Colorado,66,2007-07-31
Connecticut,25,2007-07-31
Delaware,0,2007-07-31
District of Columbia,34,2007-07-31
Florida,87,2007-07-31
Georgia,73,2007-07-31
Hawaii,0,2007-07-31
Idaho,0,2007-07-31
Illinois,71,2007-07-31
Indiana,0,2007-07-31
Iowa,53,2007-07-31
Kansas,0,2007-07-31
Kentucky,0,2007-07-31
Louisiana,79,2007-07-31
Maine,0,2007-07-31
Maryland,54,2007-07-31
Massachusetts,20,2007-07-31
Michigan,27,2007-07-31
Minnesota,0,2007-07-31
Mississippi,0,2007-07-31
Missouri,66,2007-07-31
Montana,0,2007-07-31
Nebraska,70,2007-07-31
Nevada,0,2007-07-31
New Hampshire,83,2007-07-31
New Jersey,28,2007-07-31
New Mexico,0,2007-07-31
New York,34,2007-07-31
North Carolina,100,2007-07-31
North Dakota,0,2007-07-31
Ohio,0,2007-07-31
Oklahoma,0,2007-07-31
Oregon,0,2007-07-31
Pennsylvania,33,2007-07-31
Rhode Island,0,2007-07-31
South Carolina,0,2007-07-31
South Dakota,0,2007-07-31
Tennessee,50,2007-07-31
Texas,19,2007-07-31
Utah,43,2007-07-31
Vermont,0,2007-07-31
Virginia,31,2007-07-31
Washington,49,2007-07-31
West Virginia,0,2007-07-31
Wisconsin,41,2007-07-31
Wyoming,0,2007-07-31
Alabama,0,2007-08-31
Alaska,0,2007-08-31
Arizona,55,2007-08-31
Arkansas,0,2007-08-31
California,20,2007-08-31
Colorado,32,2007-08-31
Connecticut,35,2007-08-31
Delaware,0,2007-08-31
District of Columbia,16,2007-08-31
Florida,33,2007-08-31
Georgia,32,2007-08-31
Hawaii,0,2007-08-31
Idaho,45,2007-08-31
Illinois,15,2007-08-31
Indiana,0,2007-08-31
Iowa,0,2007-08-31
Kansas,21,2007-08-31
Kentucky,0,2007-08-31
Louisiana,18,2007-08-31
Maine,0,2007-08-31
Maryland,26,2007-08-31
Massachusetts,10,2007-08-31
Michigan,0,2007-08-31
Minnesota,17,2007-08-31
Mississippi,0,2007-08-31
Missouri,24,2007-08-31
Montana,0,2007-08-31
Nebraska,0,2007-08-31
Nevada,25,2007-08-31
New Hampshire,0,2007-08-31
New Jersey,18,2007-08-31
New Mexico,41,2007-08-31
New York,24,2007-08-31
North Carolina,6,2007-08-31
North Dakota,0,2007-08-31
Ohio,10,2007-08-31
Oklahoma,21,2007-08-31
Oregon,46,2007-08-31
Pennsylvania,20,2007-08-31
Rhode Island,0,2007-08-31
South Carolina,37,2007-08-31
South Dakota,0,2007-08-31
Tennessee,12,2007-08-31
Texas,16,2007-08-31
Utah,100,2007-08-31
Vermont,0,2007-08-31
Virginia,24,2007-08-31
Washington,24,2007-08-31
West Virginia,0,2007-08-31
Wisconsin,0,2007-08-31
Wyoming,0,2007-08-31
Alabama,22,2007-09-30
Alaska,0,2007-09-30
Arizona,17,2007-09-30
Arkansas,74,2007-09-30
California,23,2007-09-30
Colorado,9,2007-09-30
Connecticut,0,2007-09-30
Delaware,0,2007-09-30
District of Columbia,35,2007-09-30
Florida,17,2007-09-30
Georgia,39,2007-09-30
Hawaii,37,2007-09-30
Idaho,0,2007-09-30
Illinois,21,2007-09-30
Indiana,28,2007-09-30
Iowa,0,2007-09-30
Kansas,23,2007-09-30
Kentucky,45,2007-09-30
Louisiana,0,2007-09-30
Maine,0,2007-09-30
Maryland,28,2007-09-30
Massachusetts,10,2007-09-30
Michigan,20,2007-09-30
Minnesota,18,2007-09-30
Mississippi,38,2007-09-30
Missouri,33,2007-09-30
Montana,0,2007-09-30
Nebraska,100,2007-09-30
Nevada,54,2007-09-30
New Hampshire,0,2007-09-30
New Jersey,14,2007-09-30
New Mexico,0,2007-09-30
New York,32,2007-09-30
North Carolina,39,2007-09-30
North Dakota,0,2007-09-30
Ohio,11,2007-09-30
Oklahoma,0,2007-09-30
Oregon,24,2007-09-30
Pennsylvania,29,2007-09-30
Rhode Island,0,2007-09-30
South Carolina,20,2007-09-30
South Dakota,0,2007-09-30
Tennessee,13,2007-09-30
Texas,31,2007-09-30
Utah,0,2007-09-30
Vermont,92,2007-09-30
Virginia,15,2007-09-30
Washington,38,2007-09-30
West Virginia,0,2007-09-30
Wisconsin,21,2007-09-30
Wyoming,0,2007-09-30
Alabama,23,2007-10-31
Alaska,0,2007-10-31
Arizona,28,2007-10-31
Arkansas,40,2007-10-31
California,22,2007-10-31
Colorado,19,2007-10-31
Connecticut,27,2007-10-31
Delaware,0,2007-10-31
District of Columbia,56,2007-10-31
Florida,29,2007-10-31
Georgia,37,2007-10-31
Hawaii,40,2007-10-31
Idaho,0,2007-10-31
Illinois,26,2007-10-31
Indiana,0,2007-10-31
Iowa,0,2007-10-31
Kansas,0,2007-10-31
Kentucky,0,2007-10-31
Louisiana,43,2007-10-31
Maine,0,2007-10-31
Maryland,0,2007-10-31
Massachusetts,11,2007-10-31
Michigan,0,2007-10-31
Minnesota,48,2007-10-31
Mississippi,0,2007-10-31
Missouri,26,2007-10-31
Montana,0,2007-10-31
Nebraska,36,2007-10-31
Nevada,30,2007-10-31
New Hampshire,44,2007-10-31
New Jersey,5,2007-10-31
New Mexico,48,2007-10-31
New York,24,2007-10-31
North Carolina,28,2007-10-31
North Dakota,0,2007-10-31
Ohio,12,2007-10-31
Oklahoma,24,2007-10-31
Oregon,52,2007-10-31
Pennsylvania,9,2007-10-31
Rhode Island,0,2007-10-31
South Carolina,21,2007-10-31
South Dakota,0,2007-10-31
Tennessee,14,2007-10-31
Texas,18,2007-10-31
Utah,0,2007-10-31
Vermont,100,2007-10-31
Virginia,40,2007-10-31
Washington,7,2007-10-31
West Virginia,0,2007-10-31
Wisconsin,0,2007-10-31
Wyoming,0,2007-10-31
Alabama,0,2007-11-30
Alaska,100,2007-11-30
Arizona,38,2007-11-30
Arkansas,0,2007-11-30
California,13,2007-11-30
Colorado,19,2007-11-30
Connecticut,0,2007-11-30
Delaware,82,2007-11-30
District of Columbia,19,2007-11-30
Florida,10,2007-11-30
Georgia,7,2007-11-30
Hawaii,0,2007-11-30
Idaho,0,2007-11-30
Illinois,22,2007-11-30
Indiana,0,2007-11-30
Iowa,20,2007-11-30
Kansas,17,2007-11-30
Kentucky,11,2007-11-30
Louisiana,0,2007-11-30
Maine,0,2007-11-30
Maryland,0,2007-11-30
Massachusetts,12,2007-11-30
Michigan,16,2007-11-30
Minnesota,7,2007-11-30
Mississippi,0,2007-11-30
Missouri,18,2007-11-30
Montana,0,2007-11-30
Nebraska,0,2007-11-30
Nevada,0,2007-11-30
New Hampshire,0,2007-11-30
New Jersey,7,2007-11-30
New Mexico,33,2007-11-30
New York,20,2007-11-30
North Carolina,25,2007-11-30
North Dakota,0,2007-11-30
Ohio,16,2007-11-30
Oklahoma,35,2007-11-30
Oregon,18,2007-11-30
Pennsylvania,25,2007-11-30
Rhode Island,0,2007-11-30
South Carolina,31,2007-11-30
South Dakota,0,2007-11-30
Tennessee,10,2007-11-30
Texas,7,2007-11-30
Utah,0,2007-11-30
Vermont,0,2007-11-30
Virginia,3,2007-11-30
Washington,9,2007-11-30
West Virginia,0,2007-11-30
Wisconsin,31,2007-11-30
Wyoming,0,2007-11-30
Alabama,58,2007-12-31
Alaska,0,2007-12-31
Arizona,12,2007-12-31
Arkansas,0,2007-12-31
California,17,2007-12-31
Colorado,17,2007-12-31
Connecticut,17,2007-12-31
Delaware,75,2007-12-31
District of Columbia,17,2007-12-31
Florida,20,2007-12-31
Georgia,10,2007-12-31
Hawaii,25,2007-12-31
Idaho,0,2007-12-31
Illinois,20,2007-12-31
Indiana,10,2007-12-31
Iowa,0,2007-12-31
Kansas,15,2007-12-31
Kentucky,29,2007-12-31
Louisiana,14,2007-12-31
Maine,0,2007-12-31
Maryland,20,2007-12-31
Massachusetts,14,2007-12-31
Michigan,5,2007-12-31
Minnesota,17,2007-12-31
Mississippi,28,2007-12-31
Missouri,5,2007-12-31
Montana,0,2007-12-31
Nebraska,45,2007-12-31
Nevada,0,2007-12-31
New Hampshire,0,2007-12-31
New Jersey,25,2007-12-31
New Mexico,31,2007-12-31
New York,15,2007-12-31
North Carolina,9,2007-12-31
North Dakota,0,2007-12-31
Ohio,15,2007-12-31
Oklahoma,15,2007-12-31
Oregon,8,2007-12-31
Pennsylvania,28,2007-12-31
Rhode Island,0,2007-12-31
South Carolina,40,2007-12-31
South Dakota,100,2007-12-31
Tennessee,9,2007-12-31
Texas,16,2007-12-31
Utah,14,2007-12-31
Vermont,64,2007-12-31
Virginia,9,2007-12-31
Washington,8,2007-12-31
West Virginia,0,2007-12-31
Wisconsin,14,2007-12-31
Wyoming,0,2007-12-31
Alabama,53,2008-01-31
Alaska,0,2008-01-31
Arizona,42,2008-01-31
Arkansas,45,2008-01-31
California,35,2008-01-31
Colorado,62,2008-01-31
Connecticut,79,2008-01-31
Delaware,0,2008-01-31
District of Columbia,42,2008-01-31
Florida,49,2008-01-31
Georgia,49,2008-01-31
Hawaii,0,2008-01-31
Idaho,58,2008-01-31
Illinois,15,2008-01-31
Indiana,17,2008-01-31
Iowa,32,2008-01-31
Kansas,28,2008-01-31
Kentucky,0,2008-01-31
Louisiana,25,2008-01-31
Maine,53,2008-01-31
Maryland,23,2008-01-31
Massachusetts,26,2008-01-31
Michigan,26,2008-01-31
Minnesota,21,2008-01-31
Mississippi,100,2008-01-31
Missouri,39,2008-01-31
Montana,0,2008-01-31
Nebraska,0,2008-01-31
Nevada,0,2008-01-31
New Hampshire,0,2008-01-31
New Jersey,41,2008-01-31
New Mexico,0,2008-01-31
New York,8,2008-01-31
North Carolina,49,2008-01-31
North Dakota,0,2008-01-31
Ohio,27,2008-01-31
Oklahoma,0,2008-01-31
Oregon,15,2008-01-31
Pennsylvania,31,2008-01-31
Rhode Island,0,2008-01-31
South Carolina,0,2008-01-31
South Dakota,94,2008-01-31
Tennessee,49,2008-01-31
Texas,17,2008-01-31
Utah,0,2008-01-31
Vermont,0,2008-01-31
Virginia,25,2008-01-31
Washington,23,2008-01-31
West Virginia,0,2008-01-31
Wisconsin,13,2008-01-31
Wyoming,0,2008-01-31
Alabama,28,2008-02-29
Alaska,0,2008-02-29
Arizona,38,2008-02-29
Arkansas,24,2008-02-29
California,23,2008-02-29
Colorado,16,2008-02-29
Connecticut,0,2008-02-29
Delaware,0,2008-02-29
District of Columbia,11,2008-02-29
Florida,10,2008-02-29
Georgia,25,2008-02-29
Hawaii,24,2008-02-29
Idaho,0,2008-02-29
Illinois,14,2008-02-29
Indiana,0,2008-02-29
Iowa,0,2008-02-29
Kansas,0,2008-02-29
Kentucky,0,2008-02-29
Louisiana,0,2008-02-29
Maine,0,2008-02-29
Maryland,12,2008-02-29
Massachusetts,27,2008-02-29
Michigan,9,2008-02-29
Minnesota,23,2008-02-29
Mississippi,0,2008-02-29
Missouri,5,2008-02-29
Montana,0,2008-02-29
Nebraska,0,2008-02-29
Nevada,34,2008-02-29
New Hampshire,26,2008-02-29
New Jersey,23,2008-02-29
New Mexico,30,2008-02-29
New York,22,2008-02-29
North Carolina,8,2008-02-29
North Dakota,0,2008-02-29
Ohio,10,2008-02-29
Oklahoma,0,2008-02-29
Oregon,16,2008-02-29
Pennsylvania,5,2008-02-29
Rhode Island,0,2008-02-29
South Carolina,0,2008-02-29
South Dakota,100,2008-02-29
Tennessee,26,2008-02-29
Texas,14,2008-02-29
Utah,27,2008-02-29
Vermont,0,2008-02-29
Virginia,7,2008-02-29
Washington,23,2008-02-29
West Virginia,0,2008-02-29
Wisconsin,14,2008-02-29
Wyoming,0,2008-02-29
