geoName,Real Estate Investment,year
Minnesota,0,2013-03-31
Mississippi,0,2013-03-31
Missouri,5,2013-03-31
Montana,48,2013-03-31
Nebraska,41,2013-03-31
Nevada,0,2013-03-31
New Hampshire,0,2013-03-31
New Jersey,4,2013-03-31
New Mexico,26,2013-03-31
New York,8,2013-03-31
North Carolina,3,2013-03-31
North Dakota,0,2013-03-31
Ohio,14,2013-03-31
Oklahoma,13,2013-03-31
Oregon,8,2013-03-31
Pennsylvania,5,2013-03-31
Rhode Island,100,2013-03-31
South Carolina,21,2013-03-31
South Dakota,0,2013-03-31
Tennessee,6,2013-03-31
Texas,7,2013-03-31
Utah,13,2013-03-31
Vermont,0,2013-03-31
Virginia,13,2013-03-31
Washington,4,2013-03-31
West Virginia,0,2013-03-31
Wisconsin,0,2013-03-31
Wyoming,0,2013-03-31
Alabama,26,2013-04-30
Alaska,0,2013-04-30
Arizona,0,2013-04-30
Arkansas,0,2013-04-30
California,22,2013-04-30
Colorado,24,2013-04-30
Connecticut,20,2013-04-30
Delaware,100,2013-04-30
District of Columbia,52,2013-04-30
Florida,12,2013-04-30
Georgia,6,2013-04-30
Hawaii,52,2013-04-30
Idaho,0,2013-04-30
Illinois,18,2013-04-30
Indiana,0,2013-04-30
Iowa,32,2013-04-30
Kansas,31,2013-04-30
Kentucky,0,2013-04-30
Louisiana,18,2013-04-30
Maine,63,2013-04-30
Maryland,22,2013-04-30
Massachusetts,20,2013-04-30
Michigan,8,2013-04-30
Minnesota,0,2013-04-30
Mississippi,0,2013-04-30
Missouri,23,2013-04-30
Montana,0,2013-04-30
Nebraska,0,2013-04-30
Nevada,33,2013-04-30
New Hampshire,0,2013-04-30
New Jersey,25,2013-04-30
New Mexico,0,2013-04-30
New York,14,2013-04-30
North Carolina,14,2013-04-30
North Dakota,0,2013-04-30
Ohio,30,2013-04-30
Oklahoma,0,2013-04-30
Oregon,35,2013-04-30
Pennsylvania,0,2013-04-30
Rhode Island,0,2013-04-30
South Carolina,0,2013-04-30
South Dakota,0,2013-04-30
Tennessee,14,2013-04-30
Texas,26,2013-04-30
Utah,30,2013-04-30
Vermont,0,2013-04-30
Virginia,43,2013-04-30
Washington,16,2013-04-30
West Virginia,0,2013-04-30
Wisconsin,27,2013-04-30
Wyoming,0,2013-04-30
Alabama,0,2013-05-31
Alaska,0,2013-05-31
Arizona,15,2013-05-31
Arkansas,0,2013-05-31
California,37,2013-05-31
Colorado,27,2013-05-31
Connecticut,50,2013-05-31
Delaware,0,2013-05-31
District of Columbia,0,2013-05-31
Florida,15,2013-05-31
Georgia,0,2013-05-31
Hawaii,0,2013-05-31
Idaho,0,2013-05-31
Illinois,40,2013-05-31
Indiana,0,2013-05-31
Iowa,44,2013-05-31
Kansas,40,2013-05-31
Kentucky,0,2013-05-31
Louisiana,0,2013-05-31
Maine,0,2013-05-31
Maryland,38,2013-05-31
Massachusetts,26,2013-05-31
Michigan,10,2013-05-31
Minnesota,13,2013-05-31
Mississippi,0,2013-05-31
Missouri,15,2013-05-31
Montana,0,2013-05-31
Nebraska,0,2013-05-31
Nevada,0,2013-05-31
New Hampshire,70,2013-05-31
New Jersey,10,2013-05-31
New Mexico,0,2013-05-31
New York,31,2013-05-31
North Carolina,0,2013-05-31
North Dakota,0,2013-05-31
Ohio,58,2013-05-31
Oklahoma,0,2013-05-31
Oregon,22,2013-05-31
Pennsylvania,8,2013-05-31
Rhode Island,0,2013-05-31
South Carolina,0,2013-05-31
South Dakota,0,2013-05-31
Tennessee,34,2013-05-31
Texas,22,2013-05-31
Utah,0,2013-05-31
Vermont,0,2013-05-31
Virginia,32,2013-05-31
Washington,31,2013-05-31
West Virginia,100,2013-05-31
Wisconsin,17,2013-05-31
Wyoming,0,2013-05-31
Alabama,0,2013-06-30
Alaska,0,2013-06-30
Arizona,25,2013-06-30
Arkansas,0,2013-06-30
California,19,2013-06-30
Colorado,34,2013-06-30
Connecticut,56,2013-06-30
Delaware,0,2013-06-30
District of Columbia,100,2013-06-30
Florida,19,2013-06-30
Georgia,20,2013-06-30
Hawaii,0,2013-06-30
Idaho,92,2013-06-30
Illinois,26,2013-06-30
Indiana,23,2013-06-30
Iowa,0,2013-06-30
Kansas,18,2013-06-30
Kentucky,0,2013-06-30
Louisiana,13,2013-06-30
Maine,0,2013-06-30
Maryland,17,2013-06-30
Massachusetts,16,2013-06-30
Michigan,5,2013-06-30
Minnesota,0,2013-06-30
Mississippi,0,2013-06-30
Missouri,0,2013-06-30
Montana,0,2013-06-30
Nebraska,31,2013-06-30
Nevada,18,2013-06-30
New Hampshire,0,2013-06-30
New Jersey,19,2013-06-30
New Mexico,0,2013-06-30
New York,17,2013-06-30
North Carolina,11,2013-06-30
North Dakota,0,2013-06-30
Ohio,21,2013-06-30
Oklahoma,32,2013-06-30
Oregon,12,2013-06-30
Pennsylvania,13,2013-06-30
Rhode Island,0,2013-06-30
South Carolina,0,2013-06-30
South Dakota,0,2013-06-30
Tennessee,0,2013-06-30
Texas,16,2013-06-30
Utah,34,2013-06-30
Vermont,0,2013-06-30
Virginia,14,2013-06-30
Washington,0,2013-06-30
West Virginia,0,2013-06-30
Wisconsin,0,2013-06-30
Wyoming,0,2013-06-30
Alabama,0,2013-07-31
Alaska,0,2013-07-31
Arizona,5,2013-07-31
Arkansas,0,2013-07-31
California,13,2013-07-31
Colorado,16,2013-07-31
Connecticut,0,2013-07-31
Delaware,100,2013-07-31
District of Columbia,53,2013-07-31
Florida,11,2013-07-31
Georgia,5,2013-07-31
Hawaii,0,2013-07-31
Idaho,29,2013-07-31
Illinois,6,2013-07-31
Indiana,0,2013-07-31
Iowa,0,2013-07-31
Kansas,10,2013-07-31
Kentucky,10,2013-07-31
Louisiana,0,2013-07-31
Maine,0,2013-07-31
Maryland,11,2013-07-31
Massachusetts,13,2013-07-31
Michigan,10,2013-07-31
Minnesota,5,2013-07-31
Mississippi,0,2013-07-31
Missouri,15,2013-07-31
Montana,0,2013-07-31
Nebraska,0,2013-07-31
Nevada,10,2013-07-31
New Hampshire,0,2013-07-31
New Jersey,6,2013-07-31
New Mexico,50,2013-07-31
New York,13,2013-07-31
North Carolina,7,2013-07-31
North Dakota,0,2013-07-31
Ohio,7,2013-07-31
Oklahoma,0,2013-07-31
Oregon,4,2013-07-31
Pennsylvania,10,2013-07-31
Rhode Island,0,2013-07-31
South Carolina,21,2013-07-31
South Dakota,0,2013-07-31
Tennessee,9,2013-07-31
Texas,10,2013-07-31
Utah,9,2013-07-31
Vermont,0,2013-07-31
Virginia,6,2013-07-31
Washington,0,2013-07-31
West Virginia,0,2013-07-31
Wisconsin,36,2013-07-31
Wyoming,0,2013-07-31
Alabama,0,2013-08-31
Alaska,0,2013-08-31
Arizona,35,2013-08-31
Arkansas,0,2013-08-31
California,44,2013-08-31
Colorado,55,2013-08-31
Connecticut,0,2013-08-31
Delaware,0,2013-08-31
District of Columbia,46,2013-08-31
Florida,20,2013-08-31
Georgia,0,2013-08-31
Hawaii,0,2013-08-31
Idaho,0,2013-08-31
Illinois,20,2013-08-31
Indiana,0,2013-08-31
Iowa,94,2013-08-31
Kansas,0,2013-08-31
Kentucky,0,2013-08-31
Louisiana,33,2013-08-31
Maine,85,2013-08-31
Maryland,57,2013-08-31
Massachusetts,41,2013-08-31
Michigan,37,2013-08-31
Minnesota,29,2013-08-31
Mississippi,0,2013-08-31
Missouri,52,2013-08-31
Montana,0,2013-08-31
Nebraska,0,2013-08-31
Nevada,0,2013-08-31
New Hampshire,0,2013-08-31
New Jersey,30,2013-08-31
New Mexico,0,2013-08-31
New York,16,2013-08-31
North Carolina,53,2013-08-31
North Dakota,0,2013-08-31
Ohio,0,2013-08-31
Oklahoma,0,2013-08-31
Oregon,12,2013-08-31
Pennsylvania,9,2013-08-31
Rhode Island,100,2013-08-31
South Carolina,0,2013-08-31
South Dakota,0,2013-08-31
Tennessee,0,2013-08-31
Texas,22,2013-08-31
Utah,28,2013-08-31
Vermont,0,2013-08-31
Virginia,28,2013-08-31
Washington,24,2013-08-31
West Virginia,0,2013-08-31
Wisconsin,38,2013-08-31
Wyoming,0,2013-08-31
Alabama,19,2013-09-30
Alaska,0,2013-09-30
Arizona,18,2013-09-30
Arkansas,0,2013-09-30
California,17,2013-09-30
Colorado,0,2013-09-30
Connecticut,15,2013-09-30
Delaware,0,2013-09-30
District of Columbia,100,2013-09-30
Florida,16,2013-09-30
Georgia,9,2013-09-30
Hawaii,0,2013-09-30
Idaho,0,2013-09-30
Illinois,11,2013-09-30
Indiana,0,2013-09-30
Iowa,0,2013-09-30
Kansas,18,2013-09-30
Kentucky,25,2013-09-30
Louisiana,0,2013-09-30
Maine,0,2013-09-30
Maryland,40,2013-09-30
Massachusetts,27,2013-09-30
Michigan,19,2013-09-30
Minnesota,22,2013-09-30
Mississippi,0,2013-09-30
Missouri,0,2013-09-30
Montana,0,2013-09-30
Nebraska,0,2013-09-30
Nevada,18,2013-09-30
New Hampshire,0,2013-09-30
New Jersey,26,2013-09-30
New Mexico,0,2013-09-30
New York,20,2013-09-30
North Carolina,6,2013-09-30
North Dakota,0,2013-09-30
Ohio,0,2013-09-30
Oklahoma,14,2013-09-30
Oregon,6,2013-09-30
Pennsylvania,14,2013-09-30
Rhode Island,0,2013-09-30
South Carolina,0,2013-09-30
South Dakota,0,2013-09-30
Tennessee,0,2013-09-30
Texas,11,2013-09-30
Utah,0,2013-09-30
Vermont,0,2013-09-30
Virginia,5,2013-09-30
Washington,6,2013-09-30
West Virginia,0,2013-09-30
Wisconsin,22,2013-09-30
Wyoming,0,2013-09-30
Alabama,0,2013-10-31
Alaska,0,2013-10-31
Arizona,23,2013-10-31
Arkansas,0,2013-10-31
California,27,2013-10-31
Colorado,71,2013-10-31
Connecticut,19,2013-10-31
Delaware,0,2013-10-31
District of Columbia,100,2013-10-31
Florida,10,2013-10-31
Georgia,22,2013-10-31
Hawaii,91,2013-10-31
Idaho,0,2013-10-31
Illinois,35,2013-10-31
Indiana,45,2013-10-31
Iowa,0,2013-10-31
Kansas,51,2013-10-31
Kentucky,18,2013-10-31
Louisiana,22,2013-10-31
Maine,0,2013-10-31
Maryland,25,2013-10-31
Massachusetts,28,2013-10-31
Michigan,24,2013-10-31
Minnesota,0,2013-10-31
Mississippi,0,2013-10-31
Missouri,11,2013-10-31
Montana,97,2013-10-31
Nebraska,42,2013-10-31
Nevada,0,2013-10-31
New Hampshire,0,2013-10-31
New Jersey,28,2013-10-31
New Mexico,51,2013-10-31
New York,28,2013-10-31
North Carolina,7,2013-10-31
North Dakota,0,2013-10-31
Ohio,0,2013-10-31
Oklahoma,0,2013-10-31
Oregon,7,2013-10-31
Pennsylvania,27,2013-10-31
Rhode Island,0,2013-10-31
South Carolina,44,2013-10-31
South Dakota,0,2013-10-31
Tennessee,12,2013-10-31
Texas,15,2013-10-31
Utah,0,2013-10-31
Vermont,0,2013-10-31
Virginia,13,2013-10-31
Washington,16,2013-10-31
West Virginia,0,2013-10-31
Wisconsin,24,2013-10-31
Wyoming,0,2013-10-31
Alabama,20,2013-11-30
Alaska,0,2013-11-30
Arizona,10,2013-11-30
Arkansas,0,2013-11-30
California,15,2013-11-30
Colorado,29,2013-11-30
Connecticut,0,2013-11-30
Delaware,0,2013-11-30
District of Columbia,67,2013-11-30
Florida,12,2013-11-30
Georgia,20,2013-11-30
Hawaii,0,2013-11-30
Idaho,51,2013-11-30
Illinois,12,2013-11-30
Indiana,0,2013-11-30
Iowa,42,2013-11-30
Kansas,0,2013-11-30
Kentucky,0,2013-11-30
Louisiana,39,2013-11-30
Maine,0,2013-11-30
Maryland,52,2013-11-30
Massachusetts,6,2013-11-30
Michigan,13,2013-11-30
Minnesota,0,2013-11-30
Mississippi,0,2013-11-30
Missouri,19,2013-11-30
Montana,0,2013-11-30
Nebraska,0,2013-11-30
Nevada,20,2013-11-30
New Hampshire,44,2013-11-30
New Jersey,25,2013-11-30
New Mexico,0,2013-11-30
New York,17,2013-11-30
North Carolina,20,2013-11-30
North Dakota,100,2013-11-30
Ohio,12,2013-11-30
Oklahoma,0,2013-11-30
Oregon,0,2013-11-30
Pennsylvania,5,2013-11-30
Rhode Island,0,2013-11-30
South Carolina,0,2013-11-30
South Dakota,0,2013-11-30
Tennessee,12,2013-11-30
Texas,2,2013-11-30
Utah,0,2013-11-30
Vermont,0,2013-11-30
Virginia,12,2013-11-30
Washington,8,2013-11-30
West Virginia,0,2013-11-30
Wisconsin,12,2013-11-30
Wyoming,0,2013-11-30
Alabama,49,2013-12-31
Alaska,0,2013-12-31
Arizona,0,2013-12-31
Arkansas,49,2013-12-31
California,24,2013-12-31
Colorado,25,2013-12-31
Connecticut,21,2013-12-31
Delaware,100,2013-12-31
District of Columbia,68,2013-12-31
Florida,24,2013-12-31
Georgia,20,2013-12-31
Hawaii,52,2013-12-31
Idaho,0,2013-12-31
Illinois,41,2013-12-31
Indiana,33,2013-12-31
Iowa,28,2013-12-31
Kansas,0,2013-12-31
Kentucky,0,2013-12-31
Louisiana,25,2013-12-31
Maine,0,2013-12-31
Maryland,68,2013-12-31
Massachusetts,0,2013-12-31
Michigan,8,2013-12-31
Minnesota,11,2013-12-31
Mississippi,33,2013-12-31
Missouri,53,2013-12-31
Montana,0,2013-12-31
Nebraska,0,2013-12-31
Nevada,26,2013-12-31
New Hampshire,0,2013-12-31
New Jersey,48,2013-12-31
New Mexico,58,2013-12-31
New York,37,2013-12-31
North Carolina,17,2013-12-31
North Dakota,0,2013-12-31
Ohio,16,2013-12-31
Oklahoma,0,2013-12-31
Oregon,10,2013-12-31
Pennsylvania,6,2013-12-31
Rhode Island,0,2013-12-31
South Carolina,46,2013-12-31
South Dakota,0,2013-12-31
Tennessee,15,2013-12-31
Texas,26,2013-12-31
Utah,30,2013-12-31
Vermont,0,2013-12-31
Virginia,37,2013-12-31
Washington,29,2013-12-31
West Virginia,65,2013-12-31
Wisconsin,15,2013-12-31
Wyoming,0,2013-12-31
Alabama,52,2014-01-31
Alaska,0,2014-01-31
Arizona,100,2014-01-31
Arkansas,0,2014-01-31
California,32,2014-01-31
Colorado,50,2014-01-31
Connecticut,90,2014-01-31
Delaware,0,2014-01-31
District of Columbia,65,2014-01-31
Florida,16,2014-01-31
Georgia,28,2014-01-31
Hawaii,0,2014-01-31
Idaho,0,2014-01-31
Illinois,32,2014-01-31
Indiana,35,2014-01-31
Iowa,0,2014-01-31
Kansas,0,2014-01-31
Kentucky,0,2014-01-31
Louisiana,0,2014-01-31
Maine,0,2014-01-31
Maryland,85,2014-01-31
Massachusetts,68,2014-01-31
Michigan,100,2014-01-31
Minnesota,53,2014-01-31
Mississippi,0,2014-01-31
Missouri,0,2014-01-31
Montana,0,2014-01-31
Nebraska,94,2014-01-31
Nevada,0,2014-01-31
New Hampshire,0,2014-01-31
New Jersey,68,2014-01-31
New Mexico,0,2014-01-31
New York,49,2014-01-31
North Carolina,50,2014-01-31
North Dakota,0,2014-01-31
Ohio,49,2014-01-31
Oklahoma,93,2014-01-31
Oregon,20,2014-01-31
Pennsylvania,64,2014-01-31
Rhode Island,0,2014-01-31
South Carolina,48,2014-01-31
South Dakota,0,2014-01-31
Tennessee,31,2014-01-31
Texas,61,2014-01-31
Utah,66,2014-01-31
Vermont,0,2014-01-31
Virginia,48,2014-01-31
Washington,63,2014-01-31
West Virginia,0,2014-01-31
Wisconsin,30,2014-01-31
Wyoming,0,2014-01-31
Alabama,0,2014-02-28
Alaska,0,2014-02-28
Arizona,19,2014-02-28
Arkansas,0,2014-02-28
California,22,2014-02-28
Colorado,35,2014-02-28
Connecticut,33,2014-02-28
Delaware,0,2014-02-28
District of Columbia,23,2014-02-28
Florida,27,2014-02-28
Georgia,20,2014-02-28
Hawaii,0,2014-02-28
Idaho,0,2014-02-28
Illinois,15,2014-02-28
Indiana,26,2014-02-28
Iowa,0,2014-02-28
Kansas,19,2014-02-28
Kentucky,0,2014-02-28
Louisiana,16,2014-02-28
Maine,0,2014-02-28
Maryland,10,2014-02-28
Massachusetts,19,2014-02-28
Michigan,0,2014-02-28
Minnesota,19,2014-02-28
Mississippi,30,2014-02-28
Missouri,10,2014-02-28
Montana,0,2014-02-28
Nebraska,0,2014-02-28
Nevada,19,2014-02-28
New Hampshire,0,2014-02-28
New Jersey,19,2014-02-28
New Mexico,46,2014-02-28
New York,22,2014-02-28
North Carolina,12,2014-02-28
North Dakota,100,2014-02-28
Ohio,6,2014-02-28
Oklahoma,0,2014-02-28
Oregon,43,2014-02-28
Pennsylvania,10,2014-02-28
Rhode Island,0,2014-02-28
South Carolina,18,2014-02-28
South Dakota,0,2014-02-28
Tennessee,10,2014-02-28
Texas,22,2014-02-28
Utah,24,2014-02-28
Vermont,0,2014-02-28
Virginia,12,2014-02-28
Washington,23,2014-02-28
West Virginia,0,2014-02-28
Wisconsin,0,2014-02-28
Wyoming,0,2014-02-28
Alabama,0,2014-03-31
Alaska,0,2014-03-31
Arizona,0,2014-03-31
Arkansas,0,2014-03-31
California,47,2014-03-31
Colorado,15,2014-03-31
Connecticut,58,2014-03-31
Delaware,0,2014-03-31
District of Columbia,0,2014-03-31
Florida,35,2014-03-31
Georgia,17,2014-03-31
Hawaii,0,2014-03-31
Idaho,82,2014-03-31
Illinois,40,2014-03-31
Indiana,22,2014-03-31
Iowa,85,2014-03-31
Kansas,0,2014-03-31
Kentucky,0,2014-03-31
Louisiana,27,2014-03-31
Maine,0,2014-03-31
Maryland,36,2014-03-31
Massachusetts,33,2014-03-31
Michigan,33,2014-03-31
Minnesota,16,2014-03-31
Mississippi,100,2014-03-31
Missouri,0,2014-03-31
Montana,0,2014-03-31
Nebraska,56,2014-03-31
Nevada,0,2014-03-31
New Hampshire,78,2014-03-31
New Jersey,43,2014-03-31
New Mexico,0,2014-03-31
New York,52,2014-03-31
North Carolina,21,2014-03-31
North Dakota,0,2014-03-31
Ohio,42,2014-03-31
Oklahoma,91,2014-03-31
Oregon,0,2014-03-31
Pennsylvania,24,2014-03-31
Rhode Island,0,2014-03-31
South Carolina,0,2014-03-31
South Dakota,0,2014-03-31
Tennessee,0,2014-03-31
Texas,29,2014-03-31
Utah,0,2014-03-31
Vermont,0,2014-03-31
Virginia,9,2014-03-31
Washington,13,2014-03-31
West Virginia,0,2014-03-31
Wisconsin,71,2014-03-31
Wyoming,0,2014-03-31
Alabama,10,2014-04-30
Alaska,0,2014-04-30
Arizona,9,2014-04-30
Arkansas,0,2014-04-30
California,14,2014-04-30
Colorado,9,2014-04-30
Connecticut,13,2014-04-30
Delaware,0,2014-04-30
District of Columbia,0,2014-04-30
Florida,13,2014-04-30
Georgia,20,2014-04-30
Hawaii,21,2014-04-30
Idaho,0,2014-04-30
Illinois,12,2014-04-30
Indiana,0,2014-04-30
Iowa,0,2014-04-30
Kansas,8,2014-04-30
Kentucky,0,2014-04-30
Louisiana,22,2014-04-30
Maine,0,2014-04-30
Maryland,11,2014-04-30
Massachusetts,17,2014-04-30
Michigan,10,2014-04-30
Minnesota,0,2014-04-30
Mississippi,15,2014-04-30
Missouri,5,2014-04-30
Montana,44,2014-04-30
Nebraska,0,2014-04-30
Nevada,19,2014-04-30
New Hampshire,0,2014-04-30
New Jersey,12,2014-04-30
New Mexico,0,2014-04-30
New York,10,2014-04-30
North Carolina,3,2014-04-30
North Dakota,100,2014-04-30
Ohio,3,2014-04-30
Oklahoma,0,2014-04-30
Oregon,14,2014-04-30
Pennsylvania,5,2014-04-30
Rhode Island,0,2014-04-30
South Carolina,0,2014-04-30
South Dakota,0,2014-04-30
Tennessee,0,2014-04-30
Texas,12,2014-04-30
Utah,24,2014-04-30
Vermont,0,2014-04-30
Virginia,7,2014-04-30
Washington,4,2014-04-30
West Virginia,23,2014-04-30
Wisconsin,16,2014-04-30
Wyoming,0,2014-04-30
Alabama,18,2014-05-31
Alaska,0,2014-05-31
Arizona,24,2014-05-31
Arkansas,0,2014-05-31
California,18,2014-05-31
Colorado,8,2014-05-31
Connecticut,53,2014-05-31
Delaware,0,2014-05-31
District of Columbia,0,2014-05-31
Florida,11,2014-05-31
Georgia,9,2014-05-31
Hawaii,0,2014-05-31
Idaho,45,2014-05-31
Illinois,4,2014-05-31
Indiana,0,2014-05-31
Iowa,0,2014-05-31
Kansas,0,2014-05-31
Kentucky,0,2014-05-31
Louisiana,13,2014-05-31
Maine,0,2014-05-31
Maryland,0,2014-05-31
Massachusetts,12,2014-05-31
Michigan,6,2014-05-31
Minnesota,0,2014-05-31
Mississippi,0,2014-05-31
Missouri,0,2014-05-31
Montana,0,2014-05-31
Nebraska,30,2014-05-31
Nevada,0,2014-05-31
New Hampshire,0,2014-05-31
New Jersey,33,2014-05-31
New Mexico,0,2014-05-31
New York,16,2014-05-31
North Carolina,12,2014-05-31
North Dakota,0,2014-05-31
Ohio,12,2014-05-31
Oklahoma,0,2014-05-31
Oregon,8,2014-05-31
Pennsylvania,0,2014-05-31
Rhode Island,0,2014-05-31
South Carolina,26,2014-05-31
South Dakota,100,2014-05-31
Tennessee,30,2014-05-31
Texas,13,2014-05-31
Utah,0,2014-05-31
Vermont,0,2014-05-31
Virginia,13,2014-05-31
Washington,7,2014-05-31
West Virginia,0,2014-05-31
Wisconsin,29,2014-05-31
Wyoming,0,2014-05-31
Alabama,0,2014-06-30
Alaska,0,2014-06-30
Arizona,0,2014-06-30
Arkansas,0,2014-06-30
California,22,2014-06-30
Colorado,8,2014-06-30
Connecticut,16,2014-06-30
Delaware,76,2014-06-30
District of Columbia,60,2014-06-30
Florida,8,2014-06-30
Georgia,16,2014-06-30
Hawaii,0,2014-06-30
Idaho,0,2014-06-30
Illinois,11,2014-06-30
Indiana,25,2014-06-30
Iowa,0,2014-06-30
Kansas,0,2014-06-30
Kentucky,0,2014-06-30
Louisiana,25,2014-06-30
Maine,46,2014-06-30
Maryland,9,2014-06-30
Massachusetts,17,2014-06-30
Michigan,5,2014-06-30
Minnesota,17,2014-06-30
Mississippi,0,2014-06-30
Missouri,9,2014-06-30
Montana,0,2014-06-30
Nebraska,30,2014-06-30
Nevada,0,2014-06-30
New Hampshire,0,2014-06-30
New Jersey,11,2014-06-30
New Mexico,0,2014-06-30
New York,18,2014-06-30
North Carolina,18,2014-06-30
North Dakota,0,2014-06-30
Ohio,23,2014-06-30
Oklahoma,0,2014-06-30
Oregon,23,2014-06-30
Pennsylvania,4,2014-06-30
Rhode Island,0,2014-06-30
South Carolina,0,2014-06-30
South Dakota,0,2014-06-30
Tennessee,0,2014-06-30
Texas,6,2014-06-30
Utah,0,2014-06-30
Vermont,0,2014-06-30
Virginia,20,2014-06-30
Washington,13,2014-06-30
West Virginia,100,2014-06-30
Wisconsin,19,2014-06-30
Wyoming,0,2014-06-30
Alabama,0,2014-07-31
Alaska,0,2014-07-31
Arizona,52,2014-07-31
Arkansas,0,2014-07-31
California,49,2014-07-31
Colorado,33,2014-07-31
Connecticut,0,2014-07-31
Delaware,0,2014-07-31
District of Columbia,38,2014-07-31
Florida,28,2014-07-31
Georgia,17,2014-07-31
Hawaii,0,2014-07-31
Idaho,100,2014-07-31
Illinois,8,2014-07-31
Indiana,26,2014-07-31
Iowa,0,2014-07-31
Kansas,32,2014-07-31
Kentucky,0,2014-07-31
Louisiana,0,2014-07-31
Maine,0,2014-07-31
Maryland,42,2014-07-31
Massachusetts,38,2014-07-31
Michigan,12,2014-07-31
Minnesota,0,2014-07-31
Mississippi,0,2014-07-31
Missouri,0,2014-07-31
Montana,0,2014-07-31
Nebraska,0,2014-07-31
Nevada,0,2014-07-31
New Hampshire,0,2014-07-31
New Jersey,38,2014-07-31
New Mexico,0,2014-07-31
New York,28,2014-07-31
North Carolina,51,2014-07-31
North Dakota,0,2014-07-31
Ohio,25,2014-07-31
Oklahoma,0,2014-07-31
Oregon,17,2014-07-31
Pennsylvania,40,2014-07-31
Rhode Island,0,2014-07-31
South Carolina,0,2014-07-31
South Dakota,0,2014-07-31
Tennessee,0,2014-07-31
Texas,17,2014-07-31
Utah,91,2014-07-31
Vermont,0,2014-07-31
Virginia,13,2014-07-31
Washington,14,2014-07-31
West Virginia,0,2014-07-31
Wisconsin,42,2014-07-31
Wyoming,0,2014-07-31
Alabama,0,2014-08-31
Alaska,0,2014-08-31
Arizona,52,2014-08-31
Arkansas,0,2014-08-31
California,14,2014-08-31
Colorado,17,2014-08-31
Connecticut,38,2014-08-31
Delaware,0,2014-08-31
District of Columbia,29,2014-08-31
Florida,17,2014-08-31
Georgia,45,2014-08-31
Hawaii,40,2014-08-31
Idaho,0,2014-08-31
Illinois,0,2014-08-31
Indiana,0,2014-08-31
Iowa,49,2014-08-31
Kansas,32,2014-08-31
Kentucky,26,2014-08-31
Louisiana,32,2014-08-31
Maine,0,2014-08-31
Maryland,60,2014-08-31
Massachusetts,49,2014-08-31
Michigan,0,2014-08-31
Minnesota,0,2014-08-31
Mississippi,0,2014-08-31
Missouri,38,2014-08-31
Montana,0,2014-08-31
Nebraska,62,2014-08-31
Nevada,0,2014-08-31
New Hampshire,0,2014-08-31
New Jersey,37,2014-08-31
New Mexico,0,2014-08-31
New York,27,2014-08-31
North Carolina,24,2014-08-31
North Dakota,0,2014-08-31
Ohio,24,2014-08-31
Oklahoma,25,2014-08-31
Oregon,17,2014-08-31
Pennsylvania,38,2014-08-31
Rhode Island,0,2014-08-31
South Carolina,0,2014-08-31
South Dakota,0,2014-08-31
Tennessee,22,2014-08-31
Texas,42,2014-08-31
Utah,85,2014-08-31
Vermont,0,2014-08-31
Virginia,19,2014-08-31
Washington,38,2014-08-31
West Virginia,100,2014-08-31
Wisconsin,20,2014-08-31
Wyoming,0,2014-08-31
Alabama,30,2014-09-30
Alaska,0,2014-09-30
Arizona,27,2014-09-30
Arkansas,0,2014-09-30
California,19,2014-09-30
Colorado,91,2014-09-30
Connecticut,0,2014-09-30
Delaware,0,2014-09-30
District of Columbia,17,2014-09-30
Florida,34,2014-09-30
Georgia,21,2014-09-30
Hawaii,32,2014-09-30
Idaho,0,2014-09-30
Illinois,0,2014-09-30
Indiana,19,2014-09-30
Iowa,36,2014-09-30
Kansas,26,2014-09-30
Kentucky,0,2014-09-30
Louisiana,50,2014-09-30
Maine,0,2014-09-30
Maryland,31,2014-09-30
Massachusetts,18,2014-09-30
Michigan,28,2014-09-30
Minnesota,56,2014-09-30
Mississippi,0,2014-09-30
Missouri,30,2014-09-30
Montana,0,2014-09-30
Nebraska,0,2014-09-30
Nevada,0,2014-09-30
New Hampshire,0,2014-09-30
New Jersey,37,2014-09-30
New Mexico,0,2014-09-30
New York,27,2014-09-30
North Carolina,28,2014-09-30
North Dakota,0,2014-09-30
Ohio,18,2014-09-30
Oklahoma,51,2014-09-30
Oregon,0,2014-09-30
Pennsylvania,22,2014-09-30
Rhode Island,0,2014-09-30
South Carolina,65,2014-09-30
South Dakota,0,2014-09-30
Tennessee,50,2014-09-30
Texas,23,2014-09-30
Utah,100,2014-09-30
Vermont,0,2014-09-30
Virginia,19,2014-09-30
Washington,20,2014-09-30
West Virginia,0,2014-09-30
Wisconsin,29,2014-09-30
Wyoming,0,2014-09-30
Alabama,41,2014-10-31
Alaska,0,2014-10-31
Arizona,18,2014-10-31
Arkansas,0,2014-10-31
California,30,2014-10-31
Colorado,56,2014-10-31
Connecticut,0,2014-10-31
Delaware,0,2014-10-31
District of Columbia,62,2014-10-31
Florida,51,2014-10-31
Georgia,39,2014-10-31
Hawaii,0,2014-10-31
Idaho,94,2014-10-31
Illinois,16,2014-10-31
Indiana,25,2014-10-31
Iowa,0,2014-10-31
Kansas,37,2014-10-31
Kentucky,0,2014-10-31
Louisiana,34,2014-10-31
Maine,100,2014-10-31
Maryland,62,2014-10-31
Massachusetts,63,2014-10-31
Michigan,51,2014-10-31
Minnesota,18,2014-10-31
