geoName,Real Estate Investment,year
Mississippi,0,2014-10-31
Missouri,21,2014-10-31
Montana,0,2014-10-31
Nebraska,0,2014-10-31
Nevada,0,2014-10-31
New Hampshire,0,2014-10-31
New Jersey,49,2014-10-31
New Mexico,0,2014-10-31
New York,41,2014-10-31
North Carolina,0,2014-10-31
North Dakota,0,2014-10-31
Ohio,24,2014-10-31
Oklahoma,0,2014-10-31
Oregon,27,2014-10-31
Pennsylvania,50,2014-10-31
Rhode Island,0,2014-10-31
South Carolina,29,2014-10-31
South Dakota,0,2014-10-31
Tennessee,19,2014-10-31
Texas,18,2014-10-31
Utah,40,2014-10-31
Vermont,0,2014-10-31
Virginia,6,2014-10-31
Washington,0,2014-10-31
West Virginia,0,2014-10-31
Wisconsin,20,2014-10-31
Wyoming,0,2014-10-31
Alabama,0,2014-11-30
Alaska,0,2014-11-30
Arizona,11,2014-11-30
Arkansas,41,2014-11-30
California,20,2014-11-30
Colorado,0,2014-11-30
Connecticut,48,2014-11-30
Delaware,100,2014-11-30
District of Columbia,14,2014-11-30
Florida,12,2014-11-30
Georgia,6,2014-11-30
Hawaii,0,2014-11-30
Idaho,0,2014-11-30
Illinois,20,2014-11-30
Indiana,16,2014-11-30
Iowa,57,2014-11-30
Kansas,46,2014-11-30
Kentucky,14,2014-11-30
Louisiana,0,2014-11-30
Maine,0,2014-11-30
Maryland,25,2014-11-30
Massachusetts,7,2014-11-30
Michigan,24,2014-11-30
Minnesota,22,2014-11-30
Mississippi,0,2014-11-30
Missouri,0,2014-11-30
Montana,0,2014-11-30
Nebraska,0,2014-11-30
Nevada,51,2014-11-30
New Hampshire,0,2014-11-30
New Jersey,30,2014-11-30
New Mexico,0,2014-11-30
New York,7,2014-11-30
North Carolina,8,2014-11-30
North Dakota,0,2014-11-30
Ohio,15,2014-11-30
Oklahoma,48,2014-11-30
Oregon,0,2014-11-30
Pennsylvania,19,2014-11-30
Rhode Island,0,2014-11-30
South Carolina,18,2014-11-30
South Dakota,0,2014-11-30
Tennessee,12,2014-11-30
Texas,8,2014-11-30
Utah,23,2014-11-30
Vermont,0,2014-11-30
Virginia,11,2014-11-30
Washington,8,2014-11-30
West Virginia,0,2014-11-30
Wisconsin,12,2014-11-30
Wyoming,0,2014-11-30
Alabama,0,2014-12-31
Alaska,0,2014-12-31
Arizona,21,2014-12-31
Arkansas,40,2014-12-31
California,18,2014-12-31
Colorado,0,2014-12-31
Connecticut,24,2014-12-31
Delaware,100,2014-12-31
District of Columbia,14,2014-12-31
Florida,47,2014-12-31
Georgia,18,2014-12-31
Hawaii,32,2014-12-31
Idaho,0,2014-12-31
Illinois,21,2014-12-31
Indiana,0,2014-12-31
Iowa,0,2014-12-31
Kansas,0,2014-12-31
Kentucky,14,2014-12-31
Louisiana,21,2014-12-31
Maine,58,2014-12-31
Maryland,25,2014-12-31
Massachusetts,47,2014-12-31
Michigan,8,2014-12-31
Minnesota,45,2014-12-31
Mississippi,0,2014-12-31
Missouri,25,2014-12-31
Montana,91,2014-12-31
Nebraska,37,2014-12-31
Nevada,25,2014-12-31
New Hampshire,58,2014-12-31
New Jersey,46,2014-12-31
New Mexico,0,2014-12-31
New York,17,2014-12-31
North Carolina,44,2014-12-31
North Dakota,0,2014-12-31
Ohio,22,2014-12-31
Oklahoma,15,2014-12-31
Oregon,17,2014-12-31
Pennsylvania,20,2014-12-31
Rhode Island,61,2014-12-31
South Carolina,0,2014-12-31
South Dakota,0,2014-12-31
Tennessee,0,2014-12-31
Texas,24,2014-12-31
Utah,24,2014-12-31
Vermont,0,2014-12-31
Virginia,12,2014-12-31
Washington,8,2014-12-31
West Virginia,0,2014-12-31
Wisconsin,24,2014-12-31
Wyoming,0,2014-12-31
Alabama,0,2015-01-31
Alaska,0,2015-01-31
Arizona,0,2015-01-31
Arkansas,0,2015-01-31
California,30,2015-01-31
Colorado,46,2015-01-31
Connecticut,48,2015-01-31
Delaware,100,2015-01-31
District of Columbia,45,2015-01-31
Florida,4,2015-01-31
Georgia,17,2015-01-31
Hawaii,36,2015-01-31
Idaho,0,2015-01-31
Illinois,21,2015-01-31
Indiana,17,2015-01-31
Iowa,54,2015-01-31
Kansas,25,2015-01-31
Kentucky,14,2015-01-31
Louisiana,21,2015-01-31
Maine,60,2015-01-31
Maryland,51,2015-01-31
Massachusetts,8,2015-01-31
Michigan,0,2015-01-31
Minnesota,11,2015-01-31
Mississippi,0,2015-01-31
Missouri,25,2015-01-31
Montana,0,2015-01-31
Nebraska,0,2015-01-31
Nevada,0,2015-01-31
New Hampshire,0,2015-01-31
New Jersey,38,2015-01-31
New Mexico,0,2015-01-31
New York,34,2015-01-31
North Carolina,7,2015-01-31
North Dakota,0,2015-01-31
Ohio,0,2015-01-31
Oklahoma,0,2015-01-31
Oregon,18,2015-01-31
Pennsylvania,5,2015-01-31
Rhode Island,59,2015-01-31
South Carolina,0,2015-01-31
South Dakota,0,2015-01-31
Tennessee,11,2015-01-31
Texas,21,2015-01-31
Utah,25,2015-01-31
Vermont,0,2015-01-31
Virginia,6,2015-01-31
Washington,8,2015-01-31
West Virginia,0,2015-01-31
Wisconsin,12,2015-01-31
Wyoming,0,2015-01-31
Alabama,0,2015-02-28
Alaska,0,2015-02-28
Arizona,24,2015-02-28
Arkansas,48,2015-02-28
California,26,2015-02-28
Colorado,14,2015-02-28
Connecticut,0,2015-02-28
Delaware,0,2015-02-28
District of Columbia,17,2015-02-28
Florida,53,2015-02-28
Georgia,20,2015-02-28
Hawaii,0,2015-02-28
Idaho,0,2015-02-28
Illinois,24,2015-02-28
Indiana,38,2015-02-28
Iowa,32,2015-02-28
Kansas,0,2015-02-28
Kentucky,17,2015-02-28
Louisiana,0,2015-02-28
Maine,0,2015-02-28
Maryland,29,2015-02-28
Massachusetts,26,2015-02-28
Michigan,0,2015-02-28
Minnesota,13,2015-02-28
Mississippi,0,2015-02-28
Missouri,44,2015-02-28
Montana,100,2015-02-28
Nebraska,0,2015-02-28
Nevada,28,2015-02-28
New Hampshire,0,2015-02-28
New Jersey,25,2015-02-28
New Mexico,0,2015-02-28
New York,17,2015-02-28
North Carolina,31,2015-02-28
North Dakota,0,2015-02-28
Ohio,17,2015-02-28
Oklahoma,34,2015-02-28
Oregon,10,2015-02-28
Pennsylvania,27,2015-02-28
Rhode Island,0,2015-02-28
South Carolina,39,2015-02-28
South Dakota,0,2015-02-28
Tennessee,0,2015-02-28
Texas,34,2015-02-28
Utah,57,2015-02-28
Vermont,0,2015-02-28
Virginia,16,2015-02-28
Washington,27,2015-02-28
West Virginia,0,2015-02-28
Wisconsin,0,2015-02-28
Wyoming,0,2015-02-28
Alabama,0,2015-03-31
Alaska,0,2015-03-31
Arizona,0,2015-03-31
Arkansas,48,2015-03-31
California,34,2015-03-31
Colorado,14,2015-03-31
Connecticut,27,2015-03-31
Delaware,0,2015-03-31
District of Columbia,33,2015-03-31
Florida,40,2015-03-31
Georgia,35,2015-03-31
Hawaii,0,2015-03-31
Idaho,0,2015-03-31
Illinois,24,2015-03-31
Indiana,0,2015-03-31
Iowa,0,2015-03-31
Kansas,29,2015-03-31
Kentucky,52,2015-03-31
Louisiana,0,2015-03-31
Maine,0,2015-03-31
Maryland,0,2015-03-31
Massachusetts,62,2015-03-31
Michigan,10,2015-03-31
Minnesota,66,2015-03-31
Mississippi,0,2015-03-31
Missouri,44,2015-03-31
Montana,100,2015-03-31
Nebraska,42,2015-03-31
Nevada,0,2015-03-31
New Hampshire,69,2015-03-31
New Jersey,27,2015-03-31
New Mexico,0,2015-03-31
New York,31,2015-03-31
North Carolina,17,2015-03-31
North Dakota,0,2015-03-31
Ohio,17,2015-03-31
Oklahoma,17,2015-03-31
Oregon,20,2015-03-31
Pennsylvania,22,2015-03-31
Rhode Island,0,2015-03-31
South Carolina,0,2015-03-31
South Dakota,0,2015-03-31
Tennessee,24,2015-03-31
Texas,25,2015-03-31
Utah,57,2015-03-31
Vermont,0,2015-03-31
Virginia,4,2015-03-31
Washington,9,2015-03-31
West Virginia,0,2015-03-31
Wisconsin,28,2015-03-31
Wyoming,0,2015-03-31
Alabama,0,2015-04-30
Alaska,0,2015-04-30
Arizona,29,2015-04-30
Arkansas,0,2015-04-30
California,26,2015-04-30
Colorado,23,2015-04-30
Connecticut,65,2015-04-30
Delaware,0,2015-04-30
District of Columbia,25,2015-04-30
Florida,14,2015-04-30
Georgia,28,2015-04-30
Hawaii,0,2015-04-30
Idaho,100,2015-04-30
Illinois,18,2015-04-30
Indiana,15,2015-04-30
Iowa,51,2015-04-30
Kansas,23,2015-04-30
Kentucky,0,2015-04-30
Louisiana,20,2015-04-30
Maine,0,2015-04-30
Maryland,12,2015-04-30
Massachusetts,21,2015-04-30
Michigan,8,2015-04-30
Minnesota,10,2015-04-30
Mississippi,0,2015-04-30
Missouri,12,2015-04-30
Montana,0,2015-04-30
Nebraska,0,2015-04-30
Nevada,22,2015-04-30
New Hampshire,0,2015-04-30
New Jersey,27,2015-04-30
New Mexico,0,2015-04-30
New York,20,2015-04-30
North Carolina,13,2015-04-30
North Dakota,0,2015-04-30
Ohio,0,2015-04-30
Oklahoma,0,2015-04-30
Oregon,0,2015-04-30
Pennsylvania,9,2015-04-30
Rhode Island,0,2015-04-30
South Carolina,32,2015-04-30
South Dakota,0,2015-04-30
Tennessee,10,2015-04-30
Texas,17,2015-04-30
Utah,69,2015-04-30
Vermont,0,2015-04-30
Virginia,6,2015-04-30
Washington,16,2015-04-30
West Virginia,0,2015-04-30
Wisconsin,11,2015-04-30
Wyoming,0,2015-04-30
Alabama,0,2015-05-31
Alaska,0,2015-05-31
Arizona,30,2015-05-31
Arkansas,0,2015-05-31
California,38,2015-05-31
Colorado,18,2015-05-31
Connecticut,0,2015-05-31
Delaware,0,2015-05-31
District of Columbia,20,2015-05-31
Florida,17,2015-05-31
Georgia,18,2015-05-31
Hawaii,58,2015-05-31
Idaho,79,2015-05-31
Illinois,14,2015-05-31
Indiana,0,2015-05-31
Iowa,0,2015-05-31
Kansas,0,2015-05-31
Kentucky,0,2015-05-31
Louisiana,100,2015-05-31
Maine,85,2015-05-31
Maryland,92,2015-05-31
Massachusetts,22,2015-05-31
Michigan,12,2015-05-31
Minnesota,34,2015-05-31
Mississippi,0,2015-05-31
Missouri,19,2015-05-31
Montana,0,2015-05-31
Nebraska,0,2015-05-31
Nevada,34,2015-05-31
New Hampshire,0,2015-05-31
New Jersey,21,2015-05-31
New Mexico,0,2015-05-31
New York,32,2015-05-31
North Carolina,22,2015-05-31
North Dakota,0,2015-05-31
Ohio,0,2015-05-31
Oklahoma,48,2015-05-31
Oregon,44,2015-05-31
Pennsylvania,28,2015-05-31
Rhode Island,0,2015-05-31
South Carolina,45,2015-05-31
South Dakota,0,2015-05-31
Tennessee,0,2015-05-31
Texas,7,2015-05-31
Utah,0,2015-05-31
Vermont,0,2015-05-31
Virginia,5,2015-05-31
Washington,13,2015-05-31
West Virginia,0,2015-05-31
Wisconsin,0,2015-05-31
Wyoming,0,2015-05-31
Alabama,0,2015-06-30
Alaska,0,2015-06-30
Arizona,61,2015-06-30
Arkansas,0,2015-06-30
California,49,2015-06-30
Colorado,23,2015-06-30
Connecticut,82,2015-06-30
Delaware,0,2015-06-30
District of Columbia,100,2015-06-30
Florida,21,2015-06-30
Georgia,31,2015-06-30
Hawaii,99,2015-06-30
Idaho,100,2015-06-30
Illinois,16,2015-06-30
Indiana,0,2015-06-30
Iowa,0,2015-06-30
Kansas,0,2015-06-30
Kentucky,46,2015-06-30
Louisiana,97,2015-06-30
Maine,0,2015-06-30
Maryland,51,2015-06-30
Massachusetts,17,2015-06-30
Michigan,14,2015-06-30
Minnesota,0,2015-06-30
Mississippi,91,2015-06-30
Missouri,76,2015-06-30
Montana,0,2015-06-30
Nebraska,0,2015-06-30
Nevada,0,2015-06-30
New Hampshire,0,2015-06-30
New Jersey,58,2015-06-30
New Mexico,0,2015-06-30
New York,66,2015-06-30
North Carolina,41,2015-06-30
North Dakota,0,2015-06-30
Ohio,45,2015-06-30
Oklahoma,0,2015-06-30
Oregon,0,2015-06-30
Pennsylvania,12,2015-06-30
Rhode Island,0,2015-06-30
South Carolina,0,2015-06-30
South Dakota,0,2015-06-30
Tennessee,27,2015-06-30
Texas,33,2015-06-30
Utah,50,2015-06-30
Vermont,0,2015-06-30
Virginia,16,2015-06-30
Washington,38,2015-06-30
West Virginia,0,2015-06-30
Wisconsin,25,2015-06-30
Wyoming,0,2015-06-30
Alabama,0,2015-07-31
Alaska,0,2015-07-31
Arizona,42,2015-07-31
Arkansas,0,2015-07-31
California,20,2015-07-31
Colorado,48,2015-07-31
Connecticut,22,2015-07-31
Delaware,0,2015-07-31
District of Columbia,0,2015-07-31
Florida,29,2015-07-31
Georgia,5,2015-07-31
Hawaii,0,2015-07-31
Idaho,0,2015-07-31
Illinois,16,2015-07-31
Indiana,33,2015-07-31
Iowa,28,2015-07-31
Kansas,61,2015-07-31
Kentucky,0,2015-07-31
Louisiana,100,2015-07-31
Maine,55,2015-07-31
Maryland,0,2015-07-31
Massachusetts,61,2015-07-31
Michigan,7,2015-07-31
Minnesota,0,2015-07-31
Mississippi,0,2015-07-31
Missouri,13,2015-07-31
Montana,0,2015-07-31
Nebraska,0,2015-07-31
Nevada,22,2015-07-31
New Hampshire,62,2015-07-31
New Jersey,53,2015-07-31
New Mexico,0,2015-07-31
New York,25,2015-07-31
North Carolina,14,2015-07-31
North Dakota,0,2015-07-31
Ohio,16,2015-07-31
Oklahoma,0,2015-07-31
Oregon,63,2015-07-31
Pennsylvania,13,2015-07-31
Rhode Island,0,2015-07-31
South Carolina,21,2015-07-31
South Dakota,0,2015-07-31
Tennessee,14,2015-07-31
Texas,4,2015-07-31
Utah,0,2015-07-31
Vermont,0,2015-07-31
Virginia,58,2015-07-31
Washington,0,2015-07-31
West Virginia,0,2015-07-31
Wisconsin,27,2015-07-31
Wyoming,0,2015-07-31
Alabama,0,2015-08-31
Alaska,0,2015-08-31
Arizona,18,2015-08-31
Arkansas,0,2015-08-31
California,13,2015-08-31
Colorado,30,2015-08-31
Connecticut,0,2015-08-31
Delaware,0,2015-08-31
District of Columbia,80,2015-08-31
Florida,26,2015-08-31
Georgia,5,2015-08-31
Hawaii,0,2015-08-31
Idaho,0,2015-08-31
Illinois,18,2015-08-31
Indiana,14,2015-08-31
Iowa,0,2015-08-31
Kansas,0,2015-08-31
Kentucky,0,2015-08-31
Louisiana,43,2015-08-31
Maine,0,2015-08-31
Maryland,23,2015-08-31
Massachusetts,45,2015-08-31
Michigan,25,2015-08-31
Minnesota,0,2015-08-31
Mississippi,0,2015-08-31
Missouri,0,2015-08-31
Montana,0,2015-08-31
Nebraska,0,2015-08-31
Nevada,20,2015-08-31
New Hampshire,0,2015-08-31
New Jersey,7,2015-08-31
New Mexico,0,2015-08-31
New York,26,2015-08-31
North Carolina,12,2015-08-31
North Dakota,0,2015-08-31
Ohio,20,2015-08-31
Oklahoma,0,2015-08-31
Oregon,13,2015-08-31
Pennsylvania,23,2015-08-31
Rhode Island,0,2015-08-31
South Carolina,11,2015-08-31
South Dakota,100,2015-08-31
Tennessee,0,2015-08-31
Texas,7,2015-08-31
Utah,0,2015-08-31
Vermont,0,2015-08-31
Virginia,29,2015-08-31
Washington,23,2015-08-31
West Virginia,0,2015-08-31
Wisconsin,0,2015-08-31
Wyoming,0,2015-08-31
Alabama,0,2015-09-30
Alaska,0,2015-09-30
Arizona,7,2015-09-30
Arkansas,0,2015-09-30
California,15,2015-09-30
Colorado,22,2015-09-30
Connecticut,13,2015-09-30
Delaware,0,2015-09-30
District of Columbia,8,2015-09-30
Florida,5,2015-09-30
Georgia,19,2015-09-30
Hawaii,0,2015-09-30
Idaho,31,2015-09-30
Illinois,11,2015-09-30
Indiana,11,2015-09-30
Iowa,0,2015-09-30
Kansas,17,2015-09-30
Kentucky,16,2015-09-30
Louisiana,16,2015-09-30
Maine,0,2015-09-30
Maryland,0,2015-09-30
Massachusetts,11,2015-09-30
Michigan,13,2015-09-30
Minnesota,16,2015-09-30
Mississippi,29,2015-09-30
Missouri,31,2015-09-30
Montana,0,2015-09-30
Nebraska,0,2015-09-30
Nevada,15,2015-09-30
New Hampshire,0,2015-09-30
New Jersey,19,2015-09-30
New Mexico,100,2015-09-30
New York,19,2015-09-30
North Carolina,4,2015-09-30
North Dakota,0,2015-09-30
Ohio,5,2015-09-30
Oklahoma,0,2015-09-30
Oregon,10,2015-09-30
Pennsylvania,8,2015-09-30
Rhode Island,0,2015-09-30
South Carolina,0,2015-09-30
South Dakota,0,2015-09-30
Tennessee,8,2015-09-30
Texas,7,2015-09-30
Utah,16,2015-09-30
Vermont,0,2015-09-30
Virginia,10,2015-09-30
Washington,28,2015-09-30
West Virginia,0,2015-09-30
Wisconsin,16,2015-09-30
Wyoming,0,2015-09-30
Alabama,0,2015-10-31
Alaska,0,2015-10-31
Arizona,53,2015-10-31
Arkansas,0,2015-10-31
California,39,2015-10-31
Colorado,95,2015-10-31
Connecticut,100,2015-10-31
Delaware,0,2015-10-31
District of Columbia,63,2015-10-31
Florida,66,2015-10-31
Georgia,56,2015-10-31
Hawaii,0,2015-10-31
Idaho,0,2015-10-31
Illinois,23,2015-10-31
Indiana,0,2015-10-31
Iowa,0,2015-10-31
Kansas,0,2015-10-31
Kentucky,0,2015-10-31
Louisiana,0,2015-10-31
Maine,0,2015-10-31
Maryland,0,2015-10-31
Massachusetts,42,2015-10-31
Michigan,17,2015-10-31
Minnesota,30,2015-10-31
Mississippi,0,2015-10-31
Missouri,0,2015-10-31
Montana,0,2015-10-31
Nebraska,84,2015-10-31
Nevada,0,2015-10-31
New Hampshire,0,2015-10-31
New Jersey,18,2015-10-31
New Mexico,0,2015-10-31
New York,58,2015-10-31
North Carolina,35,2015-10-31
North Dakota,0,2015-10-31
Ohio,19,2015-10-31
Oklahoma,0,2015-10-31
Oregon,43,2015-10-31
Pennsylvania,32,2015-10-31
Rhode Island,0,2015-10-31
South Carolina,0,2015-10-31
South Dakota,0,2015-10-31
Tennessee,32,2015-10-31
Texas,22,2015-10-31
Utah,0,2015-10-31
Vermont,0,2015-10-31
Virginia,40,2015-10-31
Washington,69,2015-10-31
West Virginia,0,2015-10-31
Wisconsin,62,2015-10-31
Wyoming,0,2015-10-31
Alabama,0,2015-11-30
Alaska,0,2015-11-30
Arizona,40,2015-11-30
Arkansas,40,2015-11-30
California,26,2015-11-30
Colorado,47,2015-11-30
Connecticut,25,2015-11-30
Delaware,0,2015-11-30
District of Columbia,65,2015-11-30
Florida,43,2015-11-30
Georgia,40,2015-11-30
Hawaii,0,2015-11-30
Idaho,0,2015-11-30
Illinois,18,2015-11-30
Indiana,20,2015-11-30
Iowa,0,2015-11-30
Kansas,0,2015-11-30
Kentucky,0,2015-11-30
Louisiana,61,2015-11-30
Maine,0,2015-11-30
Maryland,17,2015-11-30
Massachusetts,21,2015-11-30
Michigan,8,2015-11-30
Minnesota,15,2015-11-30
Mississippi,56,2015-11-30
Missouri,81,2015-11-30
Montana,100,2015-11-30
Nebraska,0,2015-11-30
Nevada,0,2015-11-30
New Hampshire,75,2015-11-30
New Jersey,27,2015-11-30
New Mexico,64,2015-11-30
New York,29,2015-11-30
North Carolina,26,2015-11-30
North Dakota,0,2015-11-30
Ohio,0,2015-11-30
Oklahoma,0,2015-11-30
Oregon,0,2015-11-30
Pennsylvania,24,2015-11-30
Rhode Island,72,2015-11-30
South Carolina,25,2015-11-30
South Dakota,0,2015-11-30
Tennessee,15,2015-11-30
Texas,25,2015-11-30
Utah,32,2015-11-30
Vermont,0,2015-11-30
Virginia,0,2015-11-30
Washington,35,2015-11-30
West Virginia,0,2015-11-30
Wisconsin,15,2015-11-30
Wyoming,0,2015-11-30
Alabama,29,2015-12-31
Alaska,0,2015-12-31
Arizona,33,2015-12-31
Arkansas,52,2015-12-31
California,45,2015-12-31
Colorado,35,2015-12-31
Connecticut,0,2015-12-31
Delaware,0,2015-12-31
District of Columbia,97,2015-12-31
Florida,34,2015-12-31
Georgia,53,2015-12-31
Hawaii,0,2015-12-31
Idaho,0,2015-12-31
Illinois,49,2015-12-31
Indiana,40,2015-12-31
Iowa,41,2015-12-31
Kansas,36,2015-12-31
Kentucky,0,2015-12-31
Louisiana,0,2015-12-31
Maine,0,2015-12-31
Maryland,90,2015-12-31
Massachusetts,72,2015-12-31
Michigan,32,2015-12-31
Minnesota,38,2015-12-31
Mississippi,58,2015-12-31
Missouri,59,2015-12-31
Montana,0,2015-12-31
Nebraska,0,2015-12-31
Nevada,0,2015-12-31
New Hampshire,0,2015-12-31
New Jersey,57,2015-12-31
New Mexico,0,2015-12-31
New York,69,2015-12-31
North Carolina,61,2015-12-31
North Dakota,0,2015-12-31
Ohio,0,2015-12-31
Oklahoma,0,2015-12-31
Oregon,23,2015-12-31
Pennsylvania,62,2015-12-31
Rhode Island,100,2015-12-31
South Carolina,0,2015-12-31
South Dakota,0,2015-12-31
Tennessee,33,2015-12-31
Texas,28,2015-12-31
Utah,37,2015-12-31
Vermont,0,2015-12-31
Virginia,49,2015-12-31
Washington,14,2015-12-31
West Virginia,0,2015-12-31
Wisconsin,20,2015-12-31
Wyoming,0,2015-12-31
Alabama,22,2016-01-31
Alaska,0,2016-01-31
Arizona,27,2016-01-31
Arkansas,39,2016-01-31
California,23,2016-01-31
Colorado,42,2016-01-31
Connecticut,0,2016-01-31
Delaware,0,2016-01-31
District of Columbia,24,2016-01-31
Florida,27,2016-01-31
Georgia,35,2016-01-31
Hawaii,0,2016-01-31
Idaho,0,2016-01-31
Illinois,33,2016-01-31
Indiana,0,2016-01-31
Iowa,0,2016-01-31
Kansas,100,2016-01-31
Kentucky,0,2016-01-31
Louisiana,26,2016-01-31
Maine,0,2016-01-31
Maryland,28,2016-01-31
Massachusetts,39,2016-01-31
Michigan,25,2016-01-31
Minnesota,29,2016-01-31
Mississippi,0,2016-01-31
Missouri,0,2016-01-31
Montana,0,2016-01-31
Nebraska,0,2016-01-31
Nevada,0,2016-01-31
New Hampshire,0,2016-01-31
New Jersey,55,2016-01-31
New Mexico,0,2016-01-31
New York,60,2016-01-31
North Carolina,16,2016-01-31
North Dakota,0,2016-01-31
Ohio,24,2016-01-31
Oklahoma,0,2016-01-31
Oregon,57,2016-01-31
Pennsylvania,28,2016-01-31
Rhode Island,0,2016-01-31
South Carolina,41,2016-01-31
South Dakota,0,2016-01-31
Tennessee,0,2016-01-31
Texas,22,2016-01-31
Utah,60,2016-01-31
Vermont,0,2016-01-31
Virginia,9,2016-01-31
Washington,77,2016-01-31
West Virginia,0,2016-01-31
Wisconsin,32,2016-01-31
Wyoming,0,2016-01-31
Alabama,18,2016-02-29
Alaska,0,2016-02-29
Arizona,11,2016-02-29
Arkansas,31,2016-02-29
California,36,2016-02-29
Colorado,22,2016-02-29
Connecticut,35,2016-02-29
Delaware,84,2016-02-29
District of Columbia,0,2016-02-29
Florida,25,2016-02-29
Georgia,11,2016-02-29
Hawaii,100,2016-02-29
Idaho,0,2016-02-29
Illinois,35,2016-02-29
Indiana,25,2016-02-29
Iowa,49,2016-02-29
Kansas,0,2016-02-29
Kentucky,40,2016-02-29
Louisiana,0,2016-02-29
Maine,0,2016-02-29
Maryland,22,2016-02-29
Massachusetts,23,2016-02-29
Michigan,13,2016-02-29
Minnesota,24,2016-02-29
Mississippi,35,2016-02-29
Missouri,49,2016-02-29
Montana,88,2016-02-29
Nebraska,0,2016-02-29
Nevada,0,2016-02-29
New Hampshire,53,2016-02-29
New Jersey,28,2016-02-29
New Mexico,0,2016-02-29
New York,48,2016-02-29
North Carolina,32,2016-02-29
North Dakota,0,2016-02-29
Ohio,26,2016-02-29
Oklahoma,0,2016-02-29
Oregon,75,2016-02-29
Pennsylvania,28,2016-02-29
Rhode Island,0,2016-02-29
South Carolina,17,2016-02-29
South Dakota,0,2016-02-29
Tennessee,31,2016-02-29
Texas,24,2016-02-29
Utah,0,2016-02-29
Vermont,0,2016-02-29
Virginia,8,2016-02-29
Washington,26,2016-02-29
West Virginia,0,2016-02-29
Wisconsin,26,2016-02-29
Wyoming,0,2016-02-29
Alabama,0,2016-03-31
Alaska,0,2016-03-31
Arizona,20,2016-03-31
Arkansas,0,2016-03-31
California,49,2016-03-31
Colorado,33,2016-03-31
Connecticut,34,2016-03-31
Delaware,78,2016-03-31
District of Columbia,55,2016-03-31
Florida,47,2016-03-31
Georgia,15,2016-03-31
Hawaii,0,2016-03-31
Idaho,0,2016-03-31
Illinois,17,2016-03-31
Indiana,0,2016-03-31
Iowa,0,2016-03-31
Kansas,25,2016-03-31
Kentucky,19,2016-03-31
Louisiana,18,2016-03-31
Maine,0,2016-03-31
Maryland,30,2016-03-31
Massachusetts,22,2016-03-31
Michigan,19,2016-03-31
Minnesota,23,2016-03-31
Mississippi,0,2016-03-31
Missouri,0,2016-03-31
Montana,0,2016-03-31
Nebraska,33,2016-03-31
Nevada,46,2016-03-31
New Hampshire,52,2016-03-31
New Jersey,20,2016-03-31
New Mexico,42,2016-03-31
New York,43,2016-03-31
North Carolina,18,2016-03-31
North Dakota,100,2016-03-31
Ohio,12,2016-03-31
Oklahoma,0,2016-03-31
Oregon,29,2016-03-31
Pennsylvania,11,2016-03-31
Rhode Island,0,2016-03-31
South Carolina,16,2016-03-31
South Dakota,0,2016-03-31
Tennessee,10,2016-03-31
Texas,35,2016-03-31
Utah,0,2016-03-31
Vermont,0,2016-03-31
Virginia,7,2016-03-31
Washington,34,2016-03-31
West Virginia,0,2016-03-31
Wisconsin,24,2016-03-31
Wyoming,0,2016-03-31
Alabama,0,2016-04-30
Alaska,0,2016-04-30
Arizona,10,2016-04-30
Arkansas,0,2016-04-30
California,31,2016-04-30
Colorado,22,2016-04-30
Connecticut,67,2016-04-30
Delaware,0,2016-04-30
District of Columbia,38,2016-04-30
Florida,31,2016-04-30
Georgia,11,2016-04-30
Hawaii,47,2016-04-30
Idaho,0,2016-04-30
Illinois,36,2016-04-30
Indiana,24,2016-04-30
Iowa,26,2016-04-30
Kansas,100,2016-04-30
Kentucky,0,2016-04-30
Louisiana,19,2016-04-30
Maine,0,2016-04-30
Maryland,10,2016-04-30
Massachusetts,23,2016-04-30
Michigan,13,2016-04-30
Minnesota,23,2016-04-30
Mississippi,35,2016-04-30
Missouri,12,2016-04-30
Montana,86,2016-04-30
Nebraska,33,2016-04-30
Nevada,22,2016-04-30
New Hampshire,0,2016-04-30
New Jersey,26,2016-04-30
New Mexico,0,2016-04-30
New York,47,2016-04-30
North Carolina,12,2016-04-30
North Dakota,0,2016-04-30
Ohio,12,2016-04-30
Oklahoma,23,2016-04-30
Oregon,44,2016-04-30
Pennsylvania,16,2016-04-30
Rhode Island,0,2016-04-30
South Carolina,0,2016-04-30
South Dakota,0,2016-04-30
Tennessee,0,2016-04-30
Texas,16,2016-04-30
Utah,0,2016-04-30
Vermont,0,2016-04-30
Virginia,31,2016-04-30
Washington,16,2016-04-30
West Virginia,0,2016-04-30
Wisconsin,13,2016-04-30
Wyoming,0,2016-04-30
Alabama,32,2016-05-31
Alaska,0,2016-05-31
Arizona,96,2016-05-31
Arkansas,0,2016-05-31
California,45,2016-05-31
Colorado,20,2016-05-31
Connecticut,32,2016-05-31
Delaware,0,2016-05-31
District of Columbia,0,2016-05-31
Florida,55,2016-05-31
Georgia,59,2016-05-31
Hawaii,0,2016-05-31
Idaho,0,2016-05-31
Illinois,7,2016-05-31
Indiana,23,2016-05-31
Iowa,51,2016-05-31
Kansas,0,2016-05-31
Kentucky,0,2016-05-31
Louisiana,0,2016-05-31
Maine,0,2016-05-31
Maryland,75,2016-05-31
Massachusetts,100,2016-05-31
Michigan,23,2016-05-31
Minnesota,65,2016-05-31
Mississippi,0,2016-05-31
