region,sub_region,State,FIPS_State_code,year,month,total_number_hpa
South,East South Central,Alabama,1,2014,October,1282
South,East South Central,Kentucky,21,2014,October,676
South,East South Central,Mississippi,28,2014,October,448
South,East South Central,Tennessee,47,2014,October,3395
South,West South Central,Arkansas,5,2014,October,728
South,West South Central,Louisiana,22,2014,October,1528
South,West South Central,Oklahoma,40,2014,October,1260
South,West South Central,Texas,48,2014,October,13597
West,Mountain,Arizona,4,2014,October,2019
West,Mountain,Colorado,8,2014,October,3066
West,Mountain,Idaho,16,2014,October,950
West,Mountain,Montana,30,2014,October,408
West,Mountain,Nevada,32,2014,October,1150
West,Mountain,New Mexico,35,2014,October,485
West,Mountain,Utah,49,2014,October,1447
West,Mountain,Wyoming,56,2014,October,140
West,Pacific,Alaska,2,2014,October,145
West,Pacific,California,6,2014,October,9017
West,Pacific,Hawaii,15,2014,October,228
West,Pacific,Oregon,41,2014,October,2097
West,Pacific,Washington,53,2014,October,2830
North East,New England,Connecticut,9,2014,November,250
North East,New England,Maine,23,2014,November,233
North East,New England,Massachusetts,25,2014,November,1397
North East,New England,New Hampshire,33,2014,November,197
North East,New England,Rhode Island,44,2014,November,60
North East,New England,Vermont,50,2014,November,161
North East,mid atlantic,New Jersey,34,2014,November,1784
North East,mid atlantic,New York,36,2014,November,2853
North East,mid atlantic,Pennsylvania,42,2014,November,1728
Midwest,East North Central,Illinois,17,2014,November,1129
Midwest,East North Central,Indiana,18,2014,November,1141
Midwest,East North Central,Michigan,26,2014,November,1010
Midwest,East North Central,Ohio,39,2014,November,1470
Midwest,East North Central,Wisconsin,55,2014,November,834
Midwest,West North Central,Iowa,19,2014,November,783
Midwest,West North Central,Kansas,20,2014,November,955
Midwest,West North Central,Minnesota,27,2014,November,699
Midwest,West North Central,Missouri,29,2014,November,1083
Midwest,West North Central,Nebraska,31,2014,November,801
Midwest,West North Central,North Dakota,38,2014,November,534
Midwest,West North Central,South Dakota,46,2014,November,164
South,South Atlantic,Delaware,10,2014,November,312
South,South Atlantic,District of Columbia,11,2014,November,51
South,South Atlantic,Florida,12,2014,November,5348
South,South Atlantic,Georgia,13,2014,November,2267
South,South Atlantic,Maryland,24,2014,November,1547
South,South Atlantic,North Carolina,37,2014,November,3807
South,South Atlantic,South Carolina,45,2014,November,1634
South,South Atlantic,Virginia,51,2014,November,1831
South,South Atlantic,West Virginia,54,2014,November,194
South,East South Central,Alabama,1,2014,November,683
South,East South Central,Kentucky,21,2014,November,509
South,East South Central,Mississippi,28,2014,November,378
South,East South Central,Tennessee,47,2014,November,1802
South,West South Central,Arkansas,5,2014,November,583
South,West South Central,Louisiana,22,2014,November,885
South,West South Central,Oklahoma,40,2014,November,847
South,West South Central,Texas,48,2014,November,10456
West,Mountain,Arizona,4,2014,November,1563
West,Mountain,Colorado,8,2014,November,1893
West,Mountain,Idaho,16,2014,November,553
West,Mountain,Montana,30,2014,November,205
West,Mountain,Nevada,32,2014,November,1158
West,Mountain,New Mexico,35,2014,November,330
West,Mountain,Utah,49,2014,November,1809
West,Mountain,Wyoming,56,2014,November,107
West,Pacific,Alaska,2,2014,November,62
West,Pacific,California,6,2014,November,7421
West,Pacific,Hawaii,15,2014,November,279
West,Pacific,Oregon,41,2014,November,969
West,Pacific,Washington,53,2014,November,2501
North East,New England,Connecticut,9,2014,December,305
North East,New England,Maine,23,2014,December,210
North East,New England,Massachusetts,25,2014,December,993
North East,New England,New Hampshire,33,2014,December,160
North East,New England,Rhode Island,44,2014,December,93
North East,New England,Vermont,50,2014,December,38
North East,mid atlantic,New Jersey,34,2014,December,1941
North East,mid atlantic,New York,36,2014,December,2897
North East,mid atlantic,Pennsylvania,42,2014,December,1426
Midwest,East North Central,Illinois,17,2014,December,1688
Midwest,East North Central,Indiana,18,2014,December,1129
Midwest,East North Central,Michigan,26,2014,December,815
Midwest,East North Central,Ohio,39,2014,December,1334
Midwest,East North Central,Wisconsin,55,2014,December,934
Midwest,West North Central,Iowa,19,2014,December,537
Midwest,West North Central,Kansas,20,2014,December,397
Midwest,West North Central,Minnesota,27,2014,December,1302
Midwest,West North Central,Missouri,29,2014,December,1019
Midwest,West North Central,Nebraska,31,2014,December,440
Midwest,West North Central,North Dakota,38,2014,December,502
Midwest,West North Central,South Dakota,46,2014,December,477
South,South Atlantic,Delaware,10,2014,December,479
South,South Atlantic,District of Columbia,11,2014,December,129
South,South Atlantic,Florida,12,2014,December,7543
South,South Atlantic,Georgia,13,2014,December,3391
South,South Atlantic,Maryland,24,2014,December,1068
South,South Atlantic,North Carolina,37,2014,December,4277
South,South Atlantic,South Carolina,45,2014,December,2300
South,South Atlantic,Virginia,51,2014,December,2253
South,South Atlantic,West Virginia,54,2014,December,167
South,East South Central,Alabama,1,2014,December,1106
South,East South Central,Kentucky,21,2014,December,603
South,East South Central,Mississippi,28,2014,December,353
South,East South Central,Tennessee,47,2014,December,1981
South,West South Central,Arkansas,5,2014,December,869
South,West South Central,Louisiana,22,2014,December,1066
South,West South Central,Oklahoma,40,2014,December,1574
South,West South Central,Texas,48,2014,December,15468
West,Mountain,Arizona,4,2014,December,2987
West,Mountain,Colorado,8,2014,December,2093
West,Mountain,Idaho,16,2014,December,673
West,Mountain,Montana,30,2014,December,360
West,Mountain,Nevada,32,2014,December,881
West,Mountain,New Mexico,35,2014,December,352
West,Mountain,Utah,49,2014,December,941
West,Mountain,Wyoming,56,2014,December,90
West,Pacific,Alaska,2,2014,December,65
West,Pacific,California,6,2014,December,7420
West,Pacific,Hawaii,15,2014,December,724
West,Pacific,Oregon,41,2014,December,1013
West,Pacific,Washington,53,2014,December,2594
North East,New England,Connecticut,9,2015,January,264
North East,New England,Maine,23,2015,January,186
North East,New England,Massachusetts,25,2015,January,1733
North East,New England,New Hampshire,33,2015,January,134
North East,New England,Rhode Island,44,2015,January,45
North East,New England,Vermont,50,2015,January,91
North East,mid atlantic,New Jersey,34,2015,January,1740
North East,mid atlantic,New York,36,2015,January,2353
North East,mid atlantic,Pennsylvania,42,2015,January,946
Midwest,East North Central,Illinois,17,2015,January,530
Midwest,East North Central,Indiana,18,2015,January,681
Midwest,East North Central,Michigan,26,2015,January,735
Midwest,East North Central,Ohio,39,2015,January,1031
Midwest,East North Central,Wisconsin,55,2015,January,771
Midwest,West North Central,Iowa,19,2015,January,249
Midwest,West North Central,Kansas,20,2015,January,345
Midwest,West North Central,Minnesota,27,2015,January,1108
Midwest,West North Central,Missouri,29,2015,January,768
Midwest,West North Central,Nebraska,31,2015,January,235
Midwest,West North Central,North Dakota,38,2015,January,110
Midwest,West North Central,South Dakota,46,2015,January,151
South,South Atlantic,Delaware,10,2015,January,368
South,South Atlantic,District of Columbia,11,2015,January,22
South,South Atlantic,Florida,12,2015,January,7781
South,South Atlantic,Georgia,13,2015,January,2445
South,South Atlantic,Maryland,24,2015,January,1220
South,South Atlantic,North Carolina,37,2015,January,3544
South,South Atlantic,South Carolina,45,2015,January,1899
South,South Atlantic,Virginia,51,2015,January,2070
South,South Atlantic,West Virginia,54,2015,January,129
South,East South Central,Alabama,1,2015,January,1025
South,East South Central,Kentucky,21,2015,January,717
South,East South Central,Mississippi,28,2015,January,644
South,East South Central,Tennessee,47,2015,January,2027
South,West South Central,Arkansas,5,2015,January,694
South,West South Central,Louisiana,22,2015,January,1035
South,West South Central,Oklahoma,40,2015,January,995
South,West South Central,Texas,48,2015,January,11515
West,Mountain,Arizona,4,2015,January,1712
West,Mountain,Colorado,8,2015,January,1489
West,Mountain,Idaho,16,2015,January,442
West,Mountain,Montana,30,2015,January,136
West,Mountain,Nevada,32,2015,January,640
West,Mountain,New Mexico,35,2015,January,275
West,Mountain,Utah,49,2015,January,806
West,Mountain,Wyoming,56,2015,January,70
West,Pacific,Alaska,2,2015,January,54
West,Pacific,California,6,2015,January,7312
West,Pacific,Hawaii,15,2015,January,743
West,Pacific,Oregon,41,2015,January,798
West,Pacific,Washington,53,2015,January,3212
North East,New England,Connecticut,9,2015,February,125
North East,New England,Maine,23,2015,February,59
North East,New England,Massachusetts,25,2015,February,645
North East,New England,New Hampshire,33,2015,February,124
North East,New England,Rhode Island,44,2015,February,17
North East,New England,Vermont,50,2015,February,132
North East,mid atlantic,New Jersey,34,2015,February,1177
North East,mid atlantic,New York,36,2015,February,1560
North East,mid atlantic,Pennsylvania,42,2015,February,1351
Midwest,East North Central,Illinois,17,2015,February,1589
Midwest,East North Central,Indiana,18,2015,February,736
Midwest,East North Central,Michigan,26,2015,February,603
Midwest,East North Central,Ohio,39,2015,February,757
Midwest,East North Central,Wisconsin,55,2015,February,764
Midwest,West North Central,Iowa,19,2015,February,455
Midwest,West North Central,Kansas,20,2015,February,599
Midwest,West North Central,Minnesota,27,2015,February,775
Midwest,West North Central,Missouri,29,2015,February,830
Midwest,West North Central,Nebraska,31,2015,February,421
Midwest,West North Central,North Dakota,38,2015,February,145
Midwest,West North Central,South Dakota,46,2015,February,215
South,South Atlantic,Delaware,10,2015,February,369
South,South Atlantic,District of Columbia,11,2015,February,344
South,South Atlantic,Florida,12,2015,February,9072
South,South Atlantic,Georgia,13,2015,February,3132
South,South Atlantic,Maryland,24,2015,February,916
South,South Atlantic,North Carolina,37,2015,February,4164
South,South Atlantic,South Carolina,45,2015,February,2536
South,South Atlantic,Virginia,51,2015,February,1443
South,South Atlantic,West Virginia,54,2015,February,207
South,East South Central,Alabama,1,2015,February,1263
South,East South Central,Kentucky,21,2015,February,631
South,East South Central,Mississippi,28,2015,February,424
South,East South Central,Tennessee,47,2015,February,1846
South,West South Central,Arkansas,5,2015,February,730
South,West South Central,Louisiana,22,2015,February,1731
South,West South Central,Oklahoma,40,2015,February,984
South,West South Central,Texas,48,2015,February,14075
West,Mountain,Arizona,4,2015,February,2144
West,Mountain,Colorado,8,2015,February,1911
West,Mountain,Idaho,16,2015,February,620
West,Mountain,Montana,30,2015,February,256
West,Mountain,Nevada,32,2015,February,1485
West,Mountain,New Mexico,35,2015,February,259
West,Mountain,Utah,49,2015,February,968
West,Mountain,Wyoming,56,2015,February,98
West,Pacific,Alaska,2,2015,February,61
West,Pacific,California,6,2015,February,7199
West,Pacific,Hawaii,15,2015,February,504
West,Pacific,Oregon,41,2015,February,1319
West,Pacific,Washington,53,2015,February,3769
North East,New England,Connecticut,9,2015,March,492
North East,New England,Maine,23,2015,March,273
North East,New England,Massachusetts,25,2015,March,1324
North East,New England,New Hampshire,33,2015,March,201
North East,New England,Rhode Island,44,2015,March,71
North East,New England,Vermont,50,2015,March,178
North East,mid atlantic,New Jersey,34,2015,March,1854
North East,mid atlantic,New York,36,2015,March,4692
North East,mid atlantic,Pennsylvania,42,2015,March,1153
Midwest,East North Central,Illinois,17,2015,March,1479
Midwest,East North Central,Indiana,18,2015,March,1242
Midwest,East North Central,Michigan,26,2015,March,1117
Midwest,East North Central,Ohio,39,2015,March,1355
Midwest,East North Central,Wisconsin,55,2015,March,1079
Midwest,West North Central,Iowa,19,2015,March,834
Midwest,West North Central,Kansas,20,2015,March,638
Midwest,West North Central,Minnesota,27,2015,March,1498
Midwest,West North Central,Missouri,29,2015,March,1417
Midwest,West North Central,Nebraska,31,2015,March,504
Midwest,West North Central,North Dakota,38,2015,March,487
Midwest,West North Central,South Dakota,46,2015,March,449
South,South Atlantic,Delaware,10,2015,March,408
South,South Atlantic,District of Columbia,11,2015,March,402
South,South Atlantic,Florida,12,2015,March,8441
South,South Atlantic,Georgia,13,2015,March,3677
South,South Atlantic,Maryland,24,2015,March,1035
South,South Atlantic,North Carolina,37,2015,March,4010
South,South Atlantic,South Carolina,45,2015,March,2379
South,South Atlantic,Virginia,51,2015,March,3002
South,South Atlantic,West Virginia,54,2015,March,245
South,East South Central,Alabama,1,2015,March,960
South,East South Central,Kentucky,21,2015,March,701
South,East South Central,Mississippi,28,2015,March,547
South,East South Central,Tennessee,47,2015,March,3055
South,West South Central,Arkansas,5,2015,March,527
South,West South Central,Louisiana,22,2015,March,1275
South,West South Central,Oklahoma,40,2015,March,965
South,West South Central,Texas,48,2015,March,14027
West,Mountain,Arizona,4,2015,March,2699
West,Mountain,Colorado,8,2015,March,2793
West,Mountain,Idaho,16,2015,March,735
West,Mountain,Montana,30,2015,March,276
West,Mountain,Nevada,32,2015,March,1238
West,Mountain,New Mexico,35,2015,March,367
West,Mountain,Utah,49,2015,March,1339
West,Mountain,Wyoming,56,2015,March,178
West,Pacific,Alaska,2,2015,March,83
West,Pacific,California,6,2015,March,9207
West,Pacific,Hawaii,15,2015,March,151
West,Pacific,Oregon,41,2015,March,974
West,Pacific,Washington,53,2015,March,3302
North East,New England,Connecticut,9,2015,April,424
North East,New England,Maine,23,2015,April,262
North East,New England,Massachusetts,25,2015,April,1045
North East,New England,New Hampshire,33,2015,April,279
North East,New England,Rhode Island,44,2015,April,70
North East,New England,Vermont,50,2015,April,131
North East,mid atlantic,New Jersey,34,2015,April,3732
North East,mid atlantic,New York,36,2015,April,7351
North East,mid atlantic,Pennsylvania,42,2015,April,2903
Midwest,East North Central,Illinois,17,2015,April,2016
Midwest,East North Central,Indiana,18,2015,April,1611
Midwest,East North Central,Michigan,26,2015,April,1874
Midwest,East North Central,Ohio,39,2015,April,1631
Midwest,East North Central,Wisconsin,55,2015,April,1365
Midwest,West North Central,Iowa,19,2015,April,812
Midwest,West North Central,Kansas,20,2015,April,919
Midwest,West North Central,Minnesota,27,2015,April,1324
Midwest,West North Central,Missouri,29,2015,April,1229
Midwest,West North Central,Nebraska,31,2015,April,568
Midwest,West North Central,North Dakota,38,2015,April,586
Midwest,West North Central,South Dakota,46,2015,April,404
South,South Atlantic,Delaware,10,2015,April,489
South,South Atlantic,District of Columbia,11,2015,April,244
South,South Atlantic,Florida,12,2015,April,8214
South,South Atlantic,Georgia,13,2015,April,3738
South,South Atlantic,Maryland,24,2015,April,1410
South,South Atlantic,North Carolina,37,2015,April,4610
South,South Atlantic,South Carolina,45,2015,April,3399
South,South Atlantic,Virginia,51,2015,April,3607
South,South Atlantic,West Virginia,54,2015,April,295
South,East South Central,Alabama,1,2015,April,1133
South,East South Central,Kentucky,21,2015,April,809
South,East South Central,Mississippi,28,2015,April,580
South,East South Central,Tennessee,47,2015,April,3135
South,West South Central,Arkansas,5,2015,April,629
South,West South Central,Louisiana,22,2015,April,1287
South,West South Central,Oklahoma,40,2015,April,886
South,West South Central,Texas,48,2015,April,15352
West,Mountain,Arizona,4,2015,April,3080
West,Mountain,Colorado,8,2015,April,2882
West,Mountain,Idaho,16,2015,April,1130
West,Mountain,Montana,30,2015,April,258
West,Mountain,Nevada,32,2015,April,1132
West,Mountain,New Mexico,35,2015,April,524
West,Mountain,Utah,49,2015,April,1876
West,Mountain,Wyoming,56,2015,April,226
West,Pacific,Alaska,2,2015,April,133
West,Pacific,California,6,2015,April,8472
West,Pacific,Hawaii,15,2015,April,595
West,Pacific,Oregon,41,2015,April,1146
West,Pacific,Washington,53,2015,April,3018
North East,New England,Connecticut,9,2015,May,776
North East,New England,Maine,23,2015,May,367
North East,New England,Massachusetts,25,2015,May,2249
North East,New England,New Hampshire,33,2015,May,306
North East,New England,Rhode Island,44,2015,May,80
North East,New England,Vermont,50,2015,May,174
North East,mid atlantic,New Jersey,34,2015,May,4274
North East,mid atlantic,New York,36,2015,May,15491
North East,mid atlantic,Pennsylvania,42,2015,May,1884
Midwest,East North Central,Illinois,17,2015,May,1668
Midwest,East North Central,Indiana,18,2015,May,1886
Midwest,East North Central,Michigan,26,2015,May,1971
Midwest,East North Central,Ohio,39,2015,May,1835
Midwest,East North Central,Wisconsin,55,2015,May,1567
Midwest,West North Central,Iowa,19,2015,May,1205
Midwest,West North Central,Kansas,20,2015,May,641
Midwest,West North Central,Minnesota,27,2015,May,2210
Midwest,West North Central,Missouri,29,2015,May,1180
Midwest,West North Central,Nebraska,31,2015,May,604
Midwest,West North Central,North Dakota,38,2015,May,1074
Midwest,West North Central,South Dakota,46,2015,May,427
South,South Atlantic,Delaware,10,2015,May,486
South,South Atlantic,District of Columbia,11,2015,May,649
South,South Atlantic,Florida,12,2015,May,8738
South,South Atlantic,Georgia,13,2015,May,4094
South,South Atlantic,Maryland,24,2015,May,1494
South,South Atlantic,North Carolina,37,2015,May,4937
South,South Atlantic,South Carolina,45,2015,May,2960
South,South Atlantic,Virginia,51,2015,May,1816
South,South Atlantic,West Virginia,54,2015,May,244
South,East South Central,Alabama,1,2015,May,1148
South,East South Central,Kentucky,21,2015,May,950
South,East South Central,Mississippi,28,2015,May,572
South,East South Central,Tennessee,47,2015,May,3219
South,West South Central,Arkansas,5,2015,May,570
South,West South Central,Louisiana,22,2015,May,1203
South,West South Central,Oklahoma,40,2015,May,760
South,West South Central,Texas,48,2015,May,12351
West,Mountain,Arizona,4,2015,May,2710
West,Mountain,Colorado,8,2015,May,2531
West,Mountain,Idaho,16,2015,May,933
West,Mountain,Montana,30,2015,May,369
West,Mountain,Nevada,32,2015,May,1423
West,Mountain,New Mexico,35,2015,May,424
West,Mountain,Utah,49,2015,May,1617
West,Mountain,Wyoming,56,2015,May,151
West,Pacific,Alaska,2,2015,May,116
West,Pacific,California,6,2015,May,7745
West,Pacific,Hawaii,15,2015,May,312
West,Pacific,Oregon,41,2015,May,1233
West,Pacific,Washington,53,2015,May,3511
North East,New England,Connecticut,9,2015,June,571
North East,New England,Maine,23,2015,June,492
North East,New England,Massachusetts,25,2015,June,1650
North East,New England,New Hampshire,33,2015,June,341
North East,New England,Rhode Island,44,2015,June,110
North East,New England,Vermont,50,2015,June,182
North East,mid atlantic,New Jersey,34,2015,June,4792
North East,mid atlantic,New York,36,2015,June,20347
North East,mid atlantic,Pennsylvania,42,2015,June,2620
Midwest,East North Central,Illinois,17,2015,June,2344
Midwest,East North Central,Indiana,18,2015,June,1743
Midwest,East North Central,Michigan,26,2015,June,2571
Midwest,East North Central,Ohio,39,2015,June,1515
Midwest,East North Central,Wisconsin,55,2015,June,1633
Midwest,West North Central,Iowa,19,2015,June,1134
Midwest,West North Central,Kansas,20,2015,June,699
Midwest,West North Central,Minnesota,27,2015,June,2343
Midwest,West North Central,Missouri,29,2015,June,1870
Midwest,West North Central,Nebraska,31,2015,June,775
Midwest,West North Central,North Dakota,38,2015,June,863
Midwest,West North Central,South Dakota,46,2015,June,337
South,South Atlantic,Delaware,10,2015,June,440
South,South Atlantic,District of Columbia,11,2015,June,789
South,South Atlantic,Florida,12,2015,June,9992
South,South Atlantic,Georgia,13,2015,June,4868
South,South Atlantic,Maryland,24,2015,June,1981
South,South Atlantic,North Carolina,37,2015,June,4658
South,South Atlantic,South Carolina,45,2015,June,2530
South,South Atlantic,Virginia,51,2015,June,3249
South,South Atlantic,West Virginia,54,2015,June,353
South,East South Central,Alabama,1,2015,June,1280
South,East South Central,Kentucky,21,2015,June,1033
South,East South Central,Mississippi,28,2015,June,657
South,East South Central,Tennessee,47,2015,June,2728
South,West South Central,Arkansas,5,2015,June,851
South,West South Central,Louisiana,22,2015,June,1317
South,West South Central,Oklahoma,40,2015,June,923
South,West South Central,Texas,48,2015,June,17580
West,Mountain,Arizona,4,2015,June,3115
West,Mountain,Colorado,8,2015,June,3251
West,Mountain,Idaho,16,2015,June,848
West,Mountain,Montana,30,2015,June,316
West,Mountain,Nevada,32,2015,June,1464
West,Mountain,New Mexico,35,2015,June,445
West,Mountain,Utah,49,2015,June,2727
West,Mountain,Wyoming,56,2015,June,207
West,Pacific,Alaska,2,2015,June,160
West,Pacific,California,6,2015,June,11503
West,Pacific,Hawaii,15,2015,June,379
West,Pacific,Oregon,41,2015,June,1765
West,Pacific,Washington,53,2015,June,3749
North East,New England,Connecticut,9,2015,July,696
North East,New England,Maine,23,2015,July,344
North East,New England,Massachusetts,25,2015,July,1147
North East,New England,New Hampshire,33,2015,July,290
North East,New England,Rhode Island,44,2015,July,79
North East,New England,Vermont,50,2015,July,196
North East,mid atlantic,New Jersey,34,2015,July,2279
North East,mid atlantic,New York,36,2015,July,3800
North East,mid atlantic,Pennsylvania,42,2015,July,1915
Midwest,East North Central,Illinois,17,2015,July,1651
Midwest,East North Central,Indiana,18,2015,July,1375
Midwest,East North Central,Michigan,26,2015,July,2173
Midwest,East North Central,Ohio,39,2015,July,1806
Midwest,East North Central,Wisconsin,55,2015,July,1927
Midwest,West North Central,Iowa,19,2015,July,801
Midwest,West North Central,Kansas,20,2015,July,712
Midwest,West North Central,Minnesota,27,2015,July,1985
Midwest,West North Central,Missouri,29,2015,July,1497
Midwest,West North Central,Nebraska,31,2015,July,789
Midwest,West North Central,North Dakota,38,2015,July,966
Midwest,West North Central,South Dakota,46,2015,July,625
South,South Atlantic,Delaware,10,2015,July,497
South,South Atlantic,District of Columbia,11,2015,July,317
South,South Atlantic,Florida,12,2015,July,8339
South,South Atlantic,Georgia,13,2015,July,4295
South,South Atlantic,Maryland,24,2015,July,1365
South,South Atlantic,North Carolina,37,2015,July,4940
South,South Atlantic,South Carolina,45,2015,July,2869
South,South Atlantic,Virginia,51,2015,July,3415
South,South Atlantic,West Virginia,54,2015,July,396
South,East South Central,Alabama,1,2015,July,1004
South,East South Central,Kentucky,21,2015,July,857
South,East South Central,Mississippi,28,2015,July,641
South,East South Central,Tennessee,47,2015,July,2571
South,West South Central,Arkansas,5,2015,July,850
South,West South Central,Louisiana,22,2015,July,1376
South,West South Central,Oklahoma,40,2015,July,1201
South,West South Central,Texas,48,2015,July,15556
West,Mountain,Arizona,4,2015,July,3114
West,Mountain,Colorado,8,2015,July,2737
West,Mountain,Idaho,16,2015,July,921
West,Mountain,Montana,30,2015,July,314
West,Mountain,Nevada,32,2015,July,1248
West,Mountain,New Mexico,35,2015,July,414
West,Mountain,Utah,49,2015,July,2126
West,Mountain,Wyoming,56,2015,July,203
West,Pacific,Alaska,2,2015,July,128
West,Pacific,California,6,2015,July,8553
West,Pacific,Hawaii,15,2015,July,253
West,Pacific,Oregon,41,2015,July,1449
West,Pacific,Washington,53,2015,July,3022
North East,New England,Connecticut,9,2015,August,304
North East,New England,Maine,23,2015,August,331
North East,New England,Massachusetts,25,2015,August,1340
North East,New England,New Hampshire,33,2015,August,400
North East,New England,Rhode Island,44,2015,August,83
North East,New England,Vermont,50,2015,August,198
North East,mid atlantic,New Jersey,34,2015,August,2407
North East,mid atlantic,New York,36,2015,August,2817
North East,mid atlantic,Pennsylvania,42,2015,August,1688
Midwest,East North Central,Illinois,17,2015,August,1993
Midwest,East North Central,Indiana,18,2015,August,1889
Midwest,East North Central,Michigan,26,2015,August,1892
Midwest,East North Central,Ohio,39,2015,August,1980
Midwest,East North Central,Wisconsin,55,2015,August,1288
Midwest,West North Central,Iowa,19,2015,August,894
Midwest,West North Central,Kansas,20,2015,August,570
Midwest,West North Central,Minnesota,27,2015,August,2004
Midwest,West North Central,Missouri,29,2015,August,1570
Midwest,West North Central,Nebraska,31,2015,August,706
Midwest,West North Central,North Dakota,38,2015,August,678
Midwest,West North Central,South Dakota,46,2015,August,366
South,South Atlantic,Delaware,10,2015,August,749
South,South Atlantic,District of Columbia,11,2015,August,278
South,South Atlantic,Florida,12,2015,August,7320
South,South Atlantic,Georgia,13,2015,August,3201
South,South Atlantic,Maryland,24,2015,August,1646
South,South Atlantic,North Carolina,37,2015,August,4301
South,South Atlantic,South Carolina,45,2015,August,2494
South,South Atlantic,Virginia,51,2015,August,2803
South,South Atlantic,West Virginia,54,2015,August,214
South,East South Central,Alabama,1,2015,August,1889
South,East South Central,Kentucky,21,2015,August,848
South,East South Central,Mississippi,28,2015,August,562
South,East South Central,Tennessee,47,2015,August,3025
South,West South Central,Arkansas,5,2015,August,1327
South,West South Central,Louisiana,22,2015,August,1094
South,West South Central,Oklahoma,40,2015,August,1351
South,West South Central,Texas,48,2015,August,14814
West,Mountain,Arizona,4,2015,August,3168
West,Mountain,Colorado,8,2015,August,2632
West,Mountain,Idaho,16,2015,August,854
West,Mountain,Montana,30,2015,August,260
West,Mountain,Nevada,32,2015,August,1026
West,Mountain,New Mexico,35,2015,August,351
West,Mountain,Utah,49,2015,August,1809
West,Mountain,Wyoming,56,2015,August,151
West,Pacific,Alaska,2,2015,August,122
West,Pacific,California,6,2015,August,6939
West,Pacific,Hawaii,15,2015,August,803
West,Pacific,Oregon,41,2015,August,1426
West,Pacific,Washington,53,2015,August,4343
North East,New England,Connecticut,9,2015,September,512
North East,New England,Maine,23,2015,September,440
North East,New England,Massachusetts,25,2015,September,2018
North East,New England,New Hampshire,33,2015,September,323
North East,New England,Rhode Island,44,2015,September,98
North East,New England,Vermont,50,2015,September,169
North East,mid atlantic,New Jersey,34,2015,September,2215
North East,mid atlantic,New York,36,2015,September,2516
North East,mid atlantic,Pennsylvania,42,2015,September,2212
Midwest,East North Central,Illinois,17,2015,September,1528
Midwest,East North Central,Indiana,18,2015,September,1872
Midwest,East North Central,Michigan,26,2015,September,2201
Midwest,East North Central,Ohio,39,2015,September,2417
Midwest,East North Central,Wisconsin,55,2015,September,1756
Midwest,West North Central,Iowa,19,2015,September,1261
Midwest,West North Central,Kansas,20,2015,September,917
Midwest,West North Central,Minnesota,27,2015,September,2338
Midwest,West North Central,Missouri,29,2015,September,1398
Midwest,West North Central,Nebraska,31,2015,September,618
Midwest,West North Central,North Dakota,38,2015,September,726
Midwest,West North Central,South Dakota,46,2015,September,367
South,South Atlantic,Delaware,10,2015,September,406
South,South Atlantic,District of Columbia,11,2015,September,403
South,South Atlantic,Florida,12,2015,September,10390
South,South Atlantic,Georgia,13,2015,September,2830
South,South Atlantic,Maryland,24,2015,September,1459
South,South Atlantic,North Carolina,37,2015,September,3905
South,South Atlantic,South Carolina,45,2015,September,3084
South,South Atlantic,Virginia,51,2015,September,2578
South,South Atlantic,West Virginia,54,2015,September,197
South,East South Central,Alabama,1,2015,September,961
South,East South Central,Kentucky,21,2015,September,972
South,East South Central,Mississippi,28,2015,September,769
South,East South Central,Tennessee,47,2015,September,2246
South,West South Central,Arkansas,5,2015,September,564
South,West South Central,Louisiana,22,2015,September,1267
South,West South Central,Oklahoma,40,2015,September,1073
South,West South Central,Texas,48,2015,September,13189
West,Mountain,Arizona,4,2015,September,2503
West,Mountain,Colorado,8,2015,September,2741
West,Mountain,Idaho,16,2015,September,859
West,Mountain,Montana,30,2015,September,359
West,Mountain,Nevada,32,2015,September,780
West,Mountain,New Mexico,35,2015,September,333
West,Mountain,Utah,49,2015,September,1764
West,Mountain,Wyoming,56,2015,September,131
West,Pacific,Alaska,2,2015,September,114
West,Pacific,California,6,2015,September,7976
West,Pacific,Hawaii,15,2015,September,174
West,Pacific,Oregon,41,2015,September,1674
West,Pacific,Washington,53,2015,September,3610
North East,New England,Connecticut,9,2015,October,674
North East,New England,Maine,23,2015,October,356
North East,New England,Massachusetts,25,2015,October,1322
North East,New England,New Hampshire,33,2015,October,264
North East,New England,Rhode Island,44,2015,October,85
North East,New England,Vermont,50,2015,October,130
North East,mid atlantic,New Jersey,34,2015,October,2766
North East,mid atlantic,New York,36,2015,October,3091
North East,mid atlantic,Pennsylvania,42,2015,October,2028
Midwest,East North Central,Illinois,17,2015,October,1553
Midwest,East North Central,Indiana,18,2015,October,1892
Midwest,East North Central,Michigan,26,2015,October,2347
Midwest,East North Central,Ohio,39,2015,October,2135
Midwest,East North Central,Wisconsin,55,2015,October,1427
Midwest,West North Central,Iowa,19,2015,October,1021
Midwest,West North Central,Kansas,20,2015,October,554
Midwest,West North Central,Minnesota,27,2015,October,2320
Midwest,West North Central,Missouri,29,2015,October,1552
Midwest,West North Central,Nebraska,31,2015,October,854
Midwest,West North Central,North Dakota,38,2015,October,778
Midwest,West North Central,South Dakota,46,2015,October,486
South,South Atlantic,Delaware,10,2015,October,459
South,South Atlantic,District of Columbia,11,2015,October,656
South,South Atlantic,Florida,12,2015,October,9062
