region,sub_region,State,FIPS_State_code,year,month,total_number_hpa
South,South Atlantic,Georgia,13,2015,October,4118
South,South Atlantic,Maryland,24,2015,October,1268
South,South Atlantic,North Carolina,37,2015,October,4667
South,South Atlantic,South Carolina,45,2015,October,2264
South,South Atlantic,Virginia,51,2015,October,2738
South,South Atlantic,West Virginia,54,2015,October,272
South,East South Central,Alabama,1,2015,October,986
South,East South Central,Kentucky,21,2015,October,1151
South,East South Central,Mississippi,28,2015,October,581
South,East South Central,Tennessee,47,2015,October,3352
South,West South Central,Arkansas,5,2015,October,700
South,West South Central,Louisiana,22,2015,October,1376
South,West South Central,Oklahoma,40,2015,October,1121
South,West South Central,Texas,48,2015,October,14789
West,Mountain,Arizona,4,2015,October,2617
West,Mountain,Colorado,8,2015,October,2139
West,Mountain,Idaho,16,2015,October,770
West,Mountain,Montana,30,2015,October,635
West,Mountain,Nevada,32,2015,October,1201
West,Mountain,New Mexico,35,2015,October,291
West,Mountain,Utah,49,2015,October,1603
West,Mountain,Wyoming,56,2015,October,127
West,Pacific,Alaska,2,2015,October,137
West,Pacific,California,6,2015,October,6038
West,Pacific,Hawaii,15,2015,October,630
West,Pacific,Oregon,41,2015,October,1863
West,Pacific,Washington,53,2015,October,2967
North East,New England,Connecticut,9,2015,November,533
North East,New England,Maine,23,2015,November,242
North East,New England,Massachusetts,25,2015,November,1437
North East,New England,New Hampshire,33,2015,November,208
North East,New England,Rhode Island,44,2015,November,91
North East,New England,Vermont,50,2015,November,145
North East,mid atlantic,New Jersey,34,2015,November,2226
North East,mid atlantic,New York,36,2015,November,3193
North East,mid atlantic,Pennsylvania,42,2015,November,1675
Midwest,East North Central,Illinois,17,2015,November,2457
Midwest,East North Central,Indiana,18,2015,November,1849
Midwest,East North Central,Michigan,26,2015,November,2053
Midwest,East North Central,Ohio,39,2015,November,1687
Midwest,East North Central,Wisconsin,55,2015,November,1312
Midwest,West North Central,Iowa,19,2015,November,794
Midwest,West North Central,Kansas,20,2015,November,624
Midwest,West North Central,Minnesota,27,2015,November,1543
Midwest,West North Central,Missouri,29,2015,November,1657
Midwest,West North Central,Nebraska,31,2015,November,723
Midwest,West North Central,North Dakota,38,2015,November,535
Midwest,West North Central,South Dakota,46,2015,November,197
South,South Atlantic,Delaware,10,2015,November,385
South,South Atlantic,District of Columbia,11,2015,November,781
South,South Atlantic,Florida,12,2015,November,8127
South,South Atlantic,Georgia,13,2015,November,3499
South,South Atlantic,Maryland,24,2015,November,1103
South,South Atlantic,North Carolina,37,2015,November,3518
South,South Atlantic,South Carolina,45,2015,November,1880
South,South Atlantic,Virginia,51,2015,November,2280
South,South Atlantic,West Virginia,54,2015,November,157
South,East South Central,Alabama,1,2015,November,999
South,East South Central,Kentucky,21,2015,November,884
South,East South Central,Mississippi,28,2015,November,446
South,East South Central,Tennessee,47,2015,November,3432
South,West South Central,Arkansas,5,2015,November,414
South,West South Central,Louisiana,22,2015,November,957
South,West South Central,Oklahoma,40,2015,November,804
South,West South Central,Texas,48,2015,November,13240
West,Mountain,Arizona,4,2015,November,2129
West,Mountain,Colorado,8,2015,November,2498
West,Mountain,Idaho,16,2015,November,742
West,Mountain,Montana,30,2015,November,223
West,Mountain,Nevada,32,2015,November,1143
West,Mountain,New Mexico,35,2015,November,273
West,Mountain,Utah,49,2015,November,1789
West,Mountain,Wyoming,56,2015,November,123
West,Pacific,Alaska,2,2015,November,79
West,Pacific,California,6,2015,November,8553
West,Pacific,Hawaii,15,2015,November,192
West,Pacific,Oregon,41,2015,November,1371
West,Pacific,Washington,53,2015,November,2871
North East,New England,Connecticut,9,2015,December,509
North East,New England,Maine,23,2015,December,272
North East,New England,Massachusetts,25,2015,December,1407
North East,New England,New Hampshire,33,2015,December,243
North East,New England,Rhode Island,44,2015,December,76
North East,New England,Vermont,50,2015,December,152
North East,mid atlantic,New Jersey,34,2015,December,3026
North East,mid atlantic,New York,36,2015,December,9181
North East,mid atlantic,Pennsylvania,42,2015,December,1850
Midwest,East North Central,Illinois,17,2015,December,1287
Midwest,East North Central,Indiana,18,2015,December,1353
Midwest,East North Central,Michigan,26,2015,December,1347
Midwest,East North Central,Ohio,39,2015,December,1410
Midwest,East North Central,Wisconsin,55,2015,December,953
Midwest,West North Central,Iowa,19,2015,December,630
Midwest,West North Central,Kansas,20,2015,December,481
Midwest,West North Central,Minnesota,27,2015,December,781
Midwest,West North Central,Missouri,29,2015,December,1883
Midwest,West North Central,Nebraska,31,2015,December,618
Midwest,West North Central,North Dakota,38,2015,December,94
Midwest,West North Central,South Dakota,46,2015,December,171
South,South Atlantic,Delaware,10,2015,December,475
South,South Atlantic,District of Columbia,11,2015,December,71
South,South Atlantic,Florida,12,2015,December,10545
South,South Atlantic,Georgia,13,2015,December,3247
South,South Atlantic,Maryland,24,2015,December,1101
South,South Atlantic,North Carolina,37,2015,December,4364
South,South Atlantic,South Carolina,45,2015,December,2143
South,South Atlantic,Virginia,51,2015,December,2235
South,South Atlantic,West Virginia,54,2015,December,162
South,East South Central,Alabama,1,2015,December,1249
South,East South Central,Kentucky,21,2015,December,754
South,East South Central,Mississippi,28,2015,December,507
South,East South Central,Tennessee,47,2015,December,2706
South,West South Central,Arkansas,5,2015,December,493
South,West South Central,Louisiana,22,2015,December,1297
South,West South Central,Oklahoma,40,2015,December,1050
South,West South Central,Texas,48,2015,December,14515
West,Mountain,Arizona,4,2015,December,2727
West,Mountain,Colorado,8,2015,December,2979
West,Mountain,Idaho,16,2015,December,508
West,Mountain,Montana,30,2015,December,422
West,Mountain,Nevada,32,2015,December,1066
West,Mountain,New Mexico,35,2015,December,368
West,Mountain,Utah,49,2015,December,1167
West,Mountain,Wyoming,56,2015,December,116
West,Pacific,Alaska,2,2015,December,95
West,Pacific,California,6,2015,December,8114
West,Pacific,Hawaii,15,2015,December,680
West,Pacific,Oregon,41,2015,December,1352
West,Pacific,Washington,53,2015,December,2601
North East,New England,Connecticut,9,2016,January,154
North East,New England,Maine,23,2016,January,178
North East,New England,Massachusetts,25,2016,January,749
North East,New England,New Hampshire,33,2016,January,166
North East,New England,Rhode Island,44,2016,January,58
North East,New England,Vermont,50,2016,January,70
North East,mid atlantic,New Jersey,34,2016,January,1262
North East,mid atlantic,New York,36,2016,January,1079
North East,mid atlantic,Pennsylvania,42,2016,January,1306
Midwest,East North Central,Illinois,17,2016,January,1824
Midwest,East North Central,Indiana,18,2016,January,999
Midwest,East North Central,Michigan,26,2016,January,1237
Midwest,East North Central,Ohio,39,2016,January,990
Midwest,East North Central,Wisconsin,55,2016,January,966
Midwest,West North Central,Iowa,19,2016,January,690
Midwest,West North Central,Kansas,20,2016,January,276
Midwest,West North Central,Minnesota,27,2016,January,754
Midwest,West North Central,Missouri,29,2016,January,1052
Midwest,West North Central,Nebraska,31,2016,January,399
Midwest,West North Central,North Dakota,38,2016,January,165
Midwest,West North Central,South Dakota,46,2016,January,267
South,South Atlantic,Delaware,10,2016,January,389
South,South Atlantic,District of Columbia,11,2016,January,50
South,South Atlantic,Florida,12,2016,January,7938
South,South Atlantic,Georgia,13,2016,January,3509
South,South Atlantic,Maryland,24,2016,January,1056
South,South Atlantic,North Carolina,37,2016,January,2979
South,South Atlantic,South Carolina,45,2016,January,1947
South,South Atlantic,Virginia,51,2016,January,2257
South,South Atlantic,West Virginia,54,2016,January,138
South,East South Central,Alabama,1,2016,January,1221
South,East South Central,Kentucky,21,2016,January,753
South,East South Central,Mississippi,28,2016,January,475
South,East South Central,Tennessee,47,2016,January,2892
South,West South Central,Arkansas,5,2016,January,615
South,West South Central,Louisiana,22,2016,January,1089
South,West South Central,Oklahoma,40,2016,January,1035
South,West South Central,Texas,48,2016,January,11879
West,Mountain,Arizona,4,2016,January,2773
West,Mountain,Colorado,8,2016,January,2149
West,Mountain,Idaho,16,2016,January,709
West,Mountain,Montana,30,2016,January,160
West,Mountain,Nevada,32,2016,January,1213
West,Mountain,New Mexico,35,2016,January,481
West,Mountain,Utah,49,2016,January,1268
West,Mountain,Wyoming,56,2016,January,93
West,Pacific,Alaska,2,2016,January,90
West,Pacific,California,6,2016,January,6962
West,Pacific,Hawaii,15,2016,January,173
West,Pacific,Oregon,41,2016,January,1233
West,Pacific,Washington,53,2016,January,2609
North East,New England,Connecticut,9,2016,February,421
North East,New England,Maine,23,2016,February,192
North East,New England,Massachusetts,25,2016,February,868
North East,New England,New Hampshire,33,2016,February,115
North East,New England,Rhode Island,44,2016,February,49
North East,New England,Vermont,50,2016,February,50
North East,mid atlantic,New Jersey,34,2016,February,2410
North East,mid atlantic,New York,36,2016,February,1690
North East,mid atlantic,Pennsylvania,42,2016,February,1530
Midwest,East North Central,Illinois,17,2016,February,1136
Midwest,East North Central,Indiana,18,2016,February,1136
Midwest,East North Central,Michigan,26,2016,February,1322
Midwest,East North Central,Ohio,39,2016,February,1181
Midwest,East North Central,Wisconsin,55,2016,February,768
Midwest,West North Central,Iowa,19,2016,February,460
Midwest,West North Central,Kansas,20,2016,February,556
Midwest,West North Central,Minnesota,27,2016,February,1076
Midwest,West North Central,Missouri,29,2016,February,873
Midwest,West North Central,Nebraska,31,2016,February,483
Midwest,West North Central,North Dakota,38,2016,February,175
Midwest,West North Central,South Dakota,46,2016,February,486
South,South Atlantic,Delaware,10,2016,February,502
South,South Atlantic,District of Columbia,11,2016,February,30
South,South Atlantic,Florida,12,2016,February,9453
South,South Atlantic,Georgia,13,2016,February,4828
South,South Atlantic,Maryland,24,2016,February,1090
South,South Atlantic,North Carolina,37,2016,February,3847
South,South Atlantic,South Carolina,45,2016,February,2116
South,South Atlantic,Virginia,51,2016,February,1466
South,South Atlantic,West Virginia,54,2016,February,123
South,East South Central,Alabama,1,2016,February,1031
South,East South Central,Kentucky,21,2016,February,773
South,East South Central,Mississippi,28,2016,February,579
South,East South Central,Tennessee,47,2016,February,3677
South,West South Central,Arkansas,5,2016,February,935
South,West South Central,Louisiana,22,2016,February,1089
South,West South Central,Oklahoma,40,2016,February,1027
South,West South Central,Texas,48,2016,February,12591
West,Mountain,Arizona,4,2016,February,2387
West,Mountain,Colorado,8,2016,February,2349
West,Mountain,Idaho,16,2016,February,809
West,Mountain,Montana,30,2016,February,180
West,Mountain,Nevada,32,2016,February,2098
West,Mountain,New Mexico,35,2016,February,379
West,Mountain,Utah,49,2016,February,1359
West,Mountain,Wyoming,56,2016,February,89
West,Pacific,Alaska,2,2016,February,107
West,Pacific,California,6,2016,February,8684
West,Pacific,Hawaii,15,2016,February,264
West,Pacific,Oregon,41,2016,February,1258
West,Pacific,Washington,53,2016,February,2380
North East,New England,Connecticut,9,2016,March,576
North East,New England,Maine,23,2016,March,280
North East,New England,Massachusetts,25,2016,March,1021
North East,New England,New Hampshire,33,2016,March,252
North East,New England,Rhode Island,44,2016,March,94
North East,New England,Vermont,50,2016,March,125
North East,mid atlantic,New Jersey,34,2016,March,2099
North East,mid atlantic,New York,36,2016,March,1871
North East,mid atlantic,Pennsylvania,42,2016,March,1649
Midwest,East North Central,Illinois,17,2016,March,2386
Midwest,East North Central,Indiana,18,2016,March,1569
Midwest,East North Central,Michigan,26,2016,March,1691
Midwest,East North Central,Ohio,39,2016,March,1833
Midwest,East North Central,Wisconsin,55,2016,March,1272
Midwest,West North Central,Iowa,19,2016,March,1155
Midwest,West North Central,Kansas,20,2016,March,784
Midwest,West North Central,Minnesota,27,2016,March,1357
Midwest,West North Central,Missouri,29,2016,March,1968
Midwest,West North Central,Nebraska,31,2016,March,650
Midwest,West North Central,North Dakota,38,2016,March,362
Midwest,West North Central,South Dakota,46,2016,March,373
South,South Atlantic,Delaware,10,2016,March,489
South,South Atlantic,District of Columbia,11,2016,March,617
South,South Atlantic,Florida,12,2016,March,9292
South,South Atlantic,Georgia,13,2016,March,4439
South,South Atlantic,Maryland,24,2016,March,1359
South,South Atlantic,North Carolina,37,2016,March,4663
South,South Atlantic,South Carolina,45,2016,March,2751
South,South Atlantic,Virginia,51,2016,March,2812
South,South Atlantic,West Virginia,54,2016,March,248
South,East South Central,Alabama,1,2016,March,1261
South,East South Central,Kentucky,21,2016,March,1159
South,East South Central,Mississippi,28,2016,March,596
South,East South Central,Tennessee,47,2016,March,3832
South,West South Central,Arkansas,5,2016,March,646
South,West South Central,Louisiana,22,2016,March,1286
South,West South Central,Oklahoma,40,2016,March,972
South,West South Central,Texas,48,2016,March,14376
West,Mountain,Arizona,4,2016,March,2553
West,Mountain,Colorado,8,2016,March,2742
West,Mountain,Idaho,16,2016,March,917
West,Mountain,Montana,30,2016,March,252
West,Mountain,Nevada,32,2016,March,1310
West,Mountain,New Mexico,35,2016,March,381
West,Mountain,Utah,49,2016,March,1813
