RegionID,SizeRank,RegionName,StateName,CountyName,CBSACode,medianHousePrice,LOGRECNO,Total:,"Management, business, science, and arts occupations:","Management, business, and financial occupations:",Management occupations,Business and financial operations occupations,"Computer, engineering, and science occupations:",Computer and mathematical occupations,Architecture and engineering occupations,"Life, physical, and social science occupations","Education, legal, community service, arts, and media occupations:",Community and social service occupations,Legal occupations,"Educational instruction, and library occupations","Arts, design, entertainment, sports, and media occupations",Healthcare practitioners and technical occupations:,Health diagnosing and treating practitioners and other technical occupations,Health technologists and technicians,Service occupations:,Healthcare support occupations,Protective service occupations:,"Firefighting and prevention, and other protective service workers including supervisors",Law enforcement workers including supervisors,Food preparation and serving related occupations,Building and grounds cleaning and maintenance occupations,Personal care and service occupations,Sales and office occupations:,Sales and related occupations,Office and administrative support occupations,"Natural resources, construction, and maintenance occupations:","Farming, fishing, and forestry occupations",Construction and extraction occupations,"Installation, maintenance, and repair occupations","Production, transportation, and material moving occupations:",Production occupations,Transportation occupations,Material moving occupations,NAME
395078,15,"Seattle, WA",WA,Pierce,42660,401891.0,608,46332,71462,78248,87114,64534,96072,101573,91412,60322,44082,45684,79548,40135,41190,64441,72677,42792,22030,26597,50123,31429,81770,19170,23395,20023,35704,37232,34970,47567,24428,49746,48423,35715,40416,40522,24635,"Seattle-Tacoma-Bellevue, WA Metro Area"
394865,16,"Minneapolis-St Paul, MN",MN,Isanti,33460,242255.5,485,41899,61865,71076,79168,61491,75112,76879,76353,61993,42310,42282,94384,39425,40153,56527,66565,40505,21003,27177,45441,30300,65419,14592,21737,20428,35496,36517,35155,46649,25055,48191,48582,35948,37565,38834,25585,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
395056,17,"San Diego, CA",CA,San Diego,41740,508256.5,596,36966,63987,67829,71479,62014,80527,82486,85985,56783,42159,36311,75876,41048,35775,66810,81715,41031,20369,27961,53426,31191,81839,17719,20359,17015,31216,30831,31374,36086,21598,34992,40872,27078,28734,30996,19597,"San Diego-Carlsbad, CA Metro Area"
395121,18,"St. Louis, MO",MO,Jersey,41180,157572.0,588,37209,55671,65474,69409,55722,71735,73580,76994,56110,40990,38267,62312,40848,33839,50328,60745,31030,17303,21215,44729,30742,55166,12508,19434,16012,31355,32199,31091,43295,16215,42860,45303,32853,37381,35293,25990,"St. Louis, MO-IL Metro Area"
395148,19,"Tampa, FL",FL,Hernando,45300,178205.0,641,32369,51553,58947,62147,51853,67655,71253,62289,58162,40351,37539,59146,40434,30264,53237,66538,35761,19233,25365,43065,25827,57071,15610,18829,15980,28802,27394,29298,30651,17460,30034,35712,26947,27042,31937,22421,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
394358,20,"Baltimore, MD",MD,Howard,12580,273545.5,217,45683,67087,74319,77441,68791,90607,96276,86384,61793,49332,44563,82176,46716,46617,61529,71996,40314,22291,27818,51985,38009,66173,16221,21637,17744,35663,32373,36217,45030,18576,41932,50146,32882,40624,35706,25083,"Baltimore-Columbia-Towson, MD Metro Area"
394530,21,"Denver, CO",CO,Gilpin,19740,366343.0,306,41246,61983,70964,75651,64793,77397,80016,80905,59255,41636,40659,94282,36983,36897,60437,65639,42208,21295,28210,41776,30365,60024,16790,21548,20206,34894,35166,34657,36940,20365,35845,43845,32145,33303,36622,24579,"Denver-Aurora-Lakewood, CO Metro Area"
394982,22,"Pittsburgh, PA",PA,Fayette,38300,140631.5,547,37779,56133,62120,68766,55113,67350,67914,72075,50823,45066,38283,79968,45633,39988,52497,60627,34447,18468,23089,43570,25362,65121,12954,22151,16709,31204,31489,31088,42268,28186,41450,45946,34523,38219,32475,27460,"Pittsburgh, PA Metro Area"
394998,23,"Portland, OR",OR,Yamhill,38900,355624.5,553,39425,60663,66224,71656,56437,76669,77263,81641,60733,38773,37098,85408,32263,36973,67145,81285,44623,20820,27884,49603,29293,84863,17623,21473,17677,32300,34319,31823,39685,15132,40957,45897,33636,37064,32473,25193,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
394458,24,"Charlotte, NC",NC,Gaston,16740,187601.5,265,36130,55297,66829,72077,60628,72200,79844,70732,51347,38470,40840,69824,36312,35076,51873,61286,35688,18124,22425,41349,35034,47338,12759,19096,16153,31095,32177,30561,32657,18734,30203,41306,30557,31766,35854,21372,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
395045,25,"Sacramento, CA",CA,Placer,40900,350282.5,583,38360,61989,65408,71942,57300,72353,70084,91513,56414,44516,44849,87082,37747,31880,80396,96790,44145,20401,27443,57011,33604,80550,15472,22714,15878,31467,29725,31918,39502,21410,40370,41707,31115,32171,36993,20675,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
395055,26,"San Antonio, TX",TX,Medina,41700,179267.0,595,31397,51609,59962,62241,51802,67113,71268,62500,53725,41099,37389,55761,45129,31566,53223,66693,34657,18142,22012,38867,27204,48742,14317,20068,14778,27059,24866,28497,31567,14500,30753,35528,28075,30099,32564,20225,"San Antonio-New Braunfels, TX Metro Area"
394943,27,"Orlando, FL",FL,Orange,36740,205058.5,530,31151,49964,56512,60718,50443,64206,66054,63082,56655,38925,39546,59485,39205,30669,50503,60720,31478,20005,23425,38578,26872,50658,17616,20252,16797,26952,26809,27055,30985,25179,29845,35978,26173,27144,29144,20693,"Orlando-Kissimmee-Sanford, FL Metro Area"
394466,28,"Cincinnati, OH",OH,Kenton,17140,153135.0,272,37879,55887,65984,71220,56702,71686,73235,75853,55581,41050,36491,69720,41323,35594,50714,57423,36000,17301,22304,40381,24598,55850,11943,20715,16240,31765,32345,31468,40580,31096,37457,46050,33769,37336,38935,23237,"Cincinnati, OH-KY-IN Metro Area"
394475,29,"Cleveland, OH",OH,Geauga,17460,130908.5,278,35917,55483,62971,68025,55936,64111,63425,70823,47831,41863,40733,66698,40165,35554,54499,62095,36206,17268,22463,48939,30332,59176,12174,17196,15320,30268,30253,30274,40857,20221,39994,45969,31151,32031,32914,25837,"Cleveland-Elyria, OH Metro Area"
394735,30,"Kansas City, MO",MO,Platte,28140,166472.0,416,37480,52930,60877,65315,53245,70740,72401,70663,55142,40982,37237,73979,40227,37080,51789,63080,35766,18932,21791,40974,30869,48071,15103,21673,16919,31455,32248,31113,41742,35146,40251,46342,31899,33578,37744,24194,"Kansas City, MO-KS Metro Area"
394775,31,"Las Vegas, NV",NV,Clark,29820,220344.0,439,32232,52163,60581,62418,51491,58256,51756,69223,53100,41257,40103,55587,41506,36960,61221,70099,40069,26233,30600,36248,32346,77917,24331,25212,26378,28270,27405,28912,36045,5896,35173,37853,27962,26823,32042,23142,"Las Vegas-Henderson-Paradise, NV Metro Area"
394492,32,"Columbus, OH",OH,Morrow,18140,168514.5,286,36760,56453,61974,67102,56521,67965,71464,70668,49646,41303,40896,67897,37541,40041,53600,65657,33909,18569,22231,42900,35041,60978,12361,18768,17204,31458,33727,31032,37480,25044,35521,41148,29735,31230,31584,24272,"Columbus, OH Metro Area"
394705,33,"Indianapolis, IN",IN,Marion,26900,148150.0,397,36586,54646,63285,67415,56278,71329,71785,72758,57816,40954,38485,71687,40896,34892,50670,57287,36297,18189,22859,45677,40074,51048,11878,21207,16345,31124,31564,30964,40041,25186,34025,45203,30364,30995,34176,25018,"Indianapolis-Carmel-Anderson, IN Metro Area"
395059,34,"San Jose, CA",CA,San Benito,41940,1003207.5,599,52495,97313,101004,114881,80106,117631,121167,110817,81359,50438,53581,100487,37474,57571,82378,100020,50186,21550,35781,41661,33005,101757,18950,23540,17695,33585,27995,36381,42365,17348,42125,50502,31925,37597,31477,22096,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
394355,35,"Austin, TX",TX,Travis,12420,289870.0,215,40579,57428,66178,73220,57200,77605,80875,80583,47252,42337,40740,81152,41390,40460,55313,65364,36277,20629,25846,45208,36075,54183,16860,20546,20128,32416,36324,31487,32475,16708,31444,40359,30733,32272,33297,22870,"Austin-Round Rock, TX Metro Area"
395194,36,"Virginia Beach, VA",VA,Mathews,47260,223451.0,665,35316,52501,61126,65882,52765,71863,72419,78034,54870,43142,41365,50019,44312,34866,49377,62047,35017,17661,25341,44080,31361,50108,11240,19946,16313,27349,22374,30066,36084,20641,32038,43088,31460,38756,30077,21751,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
394902,37,"Nashville, TN",TN,Sumner,34980,225050.0,507,35815,51893,61492,63844,57438,64799,67927,67297,47867,40317,36298,71006,39604,36304,50167,60234,36758,17365,25456,36319,30101,47465,14056,17450,16583,31307,33763,30718,32144,16483,31013,37423,30896,33925,32257,24570,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
395005,38,"Providence, RI",RI,Bristol,39300,269879.0,558,39758,59051,66796,70767,60260,70754,70425,75428,64798,45604,40022,66617,49309,40629,58860,70640,40264,21573,27101,57184,44246,70195,14757,23822,20217,31234,30469,31649,42385,27250,45861,41769,32787,36058,37098,21645,"Providence-Warwick, RI-MA Metro Area"
394862,39,"Milwaukee, WI",WI,Ozaukee,33340,168878.0,484,37492,56969,66170,73017,59767,71832,80087,70713,55275,41454,41076,75874,41316,35168,53786,62534,35501,17946,22121,48415,28945,65464,11749,20540,16186,30977,32692,30295,42049,19719,42294,44430,31813,34129,31458,24022,"Milwaukee-Waukesha-West Allis, WI Metro Area"
394714,40,"Jacksonville, FL",FL,Nassau,27260,187170.5,403,35119,51587,61419,61773,60574,65616,62194,76674,50002,37488,36128,46381,37403,30443,51326,62317,31234,20555,21814,37762,29098,46089,15121,20995,20961,30604,31479,30295,33682,32364,30063,39498,30809,33668,39000,18662,"Jacksonville, FL Metro Area"
394849,41,"Memphis, TN",TN,Shelby,32820,124689.0,477,32288,51279,59307,66128,51620,61420,65996,67302,47486,41351,32407,62177,41174,34636,50718,65625,33922,20110,25108,41154,32649,49783,15499,18582,17917,28179,29129,27524,35683,19334,27645,45313,28547,30379,41122,21780,"Memphis, TN-MS-AR Metro Area"
394935,42,"Oklahoma City, OK",OK,Lincoln,36420,143753.0,524,33778,50439,57827,61837,50871,64678,60907,77891,50274,35849,35339,61668,35201,31878,56367,66924,35839,17489,22542,37584,31925,41671,11440,18176,16400,28013,27167,28429,35707,19774,32311,40120,31296,31333,36709,25875,"Oklahoma City, OK Metro Area"
394807,43,"Louisville-Jefferson County, KY",KY,Oldham,31140,151118.0,455,35179,51426,58312,62255,50471,64460,63008,67202,50325,41626,40471,57806,41515,36439,50818,60086,34676,17445,22671,35212,30264,47574,12709,20657,15795,30205,27584,30445,36262,17661,32935,44797,31759,35330,32642,24472,"Louisville/Jefferson County, KY-IN Metro Area"
394669,44,"Hartford, CT",CT,Tolland,25540,226309.0,377,45597,66374,77252,84694,66270,72926,75737,76430,52102,50312,42612,77105,51381,40673,64338,69790,46971,22429,25976,51645,42798,67320,16111,27938,20145,35609,35593,35614,50260,12332,50471,50833,34053,41068,31801,21671,"Hartford-West Hartford-East Hartford, CT Metro Area"
395022,45,"Richmond, VA",VA,Sussex,40060,210825.5,570,39163,55828,66621,73494,57240,72225,80132,70523,54217,42462,39125,66273,43090,40004,55268,61965,38717,17884,24755,41920,36107,51490,11520,17320,16075,30952,30322,31120,40481,15114,38906,42789,32093,35840,32149,24449,"Richmond, VA Metro Area"
394910,46,"New Orleans, LA",LA,Orleans,35380,193123.0,511,34265,51387,60255,62382,55206,67002,62252,75494,58765,40798,35299,64904,40833,34385,57085,68024,38344,19317,22134,35401,30754,44838,16118,16441,18564,27248,26148,28346,35699,19344,32358,44713,35870,37248,36852,26469,"New Orleans-Metairie, LA Metro Area"
394425,47,"Buffalo, NY",NY,Niagara,15380,142946.5,248,36659,54843,60582,65948,51299,63408,61224,72199,56794,45934,40452,72474,47168,35536,53274,65432,37061,19003,25616,65745,28869,73934,12395,20433,16205,30630,28944,31011,45439,12534,44143,50237,31943,37270,27136,25163,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
395012,48,"Raleigh, NC",NC,Franklin,39580,239019.5,564,40983,60365,67247,75584,57421,80230,84091,80529,59603,40677,41468,76533,36752,36394,51976,62392,36024,17930,25907,41990,25144,47985,14670,19410,14254,32411,35596,31895,30485,26047,29274,31944,30075,32154,29867,22045,"Raleigh, NC Metro Area"
394388,49,"Birmingham, AL",AL,Shelby,13820,145809.5,230,35716,52179,62298,66863,56969,66262,66457,75728,50100,44140,36895,88489,42956,32415,46374,52324,31004,17202,22310,36804,24108,41930,12720,16851,12809,28692,30117,28171,33396,11711,29051,44967,31114,34067,32667,22692,"Birmingham-Hoover, AL Metro Area"
395053,50,"Salt Lake City, UT",UT,Tooele,41620,294886.0,593,34674,52776,61219,66234,56298,69554,73148,66890,36736,36084,35928,72118,34652,31369,47976,55823,29502,17750,22353,42400,30422,54525,11588,20421,15058,30262,31804,29125,37319,11799,36553,40434,30874,31670,41548,22559,"Salt Lake City, UT Metro Area"
395031,51,"Rochester, NY",NY,Monroe,40380,142210.5,576,35318,52276,58969,63081,51536,62439,64165,66307,46888,41866,41712,55566,41615,38547,51626,61182,36731,18847,23718,61059,23462,79607,12036,20709,16913,26728,23871,28180,37496,25796,37566,45420,31117,35349,27714,23967,"Rochester, NY Metro Area"
394640,52,"Grand Rapids, MI",MI,Ottawa,24340,167649.5,360,32328,51247,58860,62643,50081,66442,62063,71654,57439,37442,43367,79518,36271,31454,48687,60571,30664,15152,20553,31642,17443,60417,11083,17203,14713,30458,32046,29402,34929,16424,39835,42467,30757,31620,30166,22113,"Grand Rapids-Wyoming, MI Metro Area"
395167,53,"Tucson, AZ",AZ,Pima,46060,176020.0,651,29907,49011,55640,62142,41840,68186,61964,81622,50393,35010,37789,61380,31226,22078,52145,62350,35359,17419,23874,50110,31313,60217,12559,16985,13870,24818,22485,25234,30179,16708,26525,37215,25542,25875,31039,19843,"Tucson, AZ Metro Area"
753924,54,"Urban Honolulu, HI",HI,Honolulu,46520,645997.0,659,39388,57411,61869,66865,55807,70648,65630,80355,49919,41872,48089,71952,40262,25666,72325,90080,43072,24649,27123,50901,35871,60555,20727,27969,20567,31773,27142,34658,44984,26184,49286,41876,32484,44527,34586,23344,"Urban Honolulu, HI Metro Area"
395169,55,"Tulsa, OK",OK,Pawnee,46140,133866.5,653,34568,50472,61056,62129,56626,67387,61162,73931,63274,36676,36398,62179,35164,36566,50294,61719,30962,17310,23195,40215,35533,42263,13444,18736,15310,28483,27002,29388,36578,12102,31650,46993,34646,36457,40111,21467,"Tulsa, OK Metro Area"
394619,56,"Fresno, CA",CA,Fresno,23420,218161.0,348,30028,51935,54920,60367,50638,62820,61429,71860,81896,39861,38799,60252,37103,37706,61832,86200,45467,18876,24826,57241,23305,76489,14787,17944,16728,27800,25847,29416,23985,15902,30190,32632,28395,29249,35440,16382,"Fresno, CA Metro Area"
395238,57,"Worcester, MA",MA,Windham,49340,253794.5,689,41728,65803,73559,79267,64579,81557,91828,75133,69904,47631,41304,86738,45769,40553,62970,71725,41622,22043,26898,62682,31271,70093,14442,25971,20017,35221,32406,35877,47338,11949,48492,48576,31333,34024,31160,26580,"Worcester, MA-CT Metro Area"
394415,58,"Stamford, CT",CT,Fairfield,14860,409504.0,245,46240,79540,100094,107352,81115,86281,96115,79680,61822,51912,50765,140160,42235,53582,72965,86501,42390,21660,23038,66525,42912,73765,20274,20844,18432,37805,41004,36479,36949,4529,35036,44734,33702,35346,33892,23700,"Bridgeport-Stamford-Norwalk, CT Metro Area"
394312,59,"Albuquerque, NM",NM,Sandoval,10740,183530.5,194,31613,50712,55571,59124,50206,67091,64826,90049,55442,37997,37678,54630,37499,29031,60987,71070,34697,17708,21121,41095,34074,48726,12637,14253,18196,27623,25899,28519,32444,38778,30882,37997,26954,25912,35993,20661,"Albuquerque, NM Metro Area"
394308,60,"Albany, NY",NY,Albany,10580,183203.5,192,40160,57571,64144,70845,54803,71926,66901,77089,54444,43524,42951,76420,41584,34458,54981,70322,29874,17367,22061,45864,25257,66637,12714,20174,15759,32765,31989,33569,45746,31369,45073,46853,32175,38613,31679,26649,"Albany-Schenectady-Troy, NY Metro Area"
394938,61,"Omaha, NE",NE,Douglas,36540,165135.0,527,37923,55951,64020,67236,59424,71944,76834,73900,52628,40914,36917,71716,40753,30938,53740,60796,34718,20320,24457,51439,39367,65899,11931,24299,16923,31690,32658,31408,40630,40228,39211,42416,31952,32473,40052,21123,"Omaha-Council Bluffs, NE-IA Metro Area"
394908,62,"New Haven, CT",CT,New Haven,35300,212732.5,510,42481,61346,69571,71713,61860,73020,71391,76367,66047,47092,46627,87553,45734,33344,62164,68125,51636,22053,27113,64401,35907,71931,15204,22715,20103,35790,36723,35633,50976,26285,47832,58556,32080,34660,33382,18581,"New Haven-Milford, CT Metro Area"
394357,63,"Bakersfield, CA",CA,Kern,12540,196873.0,216,30354,55067,54534,55365,52948,70226,59530,80531,57405,43206,50494,51005,45033,33521,56251,76513,31446,18568,27531,54879,34615,72933,15703,17551,14680,25170,21884,27003,27282,17851,45355,42161,31989,37749,36262,24620,"Bakersfield, CA Metro Area"
394753,64,"Knoxville, TN",TN,Loudon,28940,160081.5,425,31163,46954,53199,60637,42945,65314,58102,76730,54526,32110,36304,60476,31029,26141,46516,55039,33650,16416,25494,44277,23368,50875,13201,16326,12191,26252,27949,25856,35301,22022,31900,41287,30808,31976,31600,24130,"Knoxville, TN Metro Area"
394653,65,"Greenville, SC",SC,Laurens,24860,169290.0,369,31758,50062,56706,59721,52416,68592,62282,75122,51908,37222,32248,41243,37587,40222,50039,60083,29317,17293,25019,29676,21438,35500,13283,19675,11606,26494,25901,26898,32297,15258,27400,41358,30162,32228,29758,25237,"Greenville-Anderson-Mauldin, SC Metro Area"
394952,66,"Ventura, CA",CA,Ventura,37100,549275.0,535,36585,67653,71617,79793,62334,90222,80530,97368,90129,48185,50146,75309,41517,46202,72188,82001,42344,20494,28842,60882,30756,101222,12963,21185,16479,32100,30778,33745,26153,18481,40124,37136,27193,28733,35735,21661,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
394318,67,"Allentown, PA",PA,Lehigh,10900,188721.5,196,37317,57046,65822,69442,57160,67291,74583,69433,50131,43181,42438,71314,43485,32129,57830,71146,34197,18756,28354,56875,31073,67699,10833,20258,15888,32423,35454,32016,42295,22100,41470,50127,32105,35680,41016,25539,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
394561,68,"El Paso, TX",TX,El Paso,21340,122517.5,323,25177,45422,46196,47191,42414,40405,45520,44542,25759,45050,35711,65679,46703,32198,47159,60883,30259,15660,20527,42032,28972,51295,12033,13844,11723,21058,17368,22244,26805,15350,26430,29393,24456,23466,30309,20267,"El Paso, TX Metro Area"
394367,69,"Baton Rouge, LA",LA,Ascension,12940,179301.5,220,35018,50853,60137,62987,51292,65676,54635,72058,61127,42105,45376,57143,38806,36763,46390,56042,33216,18477,22124,32352,25822,48183,11988,20238,13899,26927,25809,28519,39230,40148,36262,45824,37870,46277,34209,27753,"Baton Rouge, LA Metro Area"
394521,70,"Dayton, OH",OH,Greene,19380,110534.5,302,32898,51434,60420,63254,52046,65587,61697,73284,60220,36918,38793,62698,38645,22348,50690,61763,32298,16467,21338,48304,30479,59413,12749,16124,13693,30110,30490,29884,40798,12116,30853,42898,30497,31024,31996,23305,"Dayton, OH Metro Area"
394843,71,"McAllen, TX",TX,Hidalgo,32580,101555.0,474,22294,43739,39349,40647,35312,41336,31286,61817,30074,45102,35443,36078,46976,19238,57997,71772,26168,12564,16571,43482,23478,47089,12165,10248,11799,19231,17890,19921,25864,20376,25533,29795,24647,22948,32294,19798,"McAllen-Edinburg-Mission, TX Metro Area"
394486,72,"Columbia, SC",SC,Saluda,17900,141786.5,283,32527,48400,51636,61030,43627,61390,60428,78026,47222,36589,36110,51803,35842,27327,51319,60764,34676,17266,24761,40125,35730,41274,12098,18226,9426,28017,27227,29164,34546,16629,30478,38483,29347,32168,31857,22799,"Columbia, SC Metro Area"
394648,73,"Greensboro, NC",NC,Randolph,24660,128360.0,367,31027,49480,58344,61716,50856,62891,63026,68151,52002,36555,37762,45875,35832,32406,51202,63942,33202,16537,21198,35888,25640,38894,11790,19034,14370,27143,24027,29221,30884,20846,26949,35669,26146,26609,29871,21335,"Greensboro-High Point, NC Metro Area"
394304,74,"Akron, OH",OH,Summit,10420,129529.0,188,33676,51978,60753,65451,51704,66167,71210,62810,50337,37592,42573,62791,35428,31370,51681,60091,36835,15716,20518,36636,18303,61851,11370,20831,15488,28900,30685,27524,40453,12176,36948,43120,31151,33614,27053,22692,"Akron, OH Metro Area"
753906,75,"North Port-Sarasota-Bradenton, FL",FL,Manatee,35840,253887.0,515,31058,50522,56200,58569,51871,61889,65388,67034,47481,37863,33515,70557,37346,26928,58219,70835,36175,19201,28096,54477,39882,61931,15828,19405,16076,27587,25105,29780,30121,11135,29227,35085,27173,27228,35086,17071,"North Port-Sarasota-Bradenton, FL Metro Area"
394798,76,"Little Rock, AR",AR,Lonoke,30780,143001.0,449,32885,49524,53085,58625,50469,62088,54147,70801,54655,40298,39189,65814,40013,32696,49172,63162,36692,18777,24213,34967,30670,35521,12016,21297,12146,28895,30375,28122,31523,19289,25901,43408,30622,31365,31884,24443,"Little Rock-North Little Rock-Conway, AR Metro Area"
395134,77,"Stockton, CA",CA,San Joaquin,44700,302553.0,635,33640,60146,61119,71101,45821,75676,77383,76000,58567,41364,40033,66019,43692,35506,69412,101356,44778,20093,26716,55575,31184,103646,15015,21693,13432,31670,25238,34108,36811,19838,40881,46043,31545,31566,42117,25060,"Stockton-Lodi, CA Metro Area"
394457,78,"Charleston, SC",SC,Berkeley,16700,235266.5,264,36803,51928,60494,61774,53940,67225,75440,67005,51374,40217,40062,107118,36653,37045,54730,61430,32364,21621,24030,40179,32349,41117,20293,18716,17801,30401,31461,29497,37118,30275,34050,45923,37160,38763,50352,24602,"Charleston-North Charleston, SC Metro Area"
